source	target	status
ENST00000271429	hCT1823003.1	non_indicated
ENST00000271429	hCT1771897.1	non_indicated
ENST00000271429	hCT1788466.1	non_indicated
ENST00000271429	hCT1830713.2	non_indicated
ATP13A3	AL137257	non_indicated
ATP13A3	AL137346	non_indicated
ATP13A3	ACSL4	non_indicated
ATP13A3	DDX21	non_indicated
ATP13A3	STEAP2	non_indicated
ATP13A3	PLOD2	non_indicated
ATP13A3	BC039332	non_indicated
ATP13A3	EDEM3	non_indicated
AK023542	Contig6514_RC	non_indicated
AK023542	Contig14280_RC	non_indicated
AK023542	AK021590	non_indicated
OXCT2	AK024440	non_indicated
X75685	Contig25943_RC	non_indicated
X75685	HSS00040870	non_indicated
X75685	HSS00131072	non_indicated
EFCAB2	AK095945	non_indicated
MYH10	NPAS3	non_indicated
MYH10	ZNF323	non_indicated
MYH10	EFNB2	non_indicated
PURB	Contig40647_RC	non_indicated
PURB	ENST00000296665	non_indicated
SNAI2	Contig7974_RC	non_indicated
ENST00000295827	PPIL3	non_indicated
ENST00000295827	HSPA8	non_indicated
ENST00000295827	PNO1	non_indicated
ENST00000295827	hCT7694.2	non_indicated
ENST00000295827	hCT1968913.1	non_indicated
UGT1A9	UGT1A10	non_indicated
UGT1A9	UGT1A5	non_indicated
UGT1A9	UGT1A8	non_indicated
KLHL6	TXLNB	non_indicated
KLHL6	TMEM2	non_indicated
KLHL6	CXorf21	non_indicated
AK056037	Contig5384_RC	non_indicated
FHOD3	PHKG1	non_indicated
ALKBH8	DERA	non_indicated
ALKBH8	PTER	non_indicated
ALKBH8	HSS00100453	non_indicated
ALKBH8	HSS00236158	non_indicated
ZFHX4	PLEKHA5	non_indicated
ZFHX4	SERTAD4	non_indicated
ZFHX4	BC004287	non_indicated
AK021630	AK022351	non_indicated
FGFRL1	SYT17	non_indicated
FGFRL1	RHOF	non_indicated
FGFRL1	ANKRD43	non_indicated
FGFRL1	C17orf97	non_indicated
FGFRL1	NXPH4	non_indicated
ENST00000286728	HNRPDL	non_indicated
ENST00000286728	XM_065454	non_indicated
AK021801	PAPPA	non_indicated
AK021801	RABGEF1	non_indicated
AK058074	AK023918	non_indicated
AK024995	Contig50251_RC	non_indicated
SAMSN1	KYNU	non_indicated
SAMSN1	AL049353	non_indicated
C1QTNF1	PLXNA4	non_indicated
C1QTNF1	PCSK5	non_indicated
C1QTNF1	SLC1A3	non_indicated
AK024164	Contig37690_RC	non_indicated
AK024164	HSS00088506	non_indicated
AK024164	AL713724	non_indicated
AK022004	CDH5	non_indicated
AK022004	IRF2BP2	non_indicated
AK022004	HEPACAM	non_indicated
AK022004	AF131777	non_indicated
RSE_00000675822	NDUFV2	non_indicated
RSE_00000675822	NQO2	non_indicated
RSE_00000675822	PSME2	non_indicated
RSE_00000675822	ENST00000297783	non_indicated
RSE_00000675822	PLGLB2	non_indicated
RSE_00000675822	XM_208230	non_indicated
RSE_00000675822	XM_210328	non_indicated
ZC3H12A	MICALL2	non_indicated
ZC3H12A	BCL3	non_indicated
ZC3H12A	MSX2	non_indicated
ZC3H12A	IRF1	non_indicated
C1orf198	C9orf125	non_indicated
C1orf198	NDRG1	non_indicated
C1orf198	NPR3	non_indicated
C1orf198	TUFT1	non_indicated
C1orf198	AK057927	non_indicated
AK055861	ACCN4	non_indicated
AK055861	XM_210340	non_indicated
AK058047	Contig25810_RC	non_indicated
AK058047	EPB41L5	non_indicated
AK058047	EHMT1	non_indicated
AK058047	XM_212429	non_indicated
AK058047	HSS00128777	non_indicated
MIDN	LRP5	non_indicated
MIDN	9-Sep	non_indicated
MIDN	AF085913	non_indicated
PARD6G	ALDOC	non_indicated
PARD6G	DGAT1	non_indicated
PARD6G	EPHB2	non_indicated
PARD6G	ACSL1	non_indicated
G0S2	C13orf15	non_indicated
G0S2	NM_013332	non_indicated
AK057241	GOLGA8A	non_indicated
TMIGD1	HSS00011969	non_indicated
TMIGD1	XM_061979	non_indicated
TMIGD1	SLC10A5	non_indicated
SLC2A13	hCT1970795.1	non_indicated
AK022474	ZNF331	non_indicated
AK022474	Contig6514_RC	non_indicated
AK022474	AL049991	non_indicated
ZCCHC6	AF086037	non_indicated
AK026099	PKP2	non_indicated
AK026099	SLC28A3	non_indicated
AK026099	LRP2	non_indicated
AK026099	LRRC16A	non_indicated
AK026099	SLITRK2	non_indicated
AK026099	HSS00299222	non_indicated
AK021932	AK021985	non_indicated
AK022347	AK021801	non_indicated
AK022347	AK000795	non_indicated
AK022347	AL079282	non_indicated
KIAA0859	LGALS3	non_indicated
KIAA0859	RBM3	non_indicated
KIAA0859	hCT1954345.1	non_indicated
DYNC1LI2	MED13L	non_indicated
DYNC1LI2	ELMO1	non_indicated
C20orf141	KRTAP19-7	non_indicated
C20orf141	NRXN1	non_indicated
C20orf141	LCE1C	non_indicated
C20orf141	OR4K14	non_indicated
C20orf141	XM_174701	non_indicated
C20orf141	HSS00018559	non_indicated
AL109710	AK024995	non_indicated
AK026820	AK023947	non_indicated
AK026820	AL390176	non_indicated
AK026820	EXOSC2	non_indicated
AK026820	AF085919	non_indicated
AK026820	AF085978	non_indicated
AK026820	hCT31247.3	non_indicated
AK026820	BC007626	non_indicated
UBASH3B	ABHD2	non_indicated
AK022264	Contig36412_RC	non_indicated
AK022264	BC017743	non_indicated
ADH1A	ACSS3	non_indicated
ADH1A	NM_022345	non_indicated
ADH1A	C9orf73	non_indicated
WDR23	NM_014859	non_indicated
WDR23	SFRS5	non_indicated
WDR23	PEAR1	non_indicated
WDR23	C18orf51	non_indicated
WDR23	Contig13594_RC	non_indicated
WDR23	PITPNA	non_indicated
WDR23	AF147345	non_indicated
WDR23	CD70	non_indicated
RBM38	TRABD	non_indicated
RBM38	GJD4	non_indicated
RBM38	HSS00090501	non_indicated
PTPN11	GCLM	RASopathy_gene
PTPN11	Contig46789_RC	RASopathy_gene
PTPN11	AL137257	RASopathy_gene
PTPN11	MID1	RASopathy_gene
PTPN11	ANO5	RASopathy_gene
PTPN11	FMNL2	RASopathy_gene
PTPN11	EHBP1	RASopathy_gene
PTPN11	MYEF2	RASopathy_gene
PTPN11	ASPH	RASopathy_gene
PTPN11	CSDE1	RASopathy_gene
PTPN11	hCT2279388	RASopathy_gene
PTPN11	hCT2302734	RASopathy_gene
PTPN11	HSS00221516	RASopathy_gene
PTPN11	hCT1970544.1	RASopathy_gene
ENST00000282683	ENST00000298653	non_indicated
ENST00000282683	RSE_00000122977	non_indicated
AK055808	GSTZ1	non_indicated
AK055808	C18orf51	non_indicated
AK055808	TRAPPC3	non_indicated
HYI	NDN	non_indicated
AF086052	MRGPRF	non_indicated
AK026286	ELL2	non_indicated
AK026286	Contig25861_RC	non_indicated
AK026286	Contig11275_RC	non_indicated
AK026286	AJ227904	non_indicated
AK026286	AK022351	non_indicated
AK026286	AK057974	non_indicated
AK026286	MYCN	non_indicated
AK026286	AF086394	non_indicated
AK026286	HSS00105008	non_indicated
AK026286	AL832406	non_indicated
AK026286	BC022409	non_indicated
AK026286	HSS00367121	non_indicated
AK026286	AF339810	non_indicated
AK026286	AK022111	non_indicated
KIAA1731	HSP90AA5P	non_indicated
KIAA1731	RSRC1	non_indicated
KIAA1731	SETX	non_indicated
KIAA1731	KIF3A	non_indicated
KIAA1731	C14orf145	non_indicated
KIAA1731	ANKRD32	non_indicated
KIAA1731	ANKRD20B	non_indicated
NRP1	KL	non_indicated
NRP1	SNX18	non_indicated
NRP1	ENPEP	non_indicated
ECHDC3	GPX3	non_indicated
ECHDC3	PRDX6	non_indicated
ECHDC3	Contig26189_RC	non_indicated
ECHDC3	MAPKAPK3	non_indicated
ECHDC3	AK057935	non_indicated
AK057923	KCTD10	non_indicated
AK057923	AF087976	non_indicated
AK057923	AF086261	non_indicated
AK057923	AK022320	non_indicated
AK057923	C1QTNF7	non_indicated
AK057923	AF086179	non_indicated
GALNT9	COBL	non_indicated
NOD2	ALOX5	non_indicated
NOD2	RNASE2	non_indicated
AK024380	Contig39861_RC	non_indicated
AK024380	LUZP1	non_indicated
AK024380	HSS00011076	non_indicated
AK024380	HSS00014001	non_indicated
AK057653	HSS00245063	non_indicated
AK057653	GPRIN3	non_indicated
AF086074	HSS00226243	non_indicated
GLT8D2	PPP1R1C	non_indicated
GLT8D2	SCD5	non_indicated
GLT8D2	NAP1L3	non_indicated
GLT8D2	DIRAS3	non_indicated
NM_020962	CLRN3	non_indicated
ENST00000301629	EIF5A	non_indicated
ENST00000295064	PGM2	non_indicated
ENST00000295064	SGPP2	non_indicated
ENST00000295064	ENST00000296403	non_indicated
ENST00000295064	ENST00000299303	non_indicated
ENST00000295064	XM_062437	non_indicated
AK057885	PDZRN4	non_indicated
AK057885	IGFBP1	non_indicated
AK057885	GADD45A	non_indicated
AK057885	AK022350	non_indicated
AK057885	HSS00138851	non_indicated
AK057885	TMC5	non_indicated
ENST00000298824	AF147301	non_indicated
ACOT2	ACOT1	non_indicated
ENST00000300016	AK025209	non_indicated
ENST00000300016	RSE_00000517427	non_indicated
ENST00000300016	hCT2273583	non_indicated
ENST00000300016	hCT1830597.2	non_indicated
ENST00000300016	NM_001005472	non_indicated
HHIP	TNNT2	non_indicated
HHIP	RAB38	non_indicated
GRRP1	FOXC1	non_indicated
GRRP1	NRN1	non_indicated
GRRP1	PLVAP	non_indicated
GRRP1	SEMA6B	non_indicated
AK001781	CACNG4	non_indicated
TYW3	THAP6	non_indicated
POPDC3	CKMT1B	non_indicated
POPDC3	ESRRG	non_indicated
POPDC3	CCND2	non_indicated
POPDC3	SGK2	non_indicated
POPDC3	HSS00169162	non_indicated
NM_032623	ATRNL1	non_indicated
NM_032623	BEX2	non_indicated
NM_032623	CBLN2	non_indicated
NM_032623	BC039450	non_indicated
NM_032623	NPNT	non_indicated
NM_032623	ANGPTL7	non_indicated
NM_024308	BBOX1	non_indicated
NM_024308	Contig36235_RC	non_indicated
NM_024308	SLC22A12	non_indicated
NM_024308	ALDH9A1	non_indicated
NM_024308	NXPH4	non_indicated
DYNC2H1	USP44	non_indicated
DYNC2H1	MACROD2	non_indicated
DYNC2H1	TRIM2	non_indicated
DYNC2H1	ZNF204	non_indicated
HERC4	Contig51058_RC	non_indicated
HERC4	NEK1	non_indicated
HERC4	Contig32087_RC	non_indicated
HERC4	CAMSAP1L1	non_indicated
HERC4	CLK1	non_indicated
AK056901	AL080232	non_indicated
AK056901	RASAL2	non_indicated
AK056901	AK021709	non_indicated
AK056901	GNB4	non_indicated
AK056901	hCT2272257	non_indicated
AK056901	AL049991	non_indicated
AK056901	hCT1800788.1	non_indicated
AK056901	AL832657	non_indicated
AK024556	AK058002	non_indicated
RSE_00000153248	Contig5429_RC	non_indicated
RSE_00000153248	AK022004	non_indicated
RSE_00000153248	GALNT5	non_indicated
RSE_00000153248	CCDC144B	non_indicated
RSE_00000153248	DOCK4	non_indicated
RSE_00000153248	NANOGP1	non_indicated
RSE_00000153248	B3GNTL1	non_indicated
AF147347	P2RY5	non_indicated
AF147347	CXXC4	non_indicated
AK022286	SLC1A1	non_indicated
ENST00000269619	RPL34	non_indicated
ENST00000269619	ENST00000268750	non_indicated
TSGA10	EFCAB3	non_indicated
TSGA10	HSS00006554	non_indicated
PTDSS2	HSS00136884	non_indicated
AK021505	GPC6	non_indicated
AK021505	AK021481	non_indicated
AK021505	AF339788	non_indicated
SH3BGRL3	C20orf59	non_indicated
SH3BGRL3	FXYD5	non_indicated
SH3BGRL3	SLC6A16	non_indicated
C6orf129	MRPL12	non_indicated
C6orf129	MNT	non_indicated
STAT3	C9orf95	non_indicated
STAT3	ELMO1	non_indicated
RSE_00000122977	BHMT2	non_indicated
RSE_00000122977	DEGS1	non_indicated
RSE_00000122977	GSTM4	non_indicated
RSE_00000122977	AKR1C2	non_indicated
RSE_00000122977	ENST00000295286	non_indicated
OSR2	FIGF	non_indicated
OSR2	SDK1	non_indicated
OSR2	FHOD3	non_indicated
OSR2	NM_020962	non_indicated
OSR2	GRIK1	non_indicated
IGLV2-14	AJ410921	non_indicated
LYRM5	C1GALT1	non_indicated
LYRM5	DUSP6	non_indicated
LYRM5	ZNF610	non_indicated
LYRM5	C14orf128	non_indicated
IGF2	ACTBL2	non_indicated
IGF2	ACTB	non_indicated
IGF2	SNCA	non_indicated
IGF2	PLAUR	non_indicated
IGF2	TPM3	non_indicated
IGF2	hCT18627.2	non_indicated
IGF2	XM_060943	non_indicated
IGF2	hCT2273583	non_indicated
AK000795	RGS7BP	non_indicated
AK000795	ZNF780A	non_indicated
AK000795	AK021977	non_indicated
AF088024	Contig33234_RC	non_indicated
AF088024	AL157466	non_indicated
AF088024	ZNF292	non_indicated
AF088024	C12orf26	non_indicated
AF088024	6-Mar	non_indicated
AF088024	MAP2K6	non_indicated
AF088024	AF244571	non_indicated
AF088024	HSS00020301	non_indicated
AF088024	HSS00218780	non_indicated
PLEKHA6	CCDC146	non_indicated
PLEKHA6	SFRP2	non_indicated
PLEKHA6	PRRT2	non_indicated
PLEKHA6	YPEL4	non_indicated
PLEKHA6	ABI3BP	non_indicated
PLEKHA6	PTGDR	non_indicated
C8orf59	NM_173714	non_indicated
AK057980	Contig20441_RC	non_indicated
LRRC2	TDGF1	non_indicated
RSE_00000869094	PRMT1	non_indicated
RSE_00000869094	ENST00000295608	non_indicated
RSE_00000869094	ENST00000296973	non_indicated
RSE_00000869094	XM_060828	non_indicated
RSE_00000869094	hCT401214.2	non_indicated
AK021959	Contig21391_RC	non_indicated
AK021959	NM_022448	non_indicated
AK055369	Contig32379_RC	non_indicated
AK055369	AK024995	non_indicated
TWIST1	ANGPTL6	non_indicated
TWIST1	BC032569	non_indicated
AK023619	AK001781	non_indicated
COL4A3BP	WDR26	non_indicated
COL4A3BP	TRHDE	non_indicated
COL4A3BP	AK024198	non_indicated
AK021634	RGS2	non_indicated
AK021634	LOH3CR2A	non_indicated
AK021634	AK001150	non_indicated
AK021634	TRPM6	non_indicated
AK025909	PTPN3	non_indicated
PYROXD1	LRRC28	non_indicated
PYROXD1	AK024877	non_indicated
PYROXD1	AK024921	non_indicated
PYROXD1	KIAA1586	non_indicated
PYROXD1	MANEA	non_indicated
PYROXD1	LSM8	non_indicated
PYROXD1	CMYA5	non_indicated
TBX1	KBTBD11	non_indicated
TBX1	ARL4A	non_indicated
TBX1	Contig31172_RC	non_indicated
TBX1	Contig6615_RC	non_indicated
TBX1	RELN	non_indicated
TBX1	TFF3	non_indicated
TBX1	CELSR1	non_indicated
TBX1	SLC45A3	non_indicated
TBX1	LRRC15	non_indicated
TBX1	ART4	non_indicated
TBX1	SCNN1B	non_indicated
TBX1	APBA2	non_indicated
TBX1	STAB2	non_indicated
TBX1	PROX1	non_indicated
TBX1	CCNJL	non_indicated
TBX1	JPH3	non_indicated
TBX1	AF086196	non_indicated
TBX1	hCT1832087.1	non_indicated
TBX1	AK055887	non_indicated
SLC25A33	ICAM3	non_indicated
SLC25A33	SGCG	non_indicated
SLC25A33	CKMT2	non_indicated
SLC25A33	SLCO1C1	non_indicated
CDCA7L	Contig40099_RC	non_indicated
CDCA7L	Contig20847_RC	non_indicated
CDCA7L	Contig11178_RC	non_indicated
CDCA7L	TTC25	non_indicated
CDCA7L	JUB	non_indicated
CDCA7L	PKIA	non_indicated
CDCA7L	SLAIN1	non_indicated
CDCA7L	IL16	non_indicated
CDCA7L	HSS00004407	non_indicated
CDCA7L	AK094441	non_indicated
CDCA7L	CYP2U1	non_indicated
APOLD1	PIK3R3	non_indicated
APOLD1	CEBPD	non_indicated
APOLD1	AREG	non_indicated
APOLD1	NEDD9	non_indicated
APOLD1	AK000850	non_indicated
PCDHA13	UHRF1BP1	non_indicated
PCDHA13	PCDHA11	non_indicated
PCDHA13	PCDHA5	non_indicated
PCDHA13	PNMA2	non_indicated
AK001139	EBF3	non_indicated
PDZD3	ERBB3	non_indicated
PDZD3	CFTR	non_indicated
PDZD3	DLEC1	non_indicated
PDZD3	Contig20847_RC	non_indicated
PDZD3	WIF1	non_indicated
PDZD3	KRT5	non_indicated
PDZD3	TJP3	non_indicated
PDZD3	ATAD4	non_indicated
PDZD3	BCO2	non_indicated
PDZD3	PITX2	non_indicated
PDZD3	TTC23L	non_indicated
PDZD3	DOK7	non_indicated
PDZD3	HSS00128973	non_indicated
PDZD3	VWC2	non_indicated
AF086261	Contig38647_RC	non_indicated
AF086261	AK000872	non_indicated
AF086261	PON3	non_indicated
AF086261	DOK6	non_indicated
PDLIM2	Contig26837_RC	non_indicated
PDLIM2	CPXM1	non_indicated
PDLIM2	AK093527	non_indicated
ENST00000299129	SAP30	non_indicated
ENST00000299129	RHEB	non_indicated
ENST00000299129	ARMET	non_indicated
ENST00000299129	C11orf73	non_indicated
ENST00000299129	C12orf49	non_indicated
ENST00000299129	ENST00000297783	non_indicated
ENST00000299129	UBE2NL	non_indicated
ENST00000299129	hCT1642476.3	non_indicated
ENST00000299129	XM_210328	non_indicated
NRIP3	GPC4	non_indicated
NRIP3	CNIH3	non_indicated
NRIP3	IL28RA	non_indicated
RHOBTB3	SORBS1	non_indicated
RHOBTB3	PRKAR2B	non_indicated
RHOBTB3	OXCT1	non_indicated
RHOBTB3	Contig46789_RC	non_indicated
RHOBTB3	THRB	non_indicated
RHOBTB3	RHOBTB3	non_indicated
RHOBTB3	RNF150	non_indicated
RHOBTB3	BCL2	non_indicated
RHOBTB3	AFF3	non_indicated
RHOBTB3	DMGDH	non_indicated
RHOBTB3	EBF1	non_indicated
RHOBTB3	NM_133646	non_indicated
CTHRC1	FAP	non_indicated
CTHRC1	ITGBL1	non_indicated
CTHRC1	WISP2	non_indicated
CTHRC1	PRRX1	non_indicated
CTHRC1	CLIC6	non_indicated
CTHRC1	ANGPTL6	non_indicated
IGLV3-21	AF001792	non_indicated
IGLV3-21	IGLV2-14	non_indicated
PCDHA5	PCDHA2	non_indicated
CXorf21	Contig21200_RC	non_indicated
CXorf21	Contig15690_RC	non_indicated
CXorf21	HSS00236158	non_indicated
NM_138474	ZMAT3	non_indicated
CIDEC	ACADS	non_indicated
CIDEC	PHLDA3	non_indicated
CIDEC	LGALS12	non_indicated
CIDEC	USP18	non_indicated
CIDEC	NNAT	non_indicated
CIDEC	RBP4	non_indicated
CIDEC	SLC25A1	non_indicated
ZNF66	LYSMD3	non_indicated
AK055250	GLS2	non_indicated
AK055250	SPNS3	non_indicated
C6orf163	XM_210406	non_indicated
ENST00000298026	SIPA1L3	non_indicated
ENST00000298026	RPS9	non_indicated
ENST00000298026	ENST00000298932	non_indicated
ENST00000298026	hCT13266.2	non_indicated
ENST00000296973	IL10RB	non_indicated
ENST00000296973	ENST00000295608	non_indicated
ENST00000296973	UBB	non_indicated
ENST00000296973	AA128836	non_indicated
KLHL29	MAP3K6	non_indicated
AL137331	BC016339	non_indicated
AK055878	NM_014127	non_indicated
JUB	NLRP1	non_indicated
JUB	WNT3	non_indicated
JUB	BMP4	non_indicated
FTHL18	CSTB	non_indicated
FTHL18	FTL	non_indicated
FTHL18	ENST00000297972	non_indicated
FTHL18	SCPEP1	non_indicated
FTHL18	NEO1	non_indicated
FTHL18	hCT1648148.3	non_indicated
FTHL18	hCT2314299	non_indicated
ENST00000281504	DSTN	non_indicated
ENST00000281504	JAM2	non_indicated
ENST00000281504	EIF4A2	non_indicated
ENST00000281504	ANP32B	non_indicated
ENST00000281504	ENST00000286728	non_indicated
ENST00000281504	BTF3L1	non_indicated
ENST00000281504	EEF1A1	non_indicated
ENST00000281504	XM_172616	non_indicated
ENST00000281504	hCT1829216.2	non_indicated
ENST00000281504	XM_066522	non_indicated
ENST00000281504	XM_116533	non_indicated
JAK1	EBF3	non_indicated
JAK1	PTPRM	non_indicated
JAK1	ENPP2	non_indicated
JAK1	SCRN1	non_indicated
JAK1	ALDH1A1	non_indicated
JAK1	SMARCA2	non_indicated
JAK1	FAM98A	non_indicated
JAK1	HSP90AA1	non_indicated
JAK1	NBPF14	non_indicated
JAK1	GTF2IP1	non_indicated
RCSD1	Contig48318_RC	non_indicated
RCSD1	SMAP2	non_indicated
RCSD1	FGD3	non_indicated
MUC16	MUC1	non_indicated
MUC16	CYP2J2	non_indicated
MUC16	AK055527	non_indicated
AK057062	Contig51566_RC	non_indicated
AK057062	DIXDC1	non_indicated
AK057062	RPL15	non_indicated
AK057062	C6orf129	non_indicated
AK057062	AK055143	non_indicated
AK057062	HSS00083161	non_indicated
AK057062	GTF2IP1	non_indicated
C19orf33	TMPRSS3	non_indicated
IL17D	CXCL14	non_indicated
IL17D	Contig56096	non_indicated
IL17D	MFAP4	non_indicated
IL17D	ISLR	non_indicated
C10orf11	Contig12508_RC	non_indicated
LMO7	DLG2	non_indicated
LMO7	FRAS1	non_indicated
AK022258	AK000802	non_indicated
AK022258	NM_025032	non_indicated
EPSTI1	MX1	non_indicated
EPSTI1	OAS2	non_indicated
EPSTI1	OAS1	non_indicated
HMGN3	SENP1	non_indicated
HMGN3	CDC2L6	non_indicated
HMGN3	RNASEH2B	non_indicated
HMGN3	THEM4	non_indicated
AK054764	FUBP1	non_indicated
AK054764	PNN	non_indicated
AK054764	Contig44548_RC	non_indicated
AK054764	THOC2	non_indicated
AK054764	Contig54137_RC	non_indicated
AK054764	Contig42012_RC	non_indicated
AK054764	WDR33	non_indicated
AK054764	ADAT2	non_indicated
AK054764	METT5D1	non_indicated
AK054764	AL832122	non_indicated
AK054764	EPM2AIP1	non_indicated
AK054764	NM_016424	non_indicated
AK054764	AMY1C	non_indicated
AK057857	AF038190	non_indicated
AK057857	AK054829	non_indicated
AK057857	HSS00031488	non_indicated
LNPEP	Contig44890_RC	non_indicated
LNPEP	ARL3	non_indicated
LNPEP	Contig25060_RC	non_indicated
LNPEP	PCDHB5	non_indicated
LNPEP	ZNF232	non_indicated
ENST00000298932	PRMT1	non_indicated
ENST00000297622	BTF3L1	non_indicated
ENST00000297622	hCG_2015956	non_indicated
ART4	AK074308	non_indicated
AK024099	Contig34494_RC	non_indicated
AK024099	ATP11C	non_indicated
AK024099	AK025137	non_indicated
KCND3	KCND3	non_indicated
SYNC	PCSK5	non_indicated
TMEM35	AK056999	non_indicated
TMEM35	RNF112	non_indicated
TMEM35	GRIK1	non_indicated
C5orf26	CIRBP	non_indicated
C5orf26	TMEM97	non_indicated
C5orf26	hCT2279636	non_indicated
FXYD6	TEKT3	non_indicated
FXYD6	KCNMB4	non_indicated
EBPL	TPD52L1	non_indicated
EBPL	SLC44A3	non_indicated
EBPL	OTUD4	non_indicated
MMP2	THBS2	non_indicated
IL7R	CCR6	non_indicated
IL7R	RUNX2	non_indicated
IL7R	Contig42962_RC	non_indicated
IL7R	TRAV20	non_indicated
IL7R	CTLA4	non_indicated
IL7R	IL18RAP	non_indicated
IL7R	AY007155	non_indicated
TAF8	FAM65C	non_indicated
AK055146	KCNA4	non_indicated
AK055146	BC038209	non_indicated
AK022379	JMJD3	non_indicated
AK022379	Contig36122_RC	non_indicated
AL360204	ROR1	non_indicated
AK023302	AF147346	non_indicated
CRIP1	S100A6	non_indicated
CRIP1	ENST00000255883	non_indicated
CRIP1	GAP43	non_indicated
MESP1	CDKN2C	non_indicated
MESP1	QDPR	non_indicated
MESP1	C1orf213	non_indicated
MESP1	VCAM1	non_indicated
MESP1	CYP2A7	non_indicated
MESP1	ELMOD3	non_indicated
MESP1	G0S2	non_indicated
MESP1	CIDEC	non_indicated
MESP1	PLD6	non_indicated
MESP1	ECHS1	non_indicated
MESP1	ELOVL3	non_indicated
MESP1	C6orf57	non_indicated
MESP1	SCRN2	non_indicated
MESP1	HSS00139331	non_indicated
MESP1	HSS00178730	non_indicated
MESP1	ZNF165	non_indicated
MESP1	C3orf55	non_indicated
MESP1	ACOT1	non_indicated
MESP1	AF311308	non_indicated
MESP1	RBP4	non_indicated
AK023363	PMAIP1	non_indicated
AK023363	AK024380	non_indicated
AK023363	AK024556	non_indicated
AK023363	AL137331	non_indicated
RPL41P5	RPS18	non_indicated
RPL41P5	RPL41	non_indicated
CRISPLD1	Contig45303_RC	non_indicated
CRISPLD1	RIMS1	non_indicated
CRISPLD1	CBLN2	non_indicated
CRISPLD1	HSS00141347	non_indicated
ENST00000267877	hCT2271611	non_indicated
SPANXF1	SPANXA1	non_indicated
AHNAK	Contig67230_RC	non_indicated
AHNAK	HRCT1	non_indicated
AF147313	X75685	non_indicated
AF147313	AF085868	non_indicated
AF147313	AK021887	non_indicated
ENST00000269477	SEMA3A	non_indicated
ENST00000269477	TMEM104	non_indicated
SETDB2	VAV3	non_indicated
C7orf46	STK31	non_indicated
CAMKK1	NFIL3	non_indicated
CAMKK1	CDC25B	non_indicated
CAMKK1	LFNG	non_indicated
CAMKK1	BHLHB2	non_indicated
CAMKK1	SLC6A6	non_indicated
CAMKK1	PPL	non_indicated
CAMKK1	SLC43A3	non_indicated
ZNRF3	AXIN2	non_indicated
ZNRF3	LPHN1	non_indicated
GPRASP1	IPW	non_indicated
GPRASP1	SLC16A9	non_indicated
GPRASP1	AK057923	non_indicated
GPRASP1	PPP1R12B	non_indicated
GPRASP1	PCDHB16	non_indicated
GPRASP1	NM_018118	non_indicated
GPRASP1	NM_024614	non_indicated
GPRASP1	NM_015595	non_indicated
GPRASP1	AK096564	non_indicated
ANTXR2	Contig56270_RC	non_indicated
ANTXR2	ZNF17	non_indicated
ANTXR2	HSS00174258	non_indicated
AK054971	Contig49707_RC	non_indicated
AK054971	AK058074	non_indicated
AK054971	INADL	non_indicated
AK054971	RIC3	non_indicated
AK054971	XKR6	non_indicated
AK054971	NANOG	non_indicated
AK054971	SLC14A1	non_indicated
EMX2	C12orf53	non_indicated
KIAA1841	AHSA2	non_indicated
AK021771	RP11-144G6.7	non_indicated
AK021771	AF147400	non_indicated
FRMD1	SOD3	non_indicated
FRMD1	Contig26456_RC	non_indicated
FRMD1	PPP1R14A	non_indicated
FRMD1	TMEM37	non_indicated
FRMD1	HSS00023493	non_indicated
SDSL	CDKN1A	non_indicated
SDSL	XM_212224	non_indicated
FAR1	AF087976	non_indicated
FAR1	STEAP2	non_indicated
FAR1	HSS00001365	non_indicated
PCDHA12	Contig48715_RC	non_indicated
PCDHA12	PCDHA11	non_indicated
PCDHA12	PCDHA13	non_indicated
PCDHA12	PCDHA5	non_indicated
PCDHA12	PCDHA6	non_indicated
tcag7.1130	TSPAN1	non_indicated
tcag7.1130	PRDX4	non_indicated
tcag7.1130	DYNLL1	non_indicated
tcag7.1130	GLRX2	non_indicated
tcag7.1130	C22orf32	non_indicated
tcag7.1130	RFX3	non_indicated
tcag7.1130	hCT21991.2	non_indicated
tcag7.1130	SERF1A	non_indicated
ENST00000299057	NHEDC1	non_indicated
WDFY4	AK092973	non_indicated
WDFY4	CLEC9A	non_indicated
SLC25A21	AI401061_RC	non_indicated
SLC25A21	Contig35292_RC	non_indicated
SLC25A21	AL133568	non_indicated
SLC25A21	hCT1971183.1	non_indicated
SLC25A21	BC039516	non_indicated
SLC25A21	AK056249	non_indicated
SLC25A21	HSS00369743	non_indicated
SLC25A21	BC038720	non_indicated
AF086007	NM_024614	non_indicated
AF086007	PCID2	non_indicated
C14orf82	C8orf44	non_indicated
TRAC	TRAV20	non_indicated
TRAC	hCT1824065.2	non_indicated
RASSF5	SEMA4D	non_indicated
RASSF5	NUAK2	non_indicated
RASSF5	TAGAP	non_indicated
RASSF5	RASSF2	non_indicated
RASSF5	PIK3CD	non_indicated
ENST00000299303	AP1S3	non_indicated
FAM111A	PION	non_indicated
FAM111A	SETDB2	non_indicated
FAM111A	NSUN6	non_indicated
FAM111A	EZH2	non_indicated
FAM111A	PARP14	non_indicated
FAM111A	BC038512	non_indicated
BC002770	CNKSR1	non_indicated
MAP7D3	13-Sep	non_indicated
MAP7D3	TAF1	non_indicated
MAP7D3	PCDHB9	non_indicated
MAP7D3	HOXA6	non_indicated
