source	interaction_type	target	status
LOC100509474	bn	RNF6	non_indicated
LOC100509474	bn	RCBTB1	non_indicated
LOC100509474	bn	ANKRA2	non_indicated
LOC100509474	bn	CDK17	non_indicated
LOC100509474	bn	KLHL7	non_indicated
LOC100509474	bn	IREB2	non_indicated
LOC100509474	bn	ANKRD44	non_indicated
LOC100509474	bn	UBR3	non_indicated
LOC100509474	bn	LYPLAL1	non_indicated
TECPR2	bn	FFAR2	non_indicated
MT1X	bn	LOC100505584	non_indicated
MT1X	bn	MT1F	non_indicated
ZNF202	bn	ZNF343	non_indicated
TMC6	bn	RSAD1	non_indicated
TMC6	bn	IVD	non_indicated
TMC6	bn	PCED1A	non_indicated
TMC6	bn	AARS2	non_indicated
KLF7	bn	UBE4B	non_indicated
TRAF5	bn	KIAA0355	non_indicated
TRAF5	bn	SEL1L3	non_indicated
TRAF5	bn	ATF7IP2	non_indicated
TRAF5	bn	SNHG1	non_indicated
TRAF5	bn	DCAF16	non_indicated
TRAF5	bn	FKBP14	non_indicated
TRAF5	bn	CTLA4	non_indicated
DHX30	bn	RPAP1	non_indicated
DHX30	bn	ALG9	non_indicated
LIMK1	bn	FAM110B	non_indicated
CAMK1	bn	CD101	non_indicated
CAMK1	bn	SRC	non_indicated
CAMK1	bn	LOC100507540	non_indicated
GSTM2	bn	GSTM1	non_indicated
KIF11	bn	EAF2	non_indicated
ZNF84	bn	HSF5	non_indicated
OSTF1	bn	TMLHE	non_indicated
ENO3	bn	FBF1	non_indicated
PIK3C2B	bn	EPB41L2	non_indicated
PIK3C2B	bn	LRCH1	non_indicated
PIK3C2B	bn	FCRL3	non_indicated
PIK3C2B	bn	SDK2	non_indicated
C15orf39	bn	HSH2D	non_indicated
C15orf39	bn	PPCDC	non_indicated
AGTPBP1	bn	DKFZp667F0711	non_indicated
AGTPBP1	bn	ZNF354A	non_indicated
AGTPBP1	bn	ZNF254	non_indicated
AGTPBP1	bn	NME8	non_indicated
AGTPBP1	bn	C14orf101	non_indicated
EPB49	bn	FBXO9	non_indicated
PPP3R1	bn	BECN1	non_indicated
ELMO1	bn	CXCR4	non_indicated
TOX	bn	CDCA7	non_indicated
ST6GALNAC2	bn	LOC100131170	non_indicated
PPP1R3D	bn	HK2	non_indicated
PPP1R3D	bn	TGFA	non_indicated
PPP1R3D	bn	FGF13	non_indicated
PPP1R3D	bn	QPCT	non_indicated
PPP1R3D	bn	RAB27A	non_indicated
PPP1R3D	bn	PPP1R3B	non_indicated
PPP1R3D	bn	LRRN1	non_indicated
ATG14	bn	SLC7A1	non_indicated
ATG14	bn	DDX55	non_indicated
ICK	bn	RECK	non_indicated
ICK	bn	C18orf1	non_indicated
ICK	bn	NT5DC1	non_indicated
ICK	bn	TADA1	non_indicated
ICK	bn	DBT	non_indicated
CCDC85B	bn	MZT2A	non_indicated
ITGB3	bn	LOC100505813	non_indicated
ITGB3	bn	LTBP1	non_indicated
ITGB3	bn	F13A1	non_indicated
ITGB3	bn	ARHGAP6	non_indicated
ITGB3	bn	ENDOD1	non_indicated
ITGB3	bn	TTC7B	non_indicated
ITGB3	bn	PEAR1	non_indicated
ITGB3	bn	VIL1	non_indicated
RPS6KA4	bn	TSPAN4	non_indicated
RPS6KA5	bn	CDK19	non_indicated
RPS6KA5	bn	MID1IP1	non_indicated
RPS6KA5	bn	ITPK1-AS1	non_indicated
NEK4	bn	TMEM192	non_indicated
NEK4	bn	ERI2	non_indicated
NEK4	bn	NHLRC2	non_indicated
NEK4	bn	GOLT1B	non_indicated
NEK4	bn	FAM198B	non_indicated
NEK4	bn	BRI3BP	non_indicated
NEK4	bn	SHPRH	non_indicated
NEK4	bn	MASTL	non_indicated
NEK4	bn	LACC1	non_indicated
ADA	bn	QPRT	non_indicated
S1PR1	bn	ARL4C	non_indicated
S1PR1	bn	FAM76A	non_indicated
DPYD	bn	EIF4G3	non_indicated
DPYD	bn	ADAM9	non_indicated
DPYD	bn	ZEB2	non_indicated
DPYD	bn	PIK3AP1	non_indicated
LRMP	bn	FGFR1OP	non_indicated
LRMP	bn	FRY	non_indicated
LRMP	bn	UNKL	non_indicated
SRD5A1	bn	CALU	non_indicated
SRD5A1	bn	CYP51A1	non_indicated
SRD5A1	bn	CSNK2A1	non_indicated
SRD5A1	bn	CITED2	non_indicated
PDE4A	bn	P2RY2	non_indicated
CENPC1	bn	KRT79	non_indicated
IARS	bn	ARL1	non_indicated
NAP1L3	bn	KIAA2022	non_indicated
RCBTB2	bn	C5orf58	non_indicated
FEN1	bn	ERVW-1	non_indicated
IL11RA	bn	SEC31B	non_indicated
IL11RA	bn	RPS16	non_indicated
IL11RA	bn	KRTCAP2	non_indicated
IL11RA	bn	LOC100507307	non_indicated
EVI2A	bn	NAT1	non_indicated
MAL	bn	PLEKHB1	non_indicated
MAL	bn	BDH1	non_indicated
MAL	bn	TCEA3	non_indicated
MAL	bn	SUSD3	non_indicated
MAL	bn	RGCC	non_indicated
MAL	bn	PCED1B	non_indicated
MAL	bn	NOG	non_indicated
PPOX	bn	HSPB1	non_indicated
PPOX	bn	WDR60	non_indicated
PPOX	bn	PRR5	non_indicated
NR2C1	bn	CEP95	non_indicated
GPRASP1	bn	BNIP3	non_indicated
GPRASP1	bn	GSPT2	non_indicated
GPRASP1	bn	ADTRP	non_indicated
GPRASP1	bn	HNRNPU	non_indicated
MYB	bn	SCD	non_indicated
ENDOG	bn	RUVBL2	non_indicated
ENDOG	bn	MIR4691	non_indicated
ENDOG	bn	NR2F6	non_indicated
ENDOG	bn	POLR2I	non_indicated
ENDOG	bn	TIMM13	non_indicated
ENDOG	bn	MRPL24	non_indicated
ENDOG	bn	NENF	non_indicated
ENDOG	bn	C9orf114	non_indicated
ENDOG	bn	BOLA1	non_indicated
ENDOG	bn	MRPL52	non_indicated
ENDOG	bn	PHF19	non_indicated
CDK8	bn	ZNF23	non_indicated
POP5	bn	LOC283270	non_indicated
POP5	bn	TAF1C	non_indicated
POP5	bn	TGFB3	non_indicated
APAF1	bn	APLP2	non_indicated
APAF1	bn	STK4	non_indicated
APAF1	bn	CWF19L1	non_indicated
ICT1	bn	SNHG15	non_indicated
PEX1	bn	REV1	non_indicated
PEX1	bn	CCNJ	non_indicated
LCK	bn	IL32	non_indicated
LCK	bn	CD3E	non_indicated
LCK	bn	SIT1	non_indicated
LCK	bn	LY9	non_indicated
AOC3	bn	SEMG1	non_indicated
AOC3	bn	AOC2	non_indicated
AOC3	bn	MPPE1	non_indicated
AOC3	bn	LOC728392	non_indicated
SAP30	bn	SLC1A3	non_indicated
SAP30	bn	DDIT4	non_indicated
SAP30	bn	CD163	non_indicated
SAP30	bn	SH3PXD2B	non_indicated
SAP30	bn	PER1	non_indicated
TLR2	bn	LOC339874	non_indicated
TLR2	bn	IL13RA1	non_indicated
TLR2	bn	MB21D2	non_indicated
TLR2	bn	NUDT16	non_indicated
TLR2	bn	LOC100509205	non_indicated
RASSF7	bn	RPUSD3	non_indicated
ORC5	bn	MCM6	non_indicated
ORC5	bn	PHYH	non_indicated
ORC5	bn	PSMG1	non_indicated
ORC5	bn	DNAJC9	non_indicated
PTPRCAP	bn	LSM7	non_indicated
PTPRCAP	bn	MRPL9	non_indicated
MAFG	bn	CLEC5A	non_indicated
AMMECR1	bn	LARS	non_indicated
DDX10	bn	CACNA1D	non_indicated
TRAPPC6A	bn	ZNF581	non_indicated
GNAZ	bn	NRGN	non_indicated
GNAZ	bn	HGD	non_indicated
GNAZ	bn	CTTN	non_indicated
GNAZ	bn	RBPMS2	non_indicated
GNAZ	bn	EHD3	non_indicated
NMT2	bn	PGM5-AS1	non_indicated
HAGH	bn	ZDHHC2	non_indicated
TGFA	bn	TM6SF1	non_indicated
RAD51	bn	TPX2	non_indicated
DEFA1	bn	BPI	non_indicated
LSM6	bn	CAMTA1	non_indicated
LSM6	bn	ENSA	non_indicated
GPR162	bn	SDC2	non_indicated
ARID4A	bn	LPP	non_indicated
CRIP1	bn	S100A10	non_indicated
NAGPA	bn	PDE4A	non_indicated
NAGPA	bn	TTYH2	non_indicated
CIITA	bn	ZNF618	non_indicated
CIITA	bn	LOC100505564	non_indicated
FPR1	bn	SPG11	non_indicated
PLCD1	bn	LOC440288	non_indicated
VRK2	bn	RCN1	non_indicated
VRK2	bn	FANCL	non_indicated
VRK2	bn	GBP3	non_indicated
VRK2	bn	FAM26F	non_indicated
HSPE1	bn	NGDN	non_indicated
FPGT	bn	FAM72A	non_indicated
ANG	bn	RNASE1	non_indicated
ANG	bn	RNASE4	non_indicated
ANG	bn	RNASE6	non_indicated
QPCT	bn	TMEM185B	non_indicated
QPCT	bn	CHIC2	non_indicated
QPCT	bn	TLR4	non_indicated
QPCT	bn	CCDC71L	non_indicated
ITGB3BP	bn	NXPE3	non_indicated
ATP7A	bn	BCL10	non_indicated
RELB	bn	TNFRSF10B	non_indicated
RIN1	bn	PVR	non_indicated
IL1RAP	bn	RNF13	non_indicated
IL1RAP	bn	UBE2B	non_indicated
IL1RAP	bn	STXBP5	non_indicated
TRMT2B	bn	VHL	non_indicated
TRMT2B	bn	FGD2	non_indicated
TRMT2B	bn	CXorf56	non_indicated
SCO2	bn	NCAPH2	non_indicated
TCF7	bn	SPOCK2	non_indicated
TCF7	bn	DGKA	non_indicated
TCF7	bn	TSHZ2	non_indicated
INHBB	bn	HRH2	non_indicated
NR3C2	bn	NAP1L3	non_indicated
NR3C2	bn	MID2	non_indicated
NR3C2	bn	MRPS30	non_indicated
NR3C2	bn	SFMBT1	non_indicated
POU2AF1	bn	KIAA0125	non_indicated
POU2AF1	bn	IGHM	non_indicated
IL2RB	bn	AUTS2	non_indicated
IL2RB	bn	ERBB2	non_indicated
CD79B	bn	FCRLA	non_indicated
FTSJ1	bn	C10orf57	non_indicated
FTSJ1	bn	SIDT1	non_indicated
FTSJ1	bn	SMYD4	non_indicated
GNA15	bn	FAM129B	non_indicated
GNA15	bn	C10orf11	non_indicated
GNA15	bn	LOC100506119	non_indicated
INPP4B	bn	AMMECR1	non_indicated
INPP4B	bn	NEFL	non_indicated
ACHE	bn	PQLC1	non_indicated
IL1R2	bn	NFE4	non_indicated
IL1R2	bn	PHC2	non_indicated
IL1R2	bn	NFKBIA	non_indicated
IL1R2	bn	PFKFB4	non_indicated
IL1R2	bn	LOC100289251	non_indicated
IL1R2	bn	KCNE1	non_indicated
RECK	bn	UNK	non_indicated
FOXO4	bn	PHOSPHO1	non_indicated
FOXO4	bn	SEC14L4	non_indicated
HOXB2	bn	HOXB-AS3	non_indicated
CD3E	bn	TRBC1	non_indicated
CD3E	bn	IL23A	non_indicated
PDGFA	bn	JAM3	non_indicated
ISG15	bn	IFI6	non_indicated
SIT1	bn	PTPRCAP	non_indicated
SIT1	bn	RAB33A	non_indicated
GZMA	bn	C1orf21	non_indicated
GZMA	bn	C12orf75	non_indicated
GSPT2	bn	TRIM32	non_indicated
CR2	bn	ZDHHC23	non_indicated
LAMP3	bn	C9orf91	non_indicated
PIP4K2A	bn	ENTPD5	non_indicated
PIP4K2A	bn	DCAF10	non_indicated
PIP4K2A	bn	HEMGN	non_indicated
PYGM	bn	ITGAD	non_indicated
PYGM	bn	C3orf25	non_indicated
ALG13	bn	METTL3	non_indicated
ALG13	bn	FCF1	non_indicated
RASGRP1	bn	LINS	non_indicated
RASGRP1	bn	CYP4V2	non_indicated
RASGRP1	bn	NAP1L5	non_indicated
RASGRP1	bn	ZNF805	non_indicated
RASGRP1	bn	TTC39B	non_indicated
SLC4A1	bn	PNP	non_indicated
SLC4A1	bn	FHL2	non_indicated
SLC4A1	bn	RNF123	non_indicated
PDE9A	bn	GPRC5B	non_indicated
CDA	bn	ACSM3	non_indicated
REPS2	bn	FAM138A	non_indicated
REPS2	bn	TBC1D1	non_indicated
XPA	bn	E2F6	non_indicated
XPA	bn	GGA2	non_indicated
XPA	bn	GPN1	non_indicated
XPA	bn	UBE3A	non_indicated
XPA	bn	CAMSAP1	non_indicated
XPA	bn	CCDC104	non_indicated
XPA	bn	BOD1	non_indicated
BCL2A1	bn	NDUFB3	non_indicated
BCL2A1	bn	LY96	non_indicated
DENND4C	bn	ZKSCAN1	non_indicated
CD86	bn	LOC439914	non_indicated
CD86	bn	CPVL	non_indicated
CD86	bn	PLXNB2	non_indicated
CD86	bn	RTN1	non_indicated
CD86	bn	ALDH1A1	non_indicated
CD86	bn	GOLM1	non_indicated
CD86	bn	KCTD15	non_indicated
MAP2K6	bn	BMX	non_indicated
MAP2K6	bn	CARD6	non_indicated
PHTF1	bn	GTF2H2	non_indicated
PHTF1	bn	PAG1	non_indicated
ITGB7	bn	PFKP	non_indicated
ITGB7	bn	EBP	non_indicated
ABLIM3	bn	ALOX12	non_indicated
BIK	bn	HSD3B7	non_indicated
ITGAM	bn	WSB1	non_indicated
SKAP1	bn	PWP1	non_indicated
SKAP1	bn	GTPBP8	non_indicated
SKAP1	bn	SLAMF1	non_indicated
ZNF230	bn	ZNF222	non_indicated
RASGRP3	bn	SWAP70	non_indicated
MARCO	bn	STEAP3	non_indicated
KLRC4-KLRK1	bn	CRTAM	non_indicated
KLRC4-KLRK1	bn	CMC1	non_indicated
CD2	bn	C1orf216	non_indicated
S100A12	bn	RAI2	non_indicated
TREX1	bn	CD300LB	non_indicated
ZBTB16	bn	NEO1	non_indicated
ZBTB16	bn	RASGEF1A	non_indicated
HK3	bn	SMARCD3	non_indicated
HK3	bn	ITGA7	non_indicated
HK3	bn	GALNT14	non_indicated
HK3	bn	UPB1	non_indicated
HK3	bn	OPLAH	non_indicated
HK3	bn	S100A6	non_indicated
HK3	bn	ZNF585A	non_indicated
CA1	bn	PIP4K2A	non_indicated
CA1	bn	HBD	non_indicated
CA1	bn	AHSP	non_indicated
CA1	bn	COG1	non_indicated
HIST1H4A	bn	UQCR11	non_indicated
HIST1H4A	bn	PCIF1	non_indicated
IL15	bn	CASP7	non_indicated
RBM19	bn	LOC100507360	non_indicated
REL	bn	RC3H2	non_indicated
REL	bn	PLEKHA2	non_indicated
RNH1	bn	SLC38A7	non_indicated
RNH1	bn	G6PC3	non_indicated
KEL	bn	AQP1	non_indicated
KEL	bn	TMEM158	non_indicated
KEL	bn	BCAM	non_indicated
HIST1H3H	bn	HIST1H2AB	non_indicated
HIST1H3H	bn	HIST1H2BJ	non_indicated
RAB5A	bn	TTPAL	non_indicated
STAT4	bn	CELSR3	non_indicated
STAT4	bn	DLG3	non_indicated
STAT4	bn	PRKCH	non_indicated
STAT4	bn	GPR89A	non_indicated
STAT4	bn	C19orf12	non_indicated
STAT4	bn	CLUAP1	non_indicated
CD33	bn	PLXNB2	non_indicated
CXCR5	bn	C12orf42	non_indicated
CXCR5	bn	CD40	non_indicated
CXCR5	bn	BEND5	non_indicated
CXCR5	bn	PMEPA1	non_indicated
CXCR5	bn	CYBASC3	non_indicated
CXCR5	bn	SPIB	non_indicated
CD27	bn	PEBP1	non_indicated
CD27	bn	DANCR	non_indicated
CD27	bn	SLC25A23	non_indicated
CD27	bn	ATG9B	non_indicated
PTX3	bn	PIWIL4	non_indicated
ADORA3	bn	GFOD1	non_indicated
ADORA3	bn	C10orf128	non_indicated
ARG1	bn	GTDC1	non_indicated
ARG1	bn	ST6GALNAC1	non_indicated
HERC3	bn	TOP1	non_indicated
ZNF623	bn	SKP2	non_indicated
ZNF623	bn	STX17	non_indicated
ZNF623	bn	LOC100287497	non_indicated
CD180	bn	PIGZ	non_indicated
CLC	bn	SORD	non_indicated
CLC	bn	HRASLS5	non_indicated
CA4	bn	KIF3C	non_indicated
CA4	bn	DUSP13	non_indicated
PLA2G7	bn	TDRD6	non_indicated
PROC	bn	PNMA6A	non_indicated
DAPK2	bn	GATS	non_indicated
DAPK2	bn	ST6GALNAC2	non_indicated
DAPK2	bn	SH3RF3	non_indicated
CCR7	bn	CD248	non_indicated
CCR7	bn	REG4	non_indicated
CCR7	bn	SH3PXD2A	non_indicated
CCR7	bn	ATP6V0E2-AS1	non_indicated
PDK3	bn	HTATIP2	non_indicated
PDK3	bn	KLF5	non_indicated
PDK3	bn	PRKACA	non_indicated
PDK3	bn	MSRB2	non_indicated
PDK3	bn	AKIRIN2	non_indicated
PTGDR2	bn	SIGLEC8	non_indicated
PTGDR2	bn	CCR3	non_indicated
PTGDR2	bn	ASB2	non_indicated
TNNI2	bn	RBP7	non_indicated
CD19	bn	PNOC	non_indicated
CD19	bn	IGHM	non_indicated
CD19	bn	P2RX5	non_indicated
CD19	bn	LCN10	non_indicated
ASAP2	bn	PDGFC	non_indicated
ASAP2	bn	CA13	non_indicated
S1PR4	bn	FUT7	non_indicated
S1PR4	bn	MYO7B	non_indicated
BMX	bn	WIPI1	non_indicated
BMX	bn	CA4	non_indicated
BMX	bn	OSBPL1A	non_indicated
BMX	bn	FCAR	non_indicated
BMX	bn	RAB31	non_indicated
BMX	bn	ZDHHC3	non_indicated
BMX	bn	TSHZ3	non_indicated
BMX	bn	RALGAPA2	non_indicated
BMX	bn	RGL4	non_indicated
LAG3	bn	COL6A2	non_indicated
LAG3	bn	TMPRSS3	non_indicated
LAG3	bn	LOC79015	non_indicated
LAG3	bn	FAM125B	non_indicated
CD36	bn	SCCPDH	non_indicated
ITGA2B	bn	THBS1	non_indicated
ITGA2B	bn	CLU	non_indicated
ITGA2B	bn	LMNA	non_indicated
AIM2	bn	CARD16	non_indicated
AIM2	bn	NRN1	non_indicated
CYP4F3	bn	MOSPD2	non_indicated
RGS9	bn	BFSP1	non_indicated
RGS9	bn	MXRA7	non_indicated
MGAM	bn	LOC100631377	non_indicated
CD28	bn	CDR2	non_indicated
SETMAR	bn	LOC100506676	non_indicated
IL24	bn	PRR4	non_indicated
IL24	bn	RNFT2	non_indicated
IL24	bn	DDX31	non_indicated
IL24	bn	C5orf63	non_indicated
MAP4K4	bn	CDKN2D	non_indicated
ZNF673	bn	ATPIF1	non_indicated
ZNF673	bn	LOC100132057	non_indicated
ZNF673	bn	LOC440944	non_indicated
ZNF673	bn	PRORSD1P	non_indicated
LY96	bn	SLPI	non_indicated
SLC16A5	bn	CCDC58	non_indicated
RPGRIP1	bn	CASS4	non_indicated
RPGRIP1	bn	SULF2	non_indicated
RPGRIP1	bn	TMCC1	non_indicated
IL18R1	bn	IRAK3	non_indicated
IL18R1	bn	ERLIN1	non_indicated
IL18R1	bn	IL1R1	non_indicated
IL18R1	bn	ACSL1	non_indicated
IL18R1	bn	SAMSN1	non_indicated
IL18R1	bn	SLC22A15	non_indicated
IL18R1	bn	LOC284757	non_indicated
TNFRSF17	bn	IGJ	non_indicated
TNFRSF17	bn	SEC11C	non_indicated
ZMYM5	bn	TRDMT1	non_indicated
GP1BB	bn	NRGN	non_indicated
GP1BB	bn	GP9	non_indicated
GP1BB	bn	PTCRA	non_indicated
GP1BB	bn	TMEM40	non_indicated
GP1BB	bn	ACRBP	non_indicated
GP1BB	bn	GAS2L1	non_indicated
C20orf3	bn	CLEC4D	non_indicated
C20orf3	bn	FKBP9	non_indicated
CEACAM8	bn	DEFA4	non_indicated
CEACAM8	bn	CHIT1	non_indicated
CEACAM8	bn	CEACAM6	non_indicated
CEACAM8	bn	OLFM4	non_indicated
CLEC10A	bn	FPR3	non_indicated
XK	bn	CA1	non_indicated
XK	bn	GYPA	non_indicated
ALOX15B	bn	VSIG4	non_indicated
TFEC	bn	IL15	non_indicated
TFEC	bn	FANCL	non_indicated
LPAR2	bn	DDIT3	non_indicated
LPAR2	bn	CCDC153	non_indicated
ASGR1	bn	CATSPER1	non_indicated
ASGR1	bn	TNFSF12	non_indicated
CHST7	bn	MAFF	non_indicated
FCER2	bn	PKIG	non_indicated
FCER2	bn	HS3ST1	non_indicated
FCER2	bn	VPREB3	non_indicated
RNASE3	bn	RNASE2	non_indicated
FKBP1B	bn	RSRC1	non_indicated
ELANE	bn	MPO	non_indicated
ELANE	bn	CTSG	non_indicated
ELANE	bn	AZU1	non_indicated
SLK	bn	TNFSF13B	non_indicated
MXD1	bn	AP5B1	non_indicated
GP9	bn	LOC283194	non_indicated
GP9	bn	NAT8	non_indicated
GP9	bn	NXN	non_indicated
NAT8B	bn	NAT8	non_indicated
NAT8B	bn	DENND2C	non_indicated
LTA	bn	DBH-AS1	non_indicated
CCR2	bn	HNMT	non_indicated
CCR2	bn	TFEC	non_indicated
CCR2	bn	DYNC1I2	non_indicated
CCR2	bn	VCAN	non_indicated
FLT3LG	bn	LTA	non_indicated
HDC	bn	CPA3	non_indicated
HDC	bn	GATA2	non_indicated
HDC	bn	TRIM51	non_indicated
HDC	bn	AKAP12	non_indicated
HDC	bn	SLC45A3	non_indicated
HDC	bn	C1orf186	non_indicated
IL18RAP	bn	CCDC30	non_indicated
MED6	bn	TTLL5	non_indicated
MFN1	bn	PUS10	non_indicated
MAPK6	bn	SLMO2	non_indicated
MAPK6	bn	TMEM68	non_indicated
LETMD1	bn	ZNF573	non_indicated
LETMD1	bn	PHF10	non_indicated
LETMD1	bn	ZNF275	non_indicated
LETMD1	bn	EID2B	non_indicated
HTATIP2	bn	HGF	non_indicated
HTATIP2	bn	ATP6V0E1	non_indicated
SLC22A1	bn	LOC388210	non_indicated
CEACAM4	bn	WDFY4	non_indicated
ALOX12	bn	EHD2	non_indicated
SIGLEC7	bn	LOC100506585	non_indicated
SIGLEC7	bn	ZBTB47	non_indicated
KCNA3	bn	PTCD2	non_indicated
KCNA3	bn	EEF2K	non_indicated
KCNA3	bn	ITPKB	non_indicated
PTPRC	bn	CRK	non_indicated
PTPRC	bn	EIF1AY	non_indicated
DEFA4	bn	DEFA1	non_indicated
DEFA4	bn	RNASE3	non_indicated
DEFA4	bn	BEX1	non_indicated
CD300C	bn	LOC100509484	non_indicated
CD300C	bn	FAM129B	non_indicated
ACSL1	bn	C9orf84	non_indicated
ACSL1	bn	MEF2A	non_indicated
ACSL1	bn	FAM129A	non_indicated
ACSL1	bn	C1RL	non_indicated
ACSL1	bn	STEAP4	non_indicated
ACSL1	bn	RBM47	non_indicated
ACSL1	bn	PLBD1	non_indicated
ACSL1	bn	FBXO38	non_indicated
ACSL1	bn	TBC1D14	non_indicated
ACSL1	bn	CR1	non_indicated
TRAPPC8	bn	CUL3	non_indicated
TRAPPC8	bn	PIK3CA	non_indicated
TRAPPC8	bn	PTPRC	non_indicated
TRAPPC8	bn	AVL9	non_indicated
ATP5I	bn	PIN4	non_indicated
SH2D2A	bn	DUSP2	non_indicated
GALNT10	bn	AMFR	non_indicated
GK	bn	ATP6V1D	non_indicated
GK	bn	GK3P	non_indicated
GK	bn	MIR21	non_indicated
GP1BA	bn	SERPINE1	non_indicated
GP1BA	bn	SEC14L5	non_indicated
ALG3	bn	WWOX	non_indicated
ALG3	bn	KTI12	non_indicated
ALG3	bn	CCDC42B	non_indicated
ALG3	bn	C8orf82	non_indicated
ALG3	bn	TMEM229B	non_indicated
RAD17	bn	ZWILCH	non_indicated
ZNF177	bn	KSR1	non_indicated
DEGS1	bn	FAM120AOS	non_indicated
NR2E1	bn	C3AR1	non_indicated
CAND1	bn	CEP290	non_indicated
EXOSC10	bn	CLSTN1	non_indicated
EXOSC10	bn	MLL	non_indicated
EXOSC10	bn	TH1L	non_indicated
NUMB	bn	PDZD8	non_indicated
NUMB	bn	C16orf72	non_indicated
NUMB	bn	GPR27	non_indicated
SULT1B1	bn	NDUFB3	non_indicated
SULT1B1	bn	BST1	non_indicated
SULT1B1	bn	ARG1	non_indicated
SULT1B1	bn	GPR160	non_indicated
SULT1B1	bn	INSC	non_indicated
ZNF117	bn	CLEC7A	non_indicated
ARHGAP12	bn	BTG1	non_indicated
CUL1	bn	APOL3	non_indicated
BCS1L	bn	COQ4	non_indicated
BCS1L	bn	FAHD2B	non_indicated
RPGR	bn	PIGB	non_indicated
RPGR	bn	MYH10	non_indicated
RPGR	bn	TSFM	non_indicated
RPGR	bn	LRRFIP1	non_indicated
WBSCR22	bn	BCAT2	non_indicated
BLNK	bn	RASGRP3	non_indicated
BLNK	bn	CD180	non_indicated
BLNK	bn	BCL11A	non_indicated
BLNK	bn	LARGE	non_indicated
BLNK	bn	AKAP2	non_indicated
BLNK	bn	PRICKLE1	non_indicated
BEST1	bn	CEACAM4	non_indicated
BEST1	bn	C1R	non_indicated
BEST1	bn	NSFL1C	non_indicated
BEST1	bn	ALPK1	non_indicated
BEST1	bn	LOC100507297	non_indicated
CEP170	bn	ERLIN2	non_indicated
CEP170	bn	HOOK3	non_indicated
MUTYH	bn	KIAA1467	non_indicated
MUTYH	bn	C3orf18	non_indicated
GAGE1	bn	GOLGA6L1	non_indicated
CACNB2	bn	C2orf43	non_indicated
CACNB2	bn	NSUN6	non_indicated
SP140	bn	RNF213	non_indicated
RAB1A	bn	CAT	non_indicated
GORASP2	bn	SNORA29	non_indicated
ABCB4	bn	ABCB1	non_indicated
ABCB4	bn	MAGED4	non_indicated
SNCA	bn	TBC1D22B	non_indicated
ANAPC10	bn	TRAPPC2	non_indicated
GYPE	bn	PAQR9	non_indicated
MMP25	bn	SLCO3A1	non_indicated
MMP25	bn	CCNJL	non_indicated
MMP25	bn	SLC12A9	non_indicated
MMP25	bn	CCDC64B	non_indicated
TNFSF14	bn	MAP1LC3A	non_indicated
GNRH1	bn	PSMB1	non_indicated
GNRH1	bn	PATL2	non_indicated
TTC3	bn	NUP133	non_indicated
TTC3	bn	ZNF202	non_indicated
TTC3	bn	LETMD1	non_indicated
TTC3	bn	NOLC1	non_indicated
TTC3	bn	TDRD3	non_indicated
TTC3	bn	ALMS1	non_indicated
TTC3	bn	PCYOX1L	non_indicated
TTC3	bn	GLT8D1	non_indicated
ZBP1	bn	CACNA1A	non_indicated
ZBP1	bn	PRIC285	non_indicated
CPVL	bn	GPNMB	non_indicated
CPVL	bn	LOC100652886	non_indicated
CPVL	bn	CD33	non_indicated
CHIT1	bn	INHBA	non_indicated
CHIT1	bn	HTRA3	non_indicated
KIR2DS5	bn	KIR3DL3	non_indicated
SIGLEC8	bn	ALOX15	non_indicated
SIGLEC8	bn	SMPD3	non_indicated
GGT1	bn	GGTLC1	non_indicated
TNFAIP8	bn	CDC37L1	non_indicated
RBM3	bn	WIBG	non_indicated
DARC	bn	CTSB	non_indicated
DARC	bn	C11orf71	non_indicated
TECR	bn	UBE2I	non_indicated
TECR	bn	RHOF	non_indicated
TECR	bn	FBXO31	non_indicated
TECR	bn	LOC128322	non_indicated
TECR	bn	MRPL38	non_indicated
SP110	bn	TRANK1	non_indicated
CTNND1	bn	ADRBK2	non_indicated
CTNND1	bn	GPR133	non_indicated
IRF7	bn	OASL	non_indicated
IRF7	bn	PARP10	non_indicated
ACTG1P4	bn	LOC100507212	non_indicated
HIST1H2BC	bn	HIST1H2BH	non_indicated
HIST1H2BC	bn	H2BFS	non_indicated
HIST1H2BH	bn	HIST1H2AD	non_indicated
HIST1H2BH	bn	HIST1H2BD	non_indicated
HIST1H3A	bn	TK1	non_indicated
HIST1H3A	bn	PTTG1	non_indicated
H2BFS	bn	HIST1H2BK	non_indicated
HIST1H2AJ	bn	HIST2H2AA3	non_indicated
HIST1H2AJ	bn	HIST1H2AD	non_indicated
PTP4A2	bn	PSMD5	non_indicated
PTP4A2	bn	TM2D1	non_indicated
PTP4A2	bn	LMAN1	non_indicated
PTP4A2	bn	NUDT3	non_indicated
YBX1	bn	ALS2CR12	non_indicated
ACTN1	bn	IL17RA	non_indicated
SERINC1	bn	STRN	non_indicated
PA2G4	bn	ST13	non_indicated
PA2G4	bn	EIF3B	non_indicated
BSG	bn	DPCD	non_indicated
BSG	bn	ALAD	non_indicated
BSG	bn	RNF187	non_indicated
BSG	bn	FAM211A	non_indicated
PRDX1	bn	LGALS1	non_indicated
PRDX1	bn	EID1	non_indicated
PRDX1	bn	VDAC3	non_indicated
CAPN2	bn	USP14	non_indicated
