source	interaction_type	target	status
REXO2	bn	CYB5A	non_indicated
REXO2	bn	RFESD	non_indicated
C6orf211	bn	DPM1	non_indicated
C6orf211	bn	CASP3	non_indicated
C6orf211	bn	PDS5B	non_indicated
C6orf211	bn	RHEB	non_indicated
C6orf211	bn	PRPF40A	non_indicated
OSTM1	bn	CHMP2B	non_indicated
SCPEP1	bn	ANXA5	non_indicated
SCPEP1	bn	GPD2	non_indicated
SCPEP1	bn	KCTD12	non_indicated
SCPEP1	bn	TRPS1	non_indicated
LANCL2	bn	B3GALT6	non_indicated
LANCL2	bn	SCFD2	non_indicated
PLEKHO1	bn	RELB	non_indicated
PLEKHO1	bn	RIN1	non_indicated
ECSIT	bn	AP2S1	non_indicated
ECSIT	bn	MIR4800	non_indicated
ECSIT	bn	STOML2	non_indicated
UTP11L	bn	PRDX1	non_indicated
PRKD3	bn	TCEANC	non_indicated
NOL8	bn	MRPL32	non_indicated
NOL8	bn	UHRF2	non_indicated
NOL8	bn	DKFZP434I0714	non_indicated
MEX3C	bn	SGPP1	non_indicated
MEX3C	bn	ZBTB2	non_indicated
MEX3C	bn	SP4	non_indicated
MID1IP1	bn	RHOB	non_indicated
NUP54	bn	TAF2	non_indicated
NUP54	bn	MRS2	non_indicated
NUP54	bn	MRPL30	non_indicated
DDA1	bn	C1orf144	non_indicated
ZBED5	bn	ERCC6L2	non_indicated
DROSHA	bn	PDHA1	non_indicated
DROSHA	bn	PPIP5K1	non_indicated
DROSHA	bn	CDK5RAP1	non_indicated
DROSHA	bn	ZNF224	non_indicated
DROSHA	bn	ZNF512	non_indicated
DROSHA	bn	AAK1	non_indicated
DROSHA	bn	ACAD11	non_indicated
DROSHA	bn	KIAA0141	non_indicated
MRPL24	bn	PHB	non_indicated
MRPL24	bn	NME1	non_indicated
MRPL24	bn	C6orf108	non_indicated
MRPL24	bn	MRPL11	non_indicated
MRPL24	bn	MTFP1	non_indicated
MRPL24	bn	MNF1	non_indicated
MRPL24	bn	NSMCE1	non_indicated
MRPL24	bn	MRPL14	non_indicated
MRPL24	bn	C19orf70	non_indicated
MRPL24	bn	MMAB	non_indicated
MRPL24	bn	POLE4	non_indicated
SAV1	bn	MEST	non_indicated
SMAD3	bn	ZDHHC14	non_indicated
SMAD3	bn	IL28RA	non_indicated
RNPEPL1	bn	RAB3A	non_indicated
RNPEPL1	bn	BOK	non_indicated
RNPEPL1	bn	MED16	non_indicated
KRCC1	bn	CEP135	non_indicated
OSBPL11	bn	VEZF1	non_indicated
OSBPL11	bn	RAPGEF2	non_indicated
OSBPL11	bn	ZNF217	non_indicated
OSBPL11	bn	PPM1D	non_indicated
OSBPL11	bn	MED13L	non_indicated
RSAD1	bn	LOC728613	non_indicated
RSAD1	bn	GUF1	non_indicated
RSAD1	bn	TMEM138	non_indicated
ZSCAN18	bn	TTC9	non_indicated
ZSCAN18	bn	TCTN1	non_indicated
ZSCAN18	bn	BTBD11	non_indicated
GALNT7	bn	KIDINS220	non_indicated
GALNT7	bn	PRDM10	non_indicated
CDK5RAP1	bn	RNF207	non_indicated
CDK5RAP1	bn	POP5	non_indicated
CDK5RAP1	bn	C2CD2	non_indicated
CDK5RAP1	bn	MIR4448	non_indicated
NDUFB11	bn	ATP5D	non_indicated
ACSL5	bn	HIVEP3	non_indicated
COQ4	bn	TMCO4	non_indicated
FAM208B	bn	CNTRL	non_indicated
FAM208B	bn	AKAP9	non_indicated
FAM208B	bn	UTRN	non_indicated
FAM208B	bn	MLLT10	non_indicated
GMNN	bn	TRIM69	non_indicated
METTL17	bn	ABCC10	non_indicated
METTL17	bn	GSDMB	non_indicated
RBM7	bn	RAB14	non_indicated
RBM7	bn	PRDX3	non_indicated
RBM7	bn	FAM96A	non_indicated
LOC728392	bn	SDCCAG8	non_indicated
LOC728392	bn	LOC100130581	non_indicated
LOC728392	bn	NLRP1	non_indicated
LOC728392	bn	FLJ44342	non_indicated
LOC728392	bn	TTC18	non_indicated
USP16	bn	FUBP1	non_indicated
USP16	bn	MIR1304	non_indicated
ACTR6	bn	CHGB	non_indicated
OAS3	bn	OAS2	non_indicated
OAS3	bn	PARP12	non_indicated
OAS3	bn	SPATS2L	non_indicated
OAS3	bn	SIGLEC1	non_indicated
SNX10	bn	YTHDF3	non_indicated
NENF	bn	SNHG9	non_indicated
MBIP	bn	BET1	non_indicated
MBIP	bn	UBXN8	non_indicated
NDE1	bn	TARS	non_indicated
NDE1	bn	JUN	non_indicated
NDE1	bn	SLC22A18	non_indicated
NDE1	bn	CAMK2G	non_indicated
NDE1	bn	SPTB	non_indicated
NDE1	bn	RBM22	non_indicated
NDE1	bn	MYH11	non_indicated
NDE1	bn	C19orf43	non_indicated
RBM26	bn	TRERF1	non_indicated
REV1	bn	SGK494	non_indicated
RPAP1	bn	KIAA1908	non_indicated
TTC4	bn	COX5A	non_indicated
TTC4	bn	HEATR8	non_indicated
C20orf11	bn	YWHAH	non_indicated
C20orf11	bn	SMG7	non_indicated
UFSP2	bn	ITGB1BP1	non_indicated
CAPRIN2	bn	OFD1	non_indicated
CAPRIN2	bn	LOC100129069	non_indicated
HEATR2	bn	EXT2	non_indicated
KLF11	bn	ADCY9	non_indicated
MST4	bn	GLCCI1	non_indicated
ARHGEF3	bn	LRCH3	non_indicated
TRPS1	bn	WASF1	non_indicated
TRPS1	bn	TICAM2	non_indicated
GCFC1	bn	SLC35A1	non_indicated
GCFC1	bn	SREK1	non_indicated
GCFC1	bn	EOGT	non_indicated
GCFC1	bn	NIPAL2	non_indicated
UBE2W	bn	TANK	non_indicated
UBE2W	bn	OSBPL8	non_indicated
LHPP	bn	NDUFAF3	non_indicated
RANGRF	bn	CD320	non_indicated
CD320	bn	FBXO32	non_indicated
UCKL1	bn	FLJ35934	non_indicated
AGGF1	bn	CREM	non_indicated
CEP55	bn	NCAPG	non_indicated
PARP12	bn	LAMP3	non_indicated
CCDC91	bn	ZZZ3	non_indicated
CCDC91	bn	PPID	non_indicated
MAFB	bn	FAM124B	non_indicated
MAFB	bn	KLF4	non_indicated
MAFB	bn	KIAA0930	non_indicated
JMJD4	bn	TRADD	non_indicated
JMJD4	bn	YDJC	non_indicated
C9orf114	bn	IKBKE	non_indicated
C9orf114	bn	ZDHHC16	non_indicated
C9orf114	bn	C17orf101	non_indicated
ANAPC1	bn	BMS1	non_indicated
ANAPC1	bn	TMEM5	non_indicated
ANAPC1	bn	CD96	non_indicated
ANAPC1	bn	PHF10	non_indicated
ANAPC1	bn	RNASEH2B	non_indicated
LRRC40	bn	DLG1	non_indicated
LRRC40	bn	MBNL2	non_indicated
LRRC40	bn	ARFGEF2	non_indicated
LRRC40	bn	ANP32E	non_indicated
LRRC40	bn	TMEM87B	non_indicated
LRRC40	bn	LUC7L2	non_indicated
LRRC40	bn	ZNF706	non_indicated
ABHD4	bn	TMEM164	non_indicated
ABHD4	bn	ZFAT	non_indicated
5-Mar	bn	GNS	non_indicated
5-Mar	bn	LMTK2	non_indicated
POGLUT1	bn	RUFY3	non_indicated
FAM114A2	bn	UBE2G1	non_indicated
LPAR6	bn	PSMA4	non_indicated
LPAR6	bn	NIPSNAP3A	non_indicated
LPAR6	bn	GIMAP2	non_indicated
RINT1	bn	LOC400027	non_indicated
URGCP	bn	PRPF19	non_indicated
URGCP	bn	GEMIN4	non_indicated
URGCP	bn	PLCXD1	non_indicated
URGCP	bn	UBQLN4	non_indicated
LEMD3	bn	ZFR	non_indicated
LEMD3	bn	TLK1	non_indicated
LEMD3	bn	ZBTB11	non_indicated
LEMD3	bn	INSIG2	non_indicated
LEMD3	bn	UBXN4	non_indicated
LEMD3	bn	LTN1	non_indicated
LEMD3	bn	MST4	non_indicated
LEMD3	bn	EDEM3	non_indicated
LEMD3	bn	ARMCX3	non_indicated
LEMD3	bn	EXOC5	non_indicated
LEMD3	bn	WDSUB1	non_indicated
LEMD3	bn	LATS1	non_indicated
LEMD3	bn	C4orf32	non_indicated
TFB2M	bn	WDR12	non_indicated
SDAD1	bn	HSPD1	non_indicated
SDAD1	bn	NUDCD2	non_indicated
TRIT1	bn	DNM1L	non_indicated
ABHD10	bn	IMPAD1	non_indicated
IMPACT	bn	ISOC1	non_indicated
IMPACT	bn	PRKAG2	non_indicated
LOC100130872	bn	FEZ1	non_indicated
LOC100130872	bn	MLC1	non_indicated
LOC100130872	bn	ERBB2	non_indicated
PLEKHF2	bn	C1D	non_indicated
PLEKHF2	bn	PTP4A1	non_indicated
PLEKHF2	bn	PPIP5K2	non_indicated
PLEKHF2	bn	DR1	non_indicated
PLEKHF2	bn	AZIN1	non_indicated
PLEKHF2	bn	NEK7	non_indicated
PLEKHF2	bn	FBXL3	non_indicated
PLEKHF2	bn	GTF2A1	non_indicated
PLEKHF2	bn	SPATA13	non_indicated
PLEKHF2	bn	LYSMD3	non_indicated
PLEKHF2	bn	WHSC1L1	non_indicated
ZNF277	bn	TATDN1	non_indicated
CRTC3	bn	DFFA	non_indicated
CRTC3	bn	ZBTB9	non_indicated
CRTC3	bn	TNFRSF10A	non_indicated
CRTC3	bn	APOOL	non_indicated
NEMF	bn	TRIM4	non_indicated
NEMF	bn	DMTF1	non_indicated
NEMF	bn	POLI	non_indicated
NEMF	bn	LOC100507619	non_indicated
NEMF	bn	UBA6	non_indicated
NEMF	bn	SCRN3	non_indicated
NEMF	bn	ZMAT1	non_indicated
DYSF	bn	ANPEP	non_indicated
DYSF	bn	MMP9	non_indicated
DYSF	bn	SLC26A8	non_indicated
SDF2L1	bn	ADAT3	non_indicated
SDF2L1	bn	LOC100289092	non_indicated
PTBP2	bn	LOC100506060	non_indicated
FANCF	bn	KIAA1279	non_indicated
FANCF	bn	NAP1L2	non_indicated
FANCF	bn	ING5	non_indicated
FANCF	bn	NOM1	non_indicated
FANCF	bn	EID3	non_indicated
RAB7L1	bn	HENMT1	non_indicated
IFT52	bn	TMEM9B	non_indicated
NARG2	bn	GALNT12	non_indicated
NARG2	bn	TRMT61B	non_indicated
TGIF2	bn	IFT80	non_indicated
MSL2	bn	SGPL1	non_indicated
MSL2	bn	ARID1A	non_indicated
MSL2	bn	GSK3B	non_indicated
ZNF544	bn	LOC386758	non_indicated
ZNF544	bn	HKR1	non_indicated
ABHD5	bn	REPS2	non_indicated
ABHD5	bn	SLC6A6	non_indicated
ABHD5	bn	ABTB1	non_indicated
ABHD5	bn	TBXAS1	non_indicated
RNF111	bn	EGLN1	non_indicated
PRKCH	bn	MAGEE1	non_indicated
PRKCH	bn	STK39	non_indicated
NUP107	bn	EIF3A	non_indicated
NUP107	bn	PRKX	non_indicated
DCPS	bn	SLC1A4	non_indicated
CCDC109B	bn	CCT8	non_indicated
NPEPL1	bn	ZMYND15	non_indicated
ACSF2	bn	TOX2	non_indicated
MED23	bn	TOB1	non_indicated
IGF2BP2	bn	SEC62	non_indicated
TNFRSF21	bn	CUX2	non_indicated
TNFRSF21	bn	PTPRS	non_indicated
ESF1	bn	THOC2	non_indicated
NOC4L	bn	MYO1G	non_indicated
NOC4L	bn	PACS2	non_indicated
ASB13	bn	FUCA1	non_indicated
ASB13	bn	TCP11L1	non_indicated
1-Mar	bn	C20orf3	non_indicated
1-Mar	bn	KCNE1	non_indicated
CSGALNACT2	bn	NT5DC4	non_indicated
CSGALNACT2	bn	AGTPBP1	non_indicated
CSGALNACT2	bn	ASPH	non_indicated
CSGALNACT2	bn	FAM65B	non_indicated
TESC	bn	BAG1	non_indicated
TESC	bn	PLVAP	non_indicated
TESC	bn	YIPF2	non_indicated
TESC	bn	MAP2K7	non_indicated
NF2	bn	CNP	non_indicated
NF2	bn	ZNF469	non_indicated
ARID1A	bn	TIRAP	non_indicated
ZFAND1	bn	ZNF277	non_indicated
CTBS	bn	RBM33	non_indicated
ZNHIT6	bn	ZNF382	non_indicated
ZNHIT6	bn	C5orf44	non_indicated
ZNHIT6	bn	SLC5A3	non_indicated
ZNHIT6	bn	CYFIP2	non_indicated
ZNHIT6	bn	XPO4	non_indicated
ZNHIT6	bn	BCL11B	non_indicated
ZNHIT6	bn	RAPH1	non_indicated
METTL21D	bn	FAM8A1	non_indicated
METTL21D	bn	CCPG1	non_indicated
METTL21D	bn	NIN	non_indicated
METTL21D	bn	NABP1	non_indicated
ARAP3	bn	C6orf164	non_indicated
ARAP3	bn	PPM1F	non_indicated
PNKP	bn	LOC653513	non_indicated
PNKP	bn	SMURF1	non_indicated
PNKP	bn	MED16	non_indicated
TMEM168	bn	CMAHP	non_indicated
TMEM168	bn	PTPN2	non_indicated
TMEM168	bn	PLCB1	non_indicated
C1RL	bn	FAM126B	non_indicated
DDX60	bn	IFI44	non_indicated
DDX60	bn	IFIH1	non_indicated
DDX60	bn	EPSTI1	non_indicated
POLR1E	bn	ZNF33B	non_indicated
PLAC8	bn	CILP	non_indicated
PLAC8	bn	FAM89A	non_indicated
PIDD	bn	SNORD104	non_indicated
C5orf28	bn	PRKAB2	non_indicated
C5orf28	bn	FLJ43489	non_indicated
OPN3	bn	TSPAN3	non_indicated
PARP8	bn	ADAM17	non_indicated
PARP8	bn	RSBN1L-AS1	non_indicated
PARP8	bn	CEP19	non_indicated
SEMA4C	bn	USP54	non_indicated
LOC285359	bn	GLOD4	non_indicated
LOC285359	bn	RPS20	non_indicated
PPCDC	bn	GPR162	non_indicated
NSMCE4A	bn	DNAJC2	non_indicated
NSMCE4A	bn	APITD1	non_indicated
FAM203A	bn	SLC5A6	non_indicated
FAM203A	bn	BOP1	non_indicated
FAM203A	bn	HAUS7	non_indicated
FAM203A	bn	URGCP	non_indicated
OSBPL10	bn	POU2AF1	non_indicated
OSBPL10	bn	BHLHE41	non_indicated
CYB5R4	bn	GNAI3	non_indicated
CYB5R4	bn	TGFA	non_indicated
CYB5R4	bn	INTS6	non_indicated
CYB5R4	bn	RAB18	non_indicated
CYB5R4	bn	TRIQK	non_indicated
SLC24A3	bn	FSTL1	non_indicated
SPAG16	bn	ZNF256	non_indicated
FKBP11	bn	C17orf66	non_indicated
FKBP11	bn	RORC	non_indicated
PHF10	bn	MID1	non_indicated
PHF10	bn	MRPS9	non_indicated
PHF10	bn	DNAJC18	non_indicated
SAP30L	bn	CABYR	non_indicated
TRMT13	bn	FAM179B	non_indicated
TRMT13	bn	C10orf88	non_indicated
TRMT13	bn	FOPNL	non_indicated
TRMT13	bn	C9orf41	non_indicated
TRMT13	bn	KRIT1	non_indicated
KLHL2	bn	VIM	non_indicated
KLHL2	bn	SRPK1	non_indicated
KLHL2	bn	IDI1	non_indicated
KLHL2	bn	ATP11B	non_indicated
KLHL2	bn	PLXNC1	non_indicated
KLHL2	bn	AGFG1	non_indicated
KLHL2	bn	CSGALNACT2	non_indicated
KLHL2	bn	TMED8	non_indicated
KLHL2	bn	ATP6V1C1	non_indicated
KLHL2	bn	ATP11A	non_indicated
KLHL2	bn	CEP97	non_indicated
CKLF	bn	TXN	non_indicated
FASTKD3	bn	PANX1	non_indicated
HSPA14	bn	CLECL1	non_indicated
ETAA1	bn	TMEM126B	non_indicated
CCNJL	bn	MTMR3	non_indicated
CCNJL	bn	EPHB4	non_indicated
CCNJL	bn	PCYT1A	non_indicated
CCNJL	bn	GLIS2	non_indicated
TGS1	bn	SEC63	non_indicated
C10orf88	bn	FAM175A	non_indicated
CEP63	bn	MGEA5	non_indicated
CEP63	bn	SLC25A51	non_indicated
MRPL46	bn	GATC	non_indicated
MRPL46	bn	C17orf89	non_indicated
MRPL46	bn	ALKBH3	non_indicated
GLTP	bn	TK2	non_indicated
DOCK10	bn	TCERG1	non_indicated
DOCK10	bn	SMN1	non_indicated
DOCK10	bn	DBR1	non_indicated
MSRA	bn	PGLYRP1	non_indicated
THAP1	bn	SNX18	non_indicated
WDR44	bn	SEC23A	non_indicated
ECHDC3	bn	SLC8A1	non_indicated
ECHDC3	bn	SLC31A2	non_indicated
ECHDC3	bn	IL1R2	non_indicated
ECHDC3	bn	SCRG1	non_indicated
ECHDC3	bn	TSC22D3	non_indicated
ECHDC3	bn	FOXC1	non_indicated
ECHDC3	bn	CLEC4E	non_indicated
ECHDC3	bn	PFKFB2	non_indicated
ECHDC3	bn	ZNFX1-AS1	non_indicated
NHLRC2	bn	GOLIM4	non_indicated
ADAP2	bn	SAMD4A	non_indicated
ADAP2	bn	SLC27A3	non_indicated
ADAP2	bn	FAM20C	non_indicated
ADAP2	bn	IQSEC2	non_indicated
ADAP2	bn	SLC37A2	non_indicated
ATHL1	bn	CRIPAK	non_indicated
ATHL1	bn	LOC100507637	non_indicated
MTERFD1	bn	GGCT	non_indicated
DHX58	bn	DBF4B	non_indicated
NAP1L2	bn	BIVM	non_indicated
ALG9	bn	ZSCAN22	non_indicated
NAA16	bn	ARMCX4	non_indicated
CCDC88A	bn	MIS18BP1	non_indicated
TNFRSF25	bn	FAN1	non_indicated
TNFRSF25	bn	ANO9	non_indicated
TNFRSF25	bn	LOC100506990	non_indicated
TNFRSF25	bn	ZNF599	non_indicated
TNFRSF25	bn	ANKRD18A	non_indicated
TREM1	bn	ABHD5	non_indicated
TREM1	bn	LOC100128737	non_indicated
CTC1	bn	PLCD1	non_indicated
ANKRD11	bn	CMTM7	non_indicated
ANKRD11	bn	KAT6A	non_indicated
ANKRD11	bn	MAP3K8	non_indicated
RAI2	bn	SLC44A3	non_indicated
LAMP5	bn	LOC100509445	non_indicated
MRPS31P3	bn	CHD1L	non_indicated
PSMD10	bn	TMCO1	non_indicated
PSMD10	bn	C12orf5	non_indicated
PSMD10	bn	OSTC	non_indicated
PSMD10	bn	MITD1	non_indicated
PSMD10	bn	FER	non_indicated
B3GAT1	bn	LAG3	non_indicated
CLIC3	bn	PTGDS	non_indicated
ZNF267	bn	GNG10	non_indicated
ZNF267	bn	DDX3Y	non_indicated
PLEKHF1	bn	MATK	non_indicated
PLEKHF1	bn	XPNPEP2	non_indicated
PLEKHF1	bn	SH2D2A	non_indicated
PLEKHF1	bn	NCALD	non_indicated
PLEKHF1	bn	LGR6	non_indicated
PLEKHF1	bn	SGSM1	non_indicated
PLEKHF1	bn	TTC22	non_indicated
COG8	bn	NEFH	non_indicated
ABCA7	bn	PHKA2	non_indicated
ABCA7	bn	LOC100216545	non_indicated
TSEN2	bn	LOC286367	non_indicated
TSEN2	bn	ANKRD46	non_indicated
LOC100287515	bn	ALG13	non_indicated
LOC100287515	bn	FAM135A	non_indicated
LOC100287515	bn	IGIP	non_indicated
LOC100287515	bn	MIR17HG	non_indicated
RWDD1	bn	COQ5	non_indicated
RWDD1	bn	GIMAP7	non_indicated
EIF4B	bn	AHCYL1	non_indicated
EIF4B	bn	SMARCC1	non_indicated
EIF4B	bn	WWP1	non_indicated
EIF4B	bn	KIAA1143	non_indicated
EIF4B	bn	LOXL1-AS1	non_indicated
ZNF767	bn	LOC284513	non_indicated
ZNF767	bn	ZHX2	non_indicated
ZNF767	bn	ZNF169	non_indicated
ZNF767	bn	CIRBP	non_indicated
ZNF767	bn	AKT2	non_indicated
SHPK	bn	LOC728537	non_indicated
CD177	bn	SLC9A1	non_indicated
AHSP	bn	RHCE	non_indicated
UXS1	bn	MYC	non_indicated
UXS1	bn	MED1	non_indicated
NLRX1	bn	STK16	non_indicated
SIDT1	bn	LOC284009	non_indicated
PCDH9	bn	DPF3	non_indicated
TTC26	bn	ZC3HAV1	non_indicated
RPL36	bn	RPL10A	non_indicated
RPL36	bn	HPCAL4	non_indicated
RPL36	bn	SUSD4	non_indicated
RPL36	bn	IMMP2L	non_indicated
RPL36	bn	UBE3D	non_indicated
DENND1A	bn	TCN2	non_indicated
GIMAP6	bn	S1PR1	non_indicated
GIMAP6	bn	ADO	non_indicated
GIMAP6	bn	RDH10	non_indicated
WDR55	bn	GRK5	non_indicated
PVRIG	bn	CD81	non_indicated
PVRIG	bn	TMEM99	non_indicated
MTRF1	bn	WDR52	non_indicated
MTRF1	bn	STK36	non_indicated
HERC5	bn	IFIT1	non_indicated
ATF7IP2	bn	RBM19	non_indicated
ATF7IP2	bn	MRI1	non_indicated
LOC100507619	bn	FLJ10038	non_indicated
FRAT1	bn	MXD1	non_indicated
FRAT1	bn	CFLAR	non_indicated
FRAT1	bn	LOC254896	non_indicated
FRAT1	bn	PREX1	non_indicated
CLEC5A	bn	ZNF788	non_indicated
TM6SF1	bn	PAPSS2	non_indicated
TM6SF1	bn	AGPAT9	non_indicated
PSTPIP2	bn	AIM2	non_indicated
PSTPIP2	bn	CEACAM1	non_indicated
PSTPIP2	bn	SORT1	non_indicated
PSTPIP2	bn	CACNA1E	non_indicated
CSDE1	bn	CMAS	non_indicated
CSDE1	bn	REXO2	non_indicated
PCID2	bn	BTG3	non_indicated
PCID2	bn	TMEM107	non_indicated
PCID2	bn	SKA2	non_indicated
PCID2	bn	ARPC5L	non_indicated
PCID2	bn	LOC100506776	non_indicated
TIAM2	bn	RAD52	non_indicated
MCOLN1	bn	ROGDI	non_indicated
MCOLN1	bn	GFI1B	non_indicated
DUSP13	bn	C17orf53	non_indicated
C14orf135	bn	FRYL	non_indicated
PADI4	bn	PTPRN2	non_indicated
PADI4	bn	1-Mar	non_indicated
PADI4	bn	MSRA	non_indicated
PADI4	bn	TANC2	non_indicated
ZNF224	bn	AGPAT4	non_indicated
ZNF224	bn	DNAH1	non_indicated
LUC7L3	bn	THAP9-AS1	non_indicated
LUC7L3	bn	HERC2P2	non_indicated
LUC7L3	bn	MFSD8	non_indicated
CCNL1	bn	TTC32	non_indicated
EDAR	bn	NRCAM	non_indicated
EDAR	bn	GP5	non_indicated
STAP1	bn	BTLA	non_indicated
SLC2A6	bn	LOC284837	non_indicated
SLC2A6	bn	ATF5	non_indicated
SLC2A6	bn	RRAS	non_indicated
SLC2A6	bn	MFSD2A	non_indicated
RTDR1	bn	SPATA6	non_indicated
TLR7	bn	CHN2	non_indicated
TLR7	bn	PDIA3	non_indicated
FAM60A	bn	PDE4D	non_indicated
FAM60A	bn	HIBADH	non_indicated
FAM60A	bn	FBXO45	non_indicated
KPTN	bn	SCO2	non_indicated
KPTN	bn	IRF7	non_indicated
KPTN	bn	PML	non_indicated
KPTN	bn	TRIM78P	non_indicated
KPTN	bn	ODF3B	non_indicated
SH3D21	bn	LOC100506844	non_indicated
LRRC37A	bn	KANSL1	non_indicated
CD244	bn	SLC4A8	non_indicated
CCDC19	bn	C7orf34	non_indicated
CCDC19	bn	KISS1R	non_indicated
DOK3	bn	C1orf200	non_indicated
DOK3	bn	GRK6	non_indicated
DOK3	bn	POR	non_indicated
DOK3	bn	DNAJC5	non_indicated
SAMSN1	bn	C1GALT1C1	non_indicated
SAMSN1	bn	C5orf30	non_indicated
CCRL1	bn	FAM66C	non_indicated
SLC12A9	bn	LOC100506229	non_indicated
NME8	bn	MCTP2	non_indicated
NME8	bn	LOC100132062	non_indicated
LOC441402	bn	FAM48A	non_indicated
SPTLC3	bn	ALDOAP2	non_indicated
SIRPG	bn	TESPA1	non_indicated
CLEC1B	bn	MYCT1	non_indicated
FAM35A	bn	ZNF642	non_indicated
FAM35A	bn	GOLGA6L3	non_indicated
FAM35A	bn	TIMM17A	non_indicated
FAM35A	bn	OXSM	non_indicated
FAM35A	bn	PLEKHH1	non_indicated
FAM35A	bn	RNF170	non_indicated
FAM35A	bn	LARP1B	non_indicated
FAM35A	bn	PRMT10	non_indicated
RETN	bn	RAB13	non_indicated
KLRF1	bn	NCAM1	non_indicated
KLRF1	bn	MIR181A2HG	non_indicated
TBX21	bn	AGAP1	non_indicated
MIR4448	bn	LOC100506974	non_indicated
MIR4448	bn	LOC153682	non_indicated
ANP32A-IT1	bn	RHD	non_indicated
C8orf60	bn	CYTH4	non_indicated
C8orf60	bn	TCP11L2	non_indicated
C8orf60	bn	LOC399900	non_indicated
C8orf60	bn	LOC100653271	non_indicated
C8orf60	bn	FMNL1	non_indicated
C8orf60	bn	YPEL3	non_indicated
C8orf60	bn	TPM3	non_indicated
C8orf60	bn	ANKRD13D	non_indicated
SLC12A6	bn	EMR2	non_indicated
CRYL1	bn	ZBTB43	non_indicated
C6orf48	bn	RPS21	non_indicated
HBQ1	bn	LOC100287598	non_indicated
CLTC-IT1	bn	GNL3L	non_indicated
NDUFA13	bn	VAMP8	non_indicated
DDX47	bn	RBBP7	non_indicated
DDX47	bn	WDR77	non_indicated
DDX47	bn	AKAP1	non_indicated
DDX47	bn	PRKCQ	non_indicated
DDX47	bn	NOLC1	non_indicated
DDX47	bn	TCTN3	non_indicated
DDX47	bn	SRR	non_indicated
DDX47	bn	DIS3L	non_indicated
DDX47	bn	LOC100506114	non_indicated
RUNX1-IT1	bn	ZBTB7A	non_indicated
RUNX1-IT1	bn	SCFD1	non_indicated
NAA35	bn	FANK1	non_indicated
EDEM3	bn	CEP170	non_indicated
EDEM3	bn	PEX2	non_indicated
EDEM3	bn	FAM91A1	non_indicated
EDEM3	bn	MBTD1	non_indicated
EDEM3	bn	ACTR3	non_indicated
EDEM3	bn	TIPRL	non_indicated
EDEM3	bn	MTM1	non_indicated
TMEM223	bn	MED19	non_indicated
ST6GALNAC4	bn	PTMS	non_indicated
ST6GALNAC4	bn	SHARPIN	non_indicated
ANKRD36B	bn	LOC148189	non_indicated
MANSC1	bn	PIK3CG	non_indicated
MANSC1	bn	MGAM	non_indicated
ATP1A1	bn	CCT6A	non_indicated
TSPAN9	bn	SCN1B	non_indicated
SHARPIN	bn	SLC48A1	non_indicated
EPB41L5	bn	STAT2	non_indicated
SNX27	bn	MTMR7	non_indicated
SNX27	bn	SBF2-AS1	non_indicated
LBH	bn	RPA1	non_indicated
SLC25A32	bn	KDELC2	non_indicated
PLA2G12A	bn	WHAMMP2	non_indicated
PLA2G12A	bn	NGFRAP1	non_indicated
APH1B	bn	IMPA2	non_indicated
GTPBP8	bn	ZNF331	non_indicated
TLR4	bn	PSEN1	non_indicated
TLR4	bn	TLR8	non_indicated
DENND2D	bn	APBA2	non_indicated
DENND2D	bn	LOC92249	non_indicated
DENND2D	bn	CHI3L2	non_indicated
DENND2D	bn	ATP10A	non_indicated
DENND2D	bn	CARKD	non_indicated
DENND2D	bn	LOC100132815	non_indicated
DENND2D	bn	SLC25A42	non_indicated
CSAD	bn	FKBP15	non_indicated
STAG3L1	bn	ZNF426	non_indicated
STAG3L1	bn	CFDP1	non_indicated
STAG3L1	bn	TRMT10B	non_indicated
ZCCHC10	bn	COPS2	non_indicated
ZCCHC10	bn	JRKL	non_indicated
ZCCHC10	bn	SLC25A46	non_indicated
ZCCHC10	bn	NOC3L	non_indicated
MSANTD2	bn	C16orf52	non_indicated
MSANTD2	bn	SNORD50A	non_indicated
NPL	bn	RAB5A	non_indicated
SCMH1	bn	LPAR5	non_indicated
KLHL3	bn	ADAMTS17	non_indicated
KLHL3	bn	C17orf67	non_indicated
C1orf56	bn	PRPH2	non_indicated
ARID4B	bn	SF3B1	non_indicated
ARID4B	bn	ZMYM2	non_indicated
ARID4B	bn	UBXN4	non_indicated
ARID4B	bn	NEMF	non_indicated
ARID4B	bn	GPBP1	non_indicated
ARID4B	bn	SCAF11	non_indicated
ARID4B	bn	MDM4	non_indicated
TGFBRAP1	bn	CCDC88C	non_indicated
TGFBRAP1	bn	SEC63	non_indicated
FZD5	bn	RGPD1	non_indicated
MUTED-TXNDC5	bn	CD38	non_indicated
MUTED-TXNDC5	bn	NLRP7	non_indicated
MZB1	bn	LAMC1	non_indicated
MZB1	bn	IGLV6-57	non_indicated
MZB1	bn	GPRC5D	non_indicated
RNASEL	bn	AKAP13	non_indicated
FFAR2	bn	IL1RN	non_indicated
RPL15	bn	CLNS1A	non_indicated
RPL15	bn	CSF1	non_indicated
RPL15	bn	EEF1A1	non_indicated
BNIP3L	bn	GYPE	non_indicated
BNIP3L	bn	C20orf196	non_indicated
CUTA	bn	HMGA1	non_indicated
CUTA	bn	DKK3	non_indicated
