source	interaction_type	target	status
ENST00000297572	BN	ENST00000296548	non_indicated
AK026743	BN	C21orf96	non_indicated
RAB6B	BN	NPTX1	non_indicated
RAB6B	BN	Contig54961_RC	non_indicated
RAB6B	BN	Contig44093_RC	non_indicated
RAB6B	BN	LONRF2	non_indicated
RAB6B	BN	CHRM3	non_indicated
RAB6B	BN	NDRG3	non_indicated
RAB6B	BN	AACS	non_indicated
AK055324	BN	Contig12216_RC	non_indicated
AK055324	BN	hCT1970992.1	non_indicated
FZD8	BN	CSPG3	non_indicated
FZD8	BN	EDNRB	non_indicated
AL512701	BN	AK022185	non_indicated
AL512701	BN	AL360204	non_indicated
ENST00000269720	BN	DLG4	non_indicated
ENST00000269720	BN	TNFRSF6B	non_indicated
ENST00000269720	BN	SH3BGRL2	non_indicated
AF111801	BN	GSTP1	non_indicated
AF111801	BN	Contig50272_RC	non_indicated
AF111801	BN	FAM126B	non_indicated
ENST00000290053	BN	CACNG2	non_indicated
ENST00000290053	BN	ZBTB7A	non_indicated
AK022121	BN	Contig31645_RC	non_indicated
AK022121	BN	Contig25617_RC	non_indicated
AK022121	BN	AK022265	non_indicated
AK022121	BN	AK058074	non_indicated
AK022121	BN	AL833227	non_indicated
AK022121	BN	CYP2C8	non_indicated
RSE_00000477442	BN	BQ314224	non_indicated
C1QTNF4	BN	AF131741	non_indicated
NM_024730	BN	GPR44	non_indicated
PJA1	BN	AQP11	non_indicated
PJA1	BN	AK090892	non_indicated
MRPS6	BN	HSPB2	non_indicated
MRPS6	BN	LEPREL1	non_indicated
MRPS6	BN	RRAD	non_indicated
MRPS6	BN	PDE4DIP	non_indicated
MRPS6	BN	HSS00212515	non_indicated
TAF7L	BN	GRB14	non_indicated
TAF7L	BN	R3HDM1	non_indicated
X75685	BN	SOS1	RASopathy_gene
X75685	BN	AK021977	non_indicated
X75685	BN	AK023526	non_indicated
X75685	BN	AK022347	non_indicated
X75685	BN	HSS00291630	non_indicated
OGFRL1	BN	ABHD3	non_indicated
AK057829	BN	AK022155	non_indicated
AK057829	BN	AK021853	non_indicated
AK057829	BN	C18orf58	non_indicated
AK057829	BN	HSS00267021	non_indicated
AK057829	BN	C10orf75	non_indicated
AK057829	BN	FRYL	non_indicated
EFCAB2	BN	C21orf57	non_indicated
MYH10	BN	RBM9	non_indicated
MYH10	BN	AB051484	non_indicated
GABARAPL1	BN	FHL2	non_indicated
GAGE7B	BN	TASP1	non_indicated
GAGE7B	BN	GAGE5	non_indicated
GAGE7B	BN	GAGE7	non_indicated
GAGE7B	BN	GAGE3	non_indicated
TEKT1	BN	C6	non_indicated
AF318328	BN	AK024118	non_indicated
AF318328	BN	hCT1970937.1	non_indicated
ENST00000295827	BN	ENST00000299294	non_indicated
ENST00000295827	BN	HSPA8	non_indicated
ENST00000295827	BN	hCT7694.2	non_indicated
ENST00000295827	BN	hCT1644496.2	non_indicated
ENST00000295827	BN	HSS00257985	non_indicated
ENST00000295827	BN	hCT1968913.1	non_indicated
KLHL6	BN	MS4A6A	non_indicated
KLHL6	BN	NM_032597	non_indicated
AK023601	BN	Contig38542_RC	non_indicated
AK023601	BN	Contig35608_RC	non_indicated
AK023601	BN	NM_024989	non_indicated
AK023601	BN	FAM27L	non_indicated
AK023601	BN	BC030740	non_indicated
ATP6V1G2	BN	GAP43	non_indicated
ENST00000238803	BN	AK054808	non_indicated
ENST00000238803	BN	ENST00000278180	non_indicated
AK021630	BN	AK022430	non_indicated
SPRYD3	BN	C6orf154	non_indicated
SPRYD3	BN	PACSIN1	non_indicated
SPRYD3	BN	hCT1768041.1	non_indicated
ENST00000258318	BN	XM_173704	non_indicated
FGFRL1	BN	Contig43791_RC	non_indicated
FGFRL1	BN	MAPK4	non_indicated
NM_024941	BN	Contig49306_RC	non_indicated
NM_024941	BN	Contig40020_RC	non_indicated
NM_024941	BN	UBLCP1	non_indicated
NM_024941	BN	PGBD1	non_indicated
NM_024941	BN	TRUB1	non_indicated
NM_024941	BN	ATR	non_indicated
JPH4	BN	LZTS1	non_indicated
JPH4	BN	SHC3	non_indicated
JPH4	BN	IDS	non_indicated
JPH4	BN	Contig36499_RC	non_indicated
UNC93B1	BN	Contig51797_RC	non_indicated
UNC93B1	BN	TNFAIP2	non_indicated
UNC93B1	BN	CMTM3	non_indicated
SAMSN1	BN	CD53	non_indicated
SAMSN1	BN	KLHL6	non_indicated
SAMSN1	BN	C3AR1	non_indicated
AK024876	BN	Contig37142_RC	non_indicated
AK024876	BN	FADS1	non_indicated
AK024876	BN	SESN3	non_indicated
AK024876	BN	CCDC25	non_indicated
ADIPOR2	BN	EFHD1	non_indicated
MUTYH	BN	XM_210340	non_indicated
MUTYH	BN	XM_172222	non_indicated
ENST00000274966	BN	UAP1	non_indicated
ENST00000274966	BN	HIVEP2	non_indicated
ENST00000274966	BN	hCT2320350	non_indicated
C1orf198	BN	PHLDB1	non_indicated
C1orf198	BN	CHST3	non_indicated
C1orf198	BN	hCT2289034	non_indicated
C1orf54	BN	LGALS3	non_indicated
GAGE8	BN	Contig40165_RC	non_indicated
GAGE8	BN	FOXJ1	non_indicated
GAGE8	BN	PPP1R3F	non_indicated
MAP2	BN	BASP1	non_indicated
MAP2	BN	FBXL16	non_indicated
MAP2	BN	C14orf2	non_indicated
ENST00000294694	BN	PICALM	non_indicated
ENST00000294694	BN	BET1	non_indicated
ENST00000294694	BN	CTSLL2	non_indicated
ENST00000294694	BN	MLSTD2	non_indicated
SLC2A13	BN	MCTP1	non_indicated
SLC2A13	BN	SCN3A	non_indicated
SLC2A13	BN	CNTN4	non_indicated
SLC2A13	BN	C1orf107	non_indicated
SLC2A13	BN	EFCBP1	non_indicated
SLC2A13	BN	AK094533	non_indicated
AK021932	BN	AK021985	non_indicated
ENST00000295393	BN	NDUFV2	non_indicated
ENST00000295393	BN	ENST00000294557	non_indicated
ENST00000295393	BN	ENST00000275563	non_indicated
ENST00000295393	BN	hCT1644692.1	non_indicated
ENST00000295393	BN	XM_071167	non_indicated
AK057810	BN	AK022398	non_indicated
TUBB6	BN	PLEKHG2	non_indicated
TUBB6	BN	ITPR3	non_indicated
TUBB6	BN	AK055564	non_indicated
TUBB6	BN	EVA1	non_indicated
TUBB6	BN	IL4R	non_indicated
TUBB6	BN	hCT2297346	non_indicated
ENST00000236199	BN	HSS00048911	non_indicated
ENST00000236199	BN	SLC2A4RG	non_indicated
SFRS6	BN	XM_210776	non_indicated
AL713630	BN	AF007137	non_indicated
AL713630	BN	AK023947	non_indicated
AL713630	BN	AK054922	non_indicated
CPLX2	BN	CPLX1	non_indicated
PSIP1	BN	PPM1J	non_indicated
PSIP1	BN	hCT2276638	non_indicated
MS4A8B	BN	GRP	non_indicated
MS4A8B	BN	LIPC	non_indicated
MS4A8B	BN	MYBPC2	non_indicated
ENST00000277146	BN	BLCAP	non_indicated
ENST00000277146	BN	NM_017786	non_indicated
ENST00000277146	BN	MPV17L	non_indicated
ENST00000277146	BN	ENST00000256973	non_indicated
ENST00000277146	BN	KCTD1	non_indicated
ENST00000277146	BN	KCTD8	non_indicated
ENST00000277146	BN	NM_080656	non_indicated
ENST00000277146	BN	XM_063352	non_indicated
AK022264	BN	Contig33579_RC	non_indicated
AK022264	BN	SATB1	non_indicated
AK022264	BN	Contig34732_RC	non_indicated
AK022264	BN	AK057907	non_indicated
AK022264	BN	AK022141	non_indicated
AK022264	BN	AK057822	non_indicated
AK022264	BN	NEDD4L	non_indicated
AK022264	BN	AL833045	non_indicated
AK022264	BN	HSS00105008	non_indicated
AK022264	BN	AL832567	non_indicated
ADH1A	BN	ADH1B	non_indicated
AK027027	BN	AL157466	non_indicated
AK027027	BN	GP6	non_indicated
HSDL2	BN	S100A13	non_indicated
HSDL2	BN	SLCO1C1	non_indicated
AK055808	BN	Contig41905_RC	non_indicated
C10orf90	BN	Contig20441_RC	non_indicated
C10orf90	BN	C9orf109	non_indicated
ENST00000300165	BN	RSE_00000658006	non_indicated
ENST00000300165	BN	ACOT4	non_indicated
KIAA1731	BN	Contig32758_RC	non_indicated
KIAA1731	BN	Contig30671_RC	non_indicated
KIAA1731	BN	AK000792	non_indicated
KIAA1731	BN	CHD9	non_indicated
KIAA1731	BN	AF086007	non_indicated
KIAA1731	BN	RP11-535K18.3	non_indicated
KIAA1731	BN	PCID2	non_indicated
KIAA1731	BN	RIF1	non_indicated
KIAA1731	BN	ALG11	non_indicated
NRP1	BN	AK024580	non_indicated
AK057923	BN	Contig42328_RC	non_indicated
AK057923	BN	AK021801	non_indicated
AK057923	BN	AK022320	non_indicated
AB051442	BN	CACNA1I	non_indicated
CARD6	BN	Contig48208_RC	non_indicated
CARD6	BN	Contig46351_RC	non_indicated
CARD6	BN	NM_018370	non_indicated
CARD6	BN	Contig28226_RC	non_indicated
CARD6	BN	GIMAP4	non_indicated
CARD6	BN	SRPX2	non_indicated
CARD6	BN	COL27A1	non_indicated
CARD6	BN	HSS00046294	non_indicated
SMCHD1	BN	Contig35522_RC	non_indicated
JAM3	BN	TMEM98	non_indicated
JAM3	BN	CDH1	non_indicated
JAM3	BN	SLC4A2	non_indicated
AK055794	BN	C14orf29	non_indicated
AF087999	BN	Contig25597_RC	non_indicated
AF087999	BN	KIAA1509	non_indicated
AF087999	BN	MIA	non_indicated
AF087999	BN	MKNK2	non_indicated
AF087999	BN	Contig50004_RC	non_indicated
AF087999	BN	ARMCX5	non_indicated
AF087999	BN	FHL5	non_indicated
AF087999	BN	LRRTM1	non_indicated
AF087999	BN	GPLD1	non_indicated
AF087999	BN	AK098087	non_indicated
AF087999	BN	HSS00143473	non_indicated
AF087999	BN	HSS00372064	non_indicated
AF087999	BN	AL359560	non_indicated
AF087999	BN	HSS00138924	non_indicated
AF087999	BN	HSS00001365	non_indicated
AF087999	BN	HSS00330420	non_indicated
GLT8D2	BN	LAMB1	non_indicated
GLT8D2	BN	DSG2	non_indicated
GLT8D2	BN	NOV	non_indicated
NM_020962	BN	TMEM176A	non_indicated
NM_020962	BN	AQP4	non_indicated
ENST00000287660	BN	SMARCC1	non_indicated
ENST00000287660	BN	ZDHHC21	non_indicated
AL137494	BN	Contig46232	non_indicated
AL137494	BN	OR7A5	non_indicated
LRRC4	BN	C6orf137	non_indicated
LRRC4	BN	HSS00164397	non_indicated
MAGEE1	BN	AMPH	non_indicated
MAGEE1	BN	BEX1	non_indicated
MAGEE1	BN	NELL2	non_indicated
MAGEE1	BN	RNF175	non_indicated
MAGEE1	BN	RP11-393H10.2	non_indicated
MAGEE1	BN	AF143324	non_indicated
NRIP2	BN	RAPGEF5	non_indicated
NRIP2	BN	ACOX1	non_indicated
NRIP2	BN	FANCC	non_indicated
NRIP2	BN	AK094447	non_indicated
ACOT2	BN	ACOT1	non_indicated
AL161982	BN	AL049357	non_indicated
HHIP	BN	C18orf1	non_indicated
HHIP	BN	DMRT2	non_indicated
HHIP	BN	DEPDC7	non_indicated
GRRP1	BN	DARC	non_indicated
ENST00000299383	BN	BCAP29	non_indicated
ENST00000299383	BN	C17orf75	non_indicated
ENST00000299383	BN	FUNDC1	non_indicated
ENST00000299383	BN	ZWILCH	non_indicated
POPDC3	BN	EBF1	non_indicated
POPDC3	BN	FGFR3	non_indicated
POPDC3	BN	DHCR24	non_indicated
POPDC3	BN	hCT1651665.3	non_indicated
AF130062	BN	AF147440	non_indicated
NM_032623	BN	SIX4	non_indicated
NM_032623	BN	C12orf28	non_indicated
NM_032623	BN	ABHD3	non_indicated
ENST00000296448	BN	FABP3	non_indicated
ENST00000296448	BN	CIDEA	non_indicated
ENST00000296448	BN	CCNA1	non_indicated
ENST00000296448	BN	TBR1	non_indicated
ENST00000296448	BN	EIF3S8	non_indicated
ENST00000296448	BN	hCT201420.3	non_indicated
ENST00000296448	BN	hCT1644481.3	non_indicated
ENST00000296448	BN	FAM87B	non_indicated
NM_024308	BN	GAS2L3	non_indicated
OR5B3	BN	XM_101859	non_indicated
OR5B3	BN	OR4C13	non_indicated
OR5B3	BN	HSS00022851	non_indicated
ENPEP	BN	ADAMTS4	non_indicated
PAQR6	BN	AK027667	non_indicated
HSFY1	BN	JARID1D	non_indicated
MEGF10	BN	FOXN2	non_indicated
MEGF10	BN	GPM6B	non_indicated
C10orf65	BN	NM_017888	non_indicated
RSE_00000153248	BN	IMPAD1	non_indicated
RSE_00000153248	BN	ENST00000295003	non_indicated
RSE_00000153248	BN	RSE_00000203274	non_indicated
RSE_00000153248	BN	ENST00000300165	non_indicated
AK021439	BN	Contig29067_RC	non_indicated
CAMK1D	BN	KCNB1	non_indicated
AJ227863	BN	Contig26627_RC	non_indicated
AJ227863	BN	FBXO30	non_indicated
AJ227863	BN	PKN2	non_indicated
AJ227863	BN	NM_153607	non_indicated
AJ227863	BN	ELK4	non_indicated
ENST00000295684	BN	MRO	non_indicated
ENST00000295684	BN	XM_092979	non_indicated
ARMC9	BN	RFTN1	non_indicated
ARMC9	BN	CYP19A1	non_indicated
PIGZ	BN	PCNX	non_indicated
AF088024	BN	Contig20600_RC	non_indicated
AF088024	BN	Contig19324_RC	non_indicated
AF088024	BN	AK000864	non_indicated
AF088024	BN	ENST00000284765	non_indicated
AF088024	BN	AF074997	non_indicated
AF088024	BN	EXPH5	non_indicated
AF088024	BN	GAS2L3	non_indicated
AF088024	BN	HSS00084775	non_indicated
AF088024	BN	AL831861	non_indicated
AF088024	BN	HSS00169737	non_indicated
GJA4	BN	Contig45266	non_indicated
GJA4	BN	HEYL	non_indicated
PDYN	BN	HTR1D	non_indicated
AK057980	BN	AL049353	non_indicated
RTKN	BN	HAPLN2	non_indicated
RTKN	BN	SMOC1	non_indicated
PRKAR1B	BN	DBNDD1	non_indicated
PRKAR1B	BN	CPLX2	non_indicated
PRKAR1B	BN	MAP1A	non_indicated
PRKAR1B	BN	AK096249	non_indicated
AK054822	BN	HSS00001922	non_indicated
AK057822	BN	PCDH7	non_indicated
AK057822	BN	AL832567	non_indicated
AK057822	BN	AK021972	non_indicated
AK057822	BN	TNFRSF25	non_indicated
AL049357	BN	Contig6383_RC	non_indicated
AL049357	BN	BC006563	non_indicated
AK021634	BN	Contig37072_RC	non_indicated
AQP4	BN	GOLPH4	non_indicated
AQP4	BN	GATM	non_indicated
AQP4	BN	BBOX1	non_indicated
AQP4	BN	MTTP	non_indicated
AQP4	BN	KAL1	non_indicated
AQP4	BN	HSPB8	non_indicated
AQP4	BN	OSBPL11	non_indicated
AQP4	BN	hCT1951519.1	non_indicated
AK025909	BN	ODZ3	non_indicated
AK025909	BN	NM_014715	non_indicated
AK022082	BN	Contig34732_RC	non_indicated
AK022082	BN	AL359582	non_indicated
AK022082	BN	AK054759	non_indicated
ENST00000254720	BN	MAPK8IP2	non_indicated
ENST00000254720	BN	NRSN2	non_indicated
ENST00000254720	BN	PAX3	non_indicated
C20orf100	BN	HSS00296548	non_indicated
SMYD3	BN	STYK1	non_indicated
SMYD3	BN	MAD2L1	non_indicated
SMYD3	BN	MAGEF1	non_indicated
CTSLL3	BN	CTSL	non_indicated
CTSLL3	BN	CTSLL2	non_indicated
UCP3	BN	ZFHX2	non_indicated
UCP3	BN	PLK4	non_indicated
UCP3	BN	SNORD56	non_indicated
ELK3	BN	LMO2	non_indicated
ELK3	BN	CFI	non_indicated
APOLD1	BN	ADAMTS1	non_indicated
APOLD1	BN	FOXF1	non_indicated
APOLD1	BN	NEDD9	non_indicated
ATP13A4	BN	Contig45549_RC	non_indicated
ATP13A4	BN	LRAT	non_indicated
ATP13A4	BN	HSD17B6	non_indicated
ATP13A4	BN	RYR3	non_indicated
ATP13A4	BN	S100B	non_indicated
ATP13A4	BN	DIRC2	non_indicated
TMEM118	BN	ME3	non_indicated
TMEM118	BN	NIPSNAP1	non_indicated
TMEM118	BN	GSTA4	non_indicated
TMEM118	BN	C3orf26	non_indicated
NRIP3	BN	ZNF804A	non_indicated
Contig4539	BN	PON2	non_indicated
Contig4539	BN	HRSP12	non_indicated
Contig4539	BN	BMPR1B	non_indicated
Contig4539	BN	TP53BP2	non_indicated
Contig4539	BN	GPM6B	non_indicated
CHX10	BN	Contig40527_RC	non_indicated
CHX10	BN	Contig34985_RC	non_indicated
CHX10	BN	C1QL1	non_indicated
CTHRC1	BN	CD163L1	non_indicated
ENST00000298211	BN	MAGED1	non_indicated
ENST00000298211	BN	UQCRC1	non_indicated
PCDHA5	BN	NM_152773	non_indicated
C1orf192	BN	TEKT1	non_indicated
C1orf192	BN	DYNLRB2	non_indicated
C1orf192	BN	RSHL3	non_indicated
C1orf192	BN	C13orf26	non_indicated
C1orf192	BN	C2orf39	non_indicated
C1orf192	BN	WDR49	non_indicated
C1orf192	BN	XM_209936	non_indicated
CXorf21	BN	B3GNT5	non_indicated
AK055302	BN	Contig51328_RC	non_indicated
AK055302	BN	RP11-11C5.2	non_indicated
AK055302	BN	TRHDE	non_indicated
AK055302	BN	PLCB1	non_indicated
AK055302	BN	AK091723	non_indicated
BSCL2	BN	LY6H	non_indicated
BSCL2	BN	PNMA6A	non_indicated
BSCL2	BN	ST6GALNAC5	non_indicated
BSCL2	BN	FKBP1B	non_indicated
BSCL2	BN	RBP4	non_indicated
AK055250	BN	NM_182538	non_indicated
AK055250	BN	11-Sep	non_indicated
AK021572	BN	HSS00146438	non_indicated
MAGEF1	BN	CCNB1	non_indicated
ENST00000296973	BN	UBB	non_indicated
KBTBD9	BN	TUBA8	non_indicated
KBTBD9	BN	NM_178557	non_indicated
KBTBD9	BN	AK093907	non_indicated
SLC32A1	BN	PCP4L1	non_indicated
SLC32A1	BN	SLIT2	non_indicated
SLC32A1	BN	GAD1	non_indicated
SLC32A1	BN	Contig38752_RC	non_indicated
SLC32A1	BN	MAGI1	non_indicated
SLC32A1	BN	DLX1	non_indicated
SLC32A1	BN	SLC10A4	non_indicated
AL137331	BN	ENST00000298100	non_indicated
KCND2	BN	NEUROD1	non_indicated
KCND2	BN	Contig34250_RC	non_indicated
KCND2	BN	AK095102	non_indicated
ENST00000295319	BN	SPG3A	non_indicated
ENST00000295319	BN	NM_006628	non_indicated
ENST00000295319	BN	TMEM157	non_indicated
ENST00000295319	BN	RRAGB	non_indicated
ENST00000295319	BN	hCT9444.1	non_indicated
PNMA6A	BN	PNMA3	non_indicated
BTBD10	BN	PTGS2	non_indicated
BTBD10	BN	PPP2CA	non_indicated
BTBD10	BN	RGS4	non_indicated
BTBD10	BN	hCT2306440	non_indicated
CAPN13	BN	AK094729	non_indicated
CAPN13	BN	HSS00367153	non_indicated
RCSD1	BN	CD69	non_indicated
RCSD1	BN	CENTA2	non_indicated
AK021493	BN	SEMA6A	non_indicated
HMGCS1	BN	PANK3	non_indicated
RFX4	BN	Contig43791_RC	non_indicated
RFX4	BN	INHBB	non_indicated
RFX4	BN	DDR1	non_indicated
RFX4	BN	LIMK2	non_indicated
RFX4	BN	NM_020962	non_indicated
RFX4	BN	LRIG1	non_indicated
RFX4	BN	C9orf61	non_indicated
AK021481	BN	AK021801	non_indicated
GPRASP2	BN	CBLN4	non_indicated
GPRASP2	BN	CRYM	non_indicated
GPRASP2	BN	STAT4	non_indicated
GPRASP2	BN	LMO7	non_indicated
GPRASP2	BN	OLFM3	non_indicated
GPRASP2	BN	LANCL2	non_indicated
GPRASP2	BN	NMNAT2	non_indicated
GPRASP2	BN	TMEM169	non_indicated
AK058002	BN	RSAD2	non_indicated
EPSTI1	BN	IFI44	non_indicated
EPSTI1	BN	IFI27	non_indicated
EPSTI1	BN	NM_017631	non_indicated
RSE_00000137758	BN	TMEM102	non_indicated
RSE_00000137758	BN	THRA	non_indicated
RSE_00000137758	BN	NM_173702	non_indicated
ENST00000257675	BN	MVP	non_indicated
COL6A2	BN	Contig45441_RC	non_indicated
COL6A2	BN	LTBP2	non_indicated
COL6A2	BN	FMOD	non_indicated
COL6A2	BN	MRC2	non_indicated
COL6A2	BN	RARRES2	non_indicated
COL6A2	BN	HSS00178724	non_indicated
ZNF452	BN	IRS1	non_indicated
TEKT3	BN	FAM18B2	non_indicated
AK057857	BN	AF038190	non_indicated
AK057857	BN	AL162042	non_indicated
AK024629	BN	AK025143	non_indicated
ENST00000279800	BN	RSE_00000772559	non_indicated
ENST00000279800	BN	MRPL43	non_indicated
ENST00000279800	BN	ARNT	non_indicated
ENST00000279800	BN	OR5V1	non_indicated
ENST00000279800	BN	BC007549	non_indicated
ENST00000279800	BN	APOA1	non_indicated
HTR5A	BN	CDKN3	non_indicated
HTR5A	BN	GRIN2A	non_indicated
HTR5A	BN	HTR2C	non_indicated
HTR5A	BN	SCN3B	non_indicated
HTR5A	BN	ZNF215	non_indicated
C18orf58	BN	CD22	non_indicated
C18orf58	BN	GIPR	non_indicated
AL137425	BN	MGAT4C	non_indicated
AL137425	BN	GABRA2	non_indicated
AL137425	BN	DNAJB14	non_indicated
AL137425	BN	WDR17	non_indicated
AK024525	BN	Contig51252	non_indicated
KCTD1	BN	ACTR3B	non_indicated
KCTD1	BN	XM_210502	non_indicated
EDC3	BN	AL049986	non_indicated
TTYH2	BN	ERBB3	non_indicated
TTYH2	BN	DYSF	non_indicated
TTYH2	BN	PLXNB3	non_indicated
TTYH2	BN	CNTN2	non_indicated
TTYH2	BN	RTKN	non_indicated
TTYH2	BN	ADARB2	non_indicated
TTYH2	BN	NM_175922	non_indicated
RXFP1	BN	HLF	non_indicated
RXFP1	BN	GPR85	non_indicated
RXFP1	BN	AKAP5	non_indicated
RXFP1	BN	FAM87B	non_indicated
ENST00000286249	BN	MLXIP	non_indicated
ENST00000286249	BN	SSTR2	non_indicated
ENST00000286249	BN	Contig34985_RC	non_indicated
ENST00000286249	BN	PRKG1	non_indicated
AK055125	BN	NEGR1	non_indicated
AK055125	BN	NM_024969	non_indicated
AK055125	BN	SLITRK4	non_indicated
AK055125	BN	FLRT3	non_indicated
AK055125	BN	XM_104054	non_indicated
AK055125	BN	hCT1820148.1	non_indicated
NXN	BN	ATBF1	non_indicated
NXN	BN	FAM38A	non_indicated
NXN	BN	NM_032947	non_indicated
NXN	BN	PCK1	non_indicated
AK024099	BN	AK000176	non_indicated
IHPK3	BN	DHCR7	non_indicated
PLD2	BN	FADS2	non_indicated
PLD2	BN	NM_024648	non_indicated
PLD2	BN	MASP1	non_indicated
PLD2	BN	EFEMP1	non_indicated
AF085983	BN	RP11-50D16.3	non_indicated
AF085983	BN	RNF141	non_indicated
AF085983	BN	Contig8660_RC	non_indicated
AF085983	BN	ZFYVE16	non_indicated
AF085983	BN	METT5D1	non_indicated
C20orf102	BN	3-Sep	non_indicated
KIF6	BN	AL109791	non_indicated
AL512727	BN	AF070632	non_indicated
AL512727	BN	Contig40026_RC	non_indicated
ENST00000278180	BN	ALDH1A1	non_indicated
ENST00000278180	BN	hCT1832899.1	non_indicated
ENST00000297972	BN	FAM26B	non_indicated
PAQR8	BN	AL049275	non_indicated
FAM77C	BN	TMTC2	non_indicated
FXYD6	BN	SLC22A17	non_indicated
CCNB1	BN	BUB1B	non_indicated
CCNB1	BN	QPCT	non_indicated
CCNB1	BN	ALAS1	non_indicated
CCNB1	BN	TMEM65	non_indicated
CCNB1	BN	MAPK9	non_indicated
CCNB1	BN	TIMM23	non_indicated
IL7R	BN	KLRB1	non_indicated
KCNK12	BN	MAST1	non_indicated
KCNK12	BN	RASL10B	non_indicated
C3orf26	BN	PRC1	non_indicated
C3orf26	BN	LRRC49	non_indicated
C3orf26	BN	ACTR10	non_indicated
C3orf26	BN	SPATA7	non_indicated
AK055146	BN	AL161982	non_indicated
AK055146	BN	AL713780	non_indicated
AL360204	BN	Contig12508_RC	non_indicated
AL360204	BN	HSS00085227	non_indicated
AL360204	BN	U79293	non_indicated
AK023302	BN	AL050145	non_indicated
AK023302	BN	ZMAT1	non_indicated
AK023302	BN	AL353946	non_indicated
TMEM10	BN	LRP2BP	non_indicated
TMEM10	BN	AK094960	non_indicated
CRIP1	BN	ENST00000255883	non_indicated
CRIP1	BN	ELN	non_indicated
BRUNOL5	BN	TTC9B	non_indicated
ENST00000293571	BN	Contig35607_RC	non_indicated
BHLHB4	BN	BC014174	non_indicated
AK023999	BN	Contig21674_RC	non_indicated
AK021793	BN	DUSP19	non_indicated
SGIP1	BN	GALR1	non_indicated
SGIP1	BN	HSS00043876	non_indicated
SGIP1	BN	BC036244	non_indicated
CRISPLD1	BN	AL137761	non_indicated
CRISPLD1	BN	PRR16	non_indicated
ENST00000240820	BN	CMAS	non_indicated
ENST00000240820	BN	ENST00000299789	non_indicated
AK023598	BN	PHYHD1	non_indicated
AK023598	BN	XM_210079	non_indicated
AK023598	BN	TST	non_indicated
AK027219	BN	HSS00267021	non_indicated
ENST00000274544	BN	UGCG	non_indicated
ENST00000274544	BN	GLRX	non_indicated
ENST00000274544	BN	SLC16A10	non_indicated
CAMKK1	BN	PHYHIP	non_indicated
CAMKK1	BN	ABLIM2	non_indicated
CAMKK1	BN	RPRML	non_indicated
CAMKK1	BN	NM_207362	non_indicated
ZNRF3	BN	CHST7	non_indicated
ZNRF3	BN	PPAP2B	non_indicated
MLF1IP	BN	BUB1	non_indicated
GAGE6	BN	GAGE8	non_indicated
GAGE6	BN	GAGE4	non_indicated
ENST00000285338	BN	MAP3K8	non_indicated
ENST00000285338	BN	NM_021039	non_indicated
ENST00000285338	BN	PLP2	non_indicated
ENST00000285338	BN	MYD88	non_indicated
TSCOT	BN	AK000053	non_indicated
AK054755	BN	KIF21B	non_indicated
AK054755	BN	SPTBN4	non_indicated
EMX2	BN	PHYHD1	non_indicated
EMX2	BN	BC029166	non_indicated
EMX2	BN	SLC25A18	non_indicated
C1orf90	BN	CARHSP1	non_indicated
C1orf90	BN	XM_211811	non_indicated
PCDHA12	BN	MIA3	non_indicated
WDFY4	BN	TSPO	non_indicated
WDFY4	BN	LGALS9	non_indicated
WDFY4	BN	APBB1IP	non_indicated
WDFY4	BN	BC073889	non_indicated
SLC25A21	BN	HSS00342343	non_indicated
AF086007	BN	MRAS	non_indicated
AF086007	BN	HSS00264213	non_indicated
ENST00000238062	BN	hCT1640121.2	non_indicated
AK022482	BN	NM_174924	non_indicated
AK022482	BN	AK097152	non_indicated
AK024121	BN	Contig33039_RC	non_indicated
AK024121	BN	Contig21200_RC	non_indicated
AK024121	BN	RP11-535K18.3	non_indicated
LGALS3	BN	LGALS3	non_indicated
LGALS3	BN	HIST1H2AD	non_indicated
LGALS3	BN	PCK2	non_indicated
LGALS3	BN	S100A16	non_indicated
LGALS3	BN	HMGB2	non_indicated
FAM111A	BN	Contig56026_RC	non_indicated
BC002770	BN	MDGA1	non_indicated
BC002770	BN	CRB2	non_indicated
RP11-535K18.3	BN	COL14A1	non_indicated
ENST00000278891	BN	C1orf128	non_indicated
ENST00000278891	BN	PRKAG2	non_indicated
ENST00000278891	BN	ENST00000258318	non_indicated
ENST00000278891	BN	ENST00000287660	non_indicated
CYYR1	BN	PTPRB	non_indicated
EFHD2	BN	LIN7B	non_indicated
NOXA1	BN	ABCB9	non_indicated
NOXA1	BN	NM_024308	non_indicated
NOXA1	BN	PYCRL	non_indicated
NOXA1	BN	HP1BP3	non_indicated
ABCC12	BN	GPR128	non_indicated
ABCC12	BN	AK058002	non_indicated
HAPLN2	BN	LIPE	non_indicated
HAPLN2	BN	NM_178172	non_indicated
HAPLN2	BN	hCT1824065.2	non_indicated
HAPLN2	BN	ABCA6	non_indicated
SLC26A9	BN	hCT1971183.1	non_indicated
SLC26A9	BN	RP11-139H14.4	non_indicated
C2orf40	BN	SFRP2	non_indicated
FAM107B	BN	ERBB3	non_indicated
FAM107B	BN	AK096685	non_indicated
ENST00000274460	BN	ENST00000301827	non_indicated
ENST00000278232	BN	XM_062614	non_indicated
ATP11C	BN	Contig5667_RC	non_indicated
AK022370	BN	Contig45062_RC	non_indicated
AK022370	BN	Contig39408_RC	non_indicated
