source	interaction_type	target	status
Contig55770_RC	BN	H2AFJ	non_indicated
Contig55770_RC	BN	BC037943	non_indicated
CMAS	BN	DDX1	non_indicated
CMAS	BN	EPB41L3	non_indicated
CMAS	BN	PCMT1	non_indicated
CMAS	BN	ATP6V1B2	non_indicated
CMAS	BN	SNCA	non_indicated
CMAS	BN	SRPK2	non_indicated
CMAS	BN	UBE2V2	non_indicated
CMAS	BN	MAPK9	non_indicated
CMAS	BN	ZDHHC21	non_indicated
CMAS	BN	OXR1	non_indicated
CMAS	BN	TOMM20	non_indicated
NM_006394	BN	AB019567	non_indicated
ELOVL2	BN	PTPRZ1	non_indicated
CTSL	BN	SH3BP5	non_indicated
LGALS9	BN	CD74	non_indicated
AF052109	BN	ADAM15	non_indicated
Contig37764_RC	BN	HSS00085657	non_indicated
HIP2	BN	TMEM35	non_indicated
ELAVL2	BN	Contig55770_RC	non_indicated
ELAVL2	BN	AF131783	non_indicated
ELAVL2	BN	AK001875	non_indicated
ELAVL2	BN	AFF3	non_indicated
ELAVL2	BN	CPEB3	non_indicated
ELAVL2	BN	NETO1	non_indicated
ELAVL2	BN	ELAVL4	non_indicated
ELAVL2	BN	WDR7	non_indicated
ELAVL2	BN	NM_173519	non_indicated
ELAVL2	BN	C6orf117	non_indicated
ELAVL2	BN	AK095013	non_indicated
Contig36421_RC	BN	HSS00181322	non_indicated
CCNH	BN	HACL1	non_indicated
CCNH	BN	SYNCRIP	non_indicated
CCNH	BN	C9orf72	non_indicated
CCNH	BN	HSS00124010	non_indicated
AMY2B	BN	Contig63171_RC	non_indicated
AMY2B	BN	ACSL6	non_indicated
PCAF	BN	hCT2317962	non_indicated
CLGN	BN	NMU	non_indicated
CLGN	BN	Contig35138_RC	non_indicated
CLGN	BN	Contig48481	non_indicated
CLGN	BN	GUCA1C	non_indicated
CLGN	BN	HSS00349748	non_indicated
CLGN	BN	hCT2325464	non_indicated
RHOBTB3	BN	Contig4539	non_indicated
RHOBTB3	BN	GABRG1	non_indicated
KIAA0241	BN	RABGAP1L	non_indicated
KIAA0241	BN	CHM	non_indicated
RAB33A	BN	LARP6	non_indicated
RAB33A	BN	SH3GL3	non_indicated
Contig24282_RC	BN	Contig26081_RC	non_indicated
Contig24282_RC	BN	XM_212535	non_indicated
LY86	BN	HPSE	non_indicated
LY86	BN	RNASET2	non_indicated
LY86	BN	BLNK	non_indicated
LY86	BN	TLR10	non_indicated
PRELP	BN	ITGA8	non_indicated
PRELP	BN	NM_016368	non_indicated
PRELP	BN	AK022370	non_indicated
PRELP	BN	ADAM33	non_indicated
SNPH	BN	ALCAM	non_indicated
SNPH	BN	KNDC1	non_indicated
AF052152	BN	HMGCLL1	non_indicated
AF052152	BN	ZBTB20	non_indicated
AF052152	BN	Contig24650_RC	non_indicated
AF052152	BN	ACTN2	non_indicated
AF052152	BN	TAF9	non_indicated
AF052152	BN	Contig23423_RC	non_indicated
AF052152	BN	PPP1R14B	non_indicated
AF052152	BN	CDC42	non_indicated
AF052152	BN	CHAF1B	non_indicated
AF052152	BN	XM_115036	non_indicated
EIF4A2	BN	PNMA1	non_indicated
EIF4A2	BN	XM_166919	non_indicated
PPEF1	BN	SLN	non_indicated
PPEF1	BN	PVRL3	non_indicated
SEMA4D	BN	GNA14	non_indicated
SEMA4D	BN	MND1	non_indicated
RARRES3	BN	ROM1	non_indicated
RARRES3	BN	TMEM176B	non_indicated
RARRES3	BN	WDR49	non_indicated
RARRES3	BN	SLC9A9	non_indicated
SERPINI1	BN	DYNC1I1	non_indicated
SERPINI1	BN	MTX2	non_indicated
MARK1	BN	CSNK2A1	non_indicated
Contig25597_RC	BN	Contig6383_RC	non_indicated
Contig25597_RC	BN	Contig37142_RC	non_indicated
Contig25597_RC	BN	ZZEF1	non_indicated
DIP2B	BN	Contig57174_RC	non_indicated
PLTP	BN	FKBP10	non_indicated
PLTP	BN	DDX43	non_indicated
KIAA1217	BN	NM_175856	non_indicated
Contig38604_RC	BN	C17orf46	non_indicated
Contig38604_RC	BN	U87229	non_indicated
ASL	BN	NM_138476	non_indicated
IL1R2	BN	S100P	non_indicated
IL1R2	BN	MGAM	non_indicated
NM_017933	BN	ETV1	non_indicated
NM_017933	BN	GRM8	non_indicated
GPIAP1	BN	PFN2	non_indicated
GPIAP1	BN	TERF2IP	non_indicated
GPIAP1	BN	ACSL4	non_indicated
GPIAP1	BN	CDC14B	non_indicated
Contig44652_RC	BN	AK095753	non_indicated
Contig44652_RC	BN	NXPH4	non_indicated
Contig15728_RC	BN	FRMPD4	non_indicated
GDNF	BN	MTAC2D1	non_indicated
PXN	BN	RREB1	non_indicated
PXN	BN	PTBP1	non_indicated
AF131783	BN	CNTN3	non_indicated
ACTG1	BN	RSE_00000658006	non_indicated
CRH	BN	TRIM67	non_indicated
CRH	BN	DUSP4	non_indicated
CRH	BN	KMO	non_indicated
CRH	BN	AK095503	non_indicated
CRH	BN	BC012900	non_indicated
KIAA1212	BN	PMP2	non_indicated
KCNK3	BN	CALB1	non_indicated
PPM1E	BN	RXFP1	non_indicated
PPM1E	BN	ENST00000274544	non_indicated
PPM1E	BN	C14orf129	non_indicated
PPM1E	BN	GRIP1	non_indicated
PPM1E	BN	hCT1641088.2	non_indicated
SYNPO2	BN	FHL2	non_indicated
Contig8660_RC	BN	CEBPB	non_indicated
TMEM144	BN	CLCA2	non_indicated
TMEM144	BN	C13orf31	non_indicated
CST3	BN	PIPOX	non_indicated
CST3	BN	GRIN2C	non_indicated
CST3	BN	APOE	non_indicated
CST3	BN	SLC1A2	non_indicated
BMPR1B	BN	NTRK2	non_indicated
BMPR1B	BN	ZNRF3	non_indicated
BMPR1B	BN	SOX9	non_indicated
BMPR1B	BN	ASPH	non_indicated
BMPR1B	BN	AL357198	non_indicated
Contig39045_RC	BN	ADCY2	non_indicated
TXLNB	BN	CD24	non_indicated
BNC2	BN	FMO1	non_indicated
RAB15	BN	SUCLG2	non_indicated
RAB15	BN	BAIAP2	non_indicated
RAB15	BN	AK056142	non_indicated
RAB15	BN	AK021793	non_indicated
RAB15	BN	AK054755	non_indicated
RAB15	BN	RTN4R	non_indicated
RAB15	BN	TCERG1L	non_indicated
CHD7	BN	NM_015253	non_indicated
PNMA1	BN	AQP11	non_indicated
VDR	BN	IGFBP1	non_indicated
BTBD9	BN	KIAA1522	non_indicated
BTBD9	BN	LRRC62	non_indicated
BTBD9	BN	AK097679	non_indicated
BTBD9	BN	HSS00240808	non_indicated
BTBD9	BN	HSS00303263	non_indicated
SMAD3	BN	SLCO2A1	non_indicated
SMAD3	BN	ALG9	non_indicated
SMAD3	BN	DMKN	non_indicated
DSG2	BN	EPPK1	non_indicated
Contig30023_RC	BN	KRT1	non_indicated
Contig19918_RC	BN	Contig11940_RC	non_indicated
AK002107	BN	CYP39A1	non_indicated
AK002107	BN	CYP26A1	non_indicated
KCNJ4	BN	NM_152518	non_indicated
KCNJ4	BN	TNRC4	non_indicated
SNCA	BN	MAGEH1	non_indicated
SNCA	BN	MAP2K1	RASopathy_gene
SNCA	BN	SYT1	non_indicated
SNCA	BN	NM_006628	non_indicated
SNCA	BN	ENST00000250621	non_indicated
VCAM1	BN	PLAU	non_indicated
C21orf91	BN	ST18	non_indicated
C21orf91	BN	EVI2A	non_indicated
C21orf91	BN	DEPDC7	non_indicated
FOXC1	BN	FAM46A	non_indicated
FOXC1	BN	ZIC1	non_indicated
FOXC1	BN	CCL26	non_indicated
FOXC1	BN	PCOLCE	non_indicated
FOXC1	BN	COL1A2	non_indicated
FOXC1	BN	AK021858	non_indicated
FOXC1	BN	C10orf47	non_indicated
FOXC1	BN	PODN	non_indicated
FOXC1	BN	SVIL	non_indicated
CAPN9	BN	BC031882	non_indicated
PBEF1	BN	Contig13480_RC	non_indicated
PBEF1	BN	SERPINB1	non_indicated
DNM1	BN	EPB49	non_indicated
DNM1	BN	RAP1GAP	non_indicated
DNM1	BN	SV2A	non_indicated
Contig47146_RC	BN	AK027848	non_indicated
FOSB	BN	EGR3	non_indicated
FOSB	BN	EGR1	non_indicated
FOSB	BN	EGR4	non_indicated
TBC1D5	BN	PCDHGA10	non_indicated
TBC1D5	BN	ANKRD19	non_indicated
KIAA1189	BN	RASGRP3	non_indicated
KIAA1189	BN	KIAA1598	non_indicated
KIAA1189	BN	C21orf91	non_indicated
KIAA1189	BN	Contig15690_RC	non_indicated
KIAA1189	BN	Contig40685_RC	non_indicated
KIAA1189	BN	FAM107B	non_indicated
SLC23A2	BN	LRRC46	non_indicated
SLC23A2	BN	XM_210438	non_indicated
SLC23A2	BN	HSS00080458	non_indicated
SLC23A2	BN	HSS00043731	non_indicated
PMS2L1	BN	GABRA2	non_indicated
AF113018	BN	HNRPU	non_indicated
AF113018	BN	AF052120	non_indicated
AF113018	BN	NM_018678	non_indicated
AF113018	BN	PCGF3	non_indicated
AF113018	BN	NM_145303	non_indicated
AF113018	BN	AF035297	non_indicated
AF113018	BN	AK055171	non_indicated
AF113018	BN	BC029255	non_indicated
AF113018	BN	AK090595	non_indicated
AF113018	BN	hCT2308977	non_indicated
AF113018	BN	AF086049	non_indicated
Contig42306_RC	BN	HSS00348353	non_indicated
RAPGEFL1	BN	BAIAP2	non_indicated
RAPGEFL1	BN	PTK2B	non_indicated
RAPGEFL1	BN	RFPL2	non_indicated
NUAK1	BN	AB051431	non_indicated
KIFAP3	BN	NKIRAS1	non_indicated
KIFAP3	BN	EIF4A2	non_indicated
KIFAP3	BN	ATP6AP2	non_indicated
KIFAP3	BN	Contig49369_RC	non_indicated
KIFAP3	BN	C14orf44	non_indicated
KIFAP3	BN	hCT1970878.1	non_indicated
ALOX5AP	BN	RGS19	non_indicated
ALOX5AP	BN	VSIG4	non_indicated
ALOX5AP	BN	CD53	non_indicated
Contig19324_RC	BN	AF143876	non_indicated
Contig19324_RC	BN	HSS00267021	non_indicated
Contig19324_RC	BN	BC034822	non_indicated
ANKRD13D	BN	CHKB	non_indicated
ANKRD13D	BN	NM_032597	non_indicated
ANKRD13D	BN	SNORD44	non_indicated
DNAJC6	BN	NCOA7	non_indicated
DNAJC6	BN	C16orf70	non_indicated
ANXA5	BN	Contig31905_RC	non_indicated
ANXA5	BN	CASP6	non_indicated
ANXA5	BN	Contig27444_RC	non_indicated
ANXA5	BN	CASQ1	non_indicated
ANXA5	BN	GRID1	non_indicated
ANXA5	BN	SNAG1	non_indicated
ANXA5	BN	ECHDC3	non_indicated
ANXA5	BN	NM_022350	non_indicated
ANXA5	BN	AK022346	non_indicated
ANXA5	BN	SELENBP1	non_indicated
ANXA5	BN	ENPP1	non_indicated
ANXA5	BN	NM_182545	non_indicated
ANXA5	BN	NM_153031	non_indicated
ANXA5	BN	AK094519	non_indicated
ANXA5	BN	HSS00388069	non_indicated
ANXA5	BN	AF087961	non_indicated
ANXA5	BN	OR2A20P	non_indicated
ANXA5	BN	FMO2	non_indicated
ABHD6	BN	NM_016641	non_indicated
ABHD6	BN	NM_007030	non_indicated
ACSL5	BN	ELTD1	non_indicated
HBA1	BN	GPR144	non_indicated
PLXNB3	BN	ABCA2	non_indicated
Contig43481_RC	BN	DNAJC12	non_indicated
EMP1	BN	ALPK1	non_indicated
Contig43513_RC	BN	AL359582	non_indicated
BST1	BN	BPI	non_indicated
ATP6AP2	BN	PRNP	non_indicated
ATP6AP2	BN	RCN2	non_indicated
ATP6AP2	BN	EID1	non_indicated
ATP6AP2	BN	COPS4	non_indicated
ATP6AP2	BN	C4orf27	non_indicated
CNTN2	BN	PDE6B	non_indicated
CNTN2	BN	EDG8	non_indicated
CNTN2	BN	C18orf1	non_indicated
CNTN2	BN	MAP6D1	non_indicated
PLEKHH1	BN	Contig34112_RC	non_indicated
PLEKHH1	BN	BEST1	non_indicated
PLEKHH1	BN	COL4A5	non_indicated
PLEKHH1	BN	AF131815	non_indicated
PLEKHH1	BN	AK054751	non_indicated
PLEKHH1	BN	AF086394	non_indicated
PLEKHH1	BN	BC037932	non_indicated
SLC30A10	BN	PRSS35	non_indicated
GBP1	BN	STAT1	non_indicated
GBP1	BN	CXCL10	non_indicated
GBP1	BN	CXCL11	non_indicated
GBP1	BN	CXCL9	non_indicated
PIM2	BN	Contig49422_RC	non_indicated
SLC11A2	BN	Contig40149_RC	non_indicated
SLC11A2	BN	PROX1	non_indicated
SLC11A2	BN	HSS00217042	non_indicated
NM_014817	BN	GPR125	non_indicated
NM_014817	BN	SDC4	non_indicated
NM_014817	BN	PSD2	non_indicated
CTSK	BN	PDZRN3	non_indicated
Contig34471_RC	BN	AL833074	non_indicated
Contig34471_RC	BN	HSS00006881	non_indicated
Contig28226_RC	BN	MCPH1	non_indicated
ITPR1	BN	MAP9	non_indicated
ITPR1	BN	LPHN2	non_indicated
ITPR1	BN	TMEM16C	non_indicated
ITPR1	BN	ADCY1	non_indicated
FAM89A	BN	AKR1C2	non_indicated
FAM89A	BN	PAPSS2	non_indicated
FAM89A	BN	CASP7	non_indicated
FAM89A	BN	AK026079	non_indicated
FAM89A	BN	AK025217	non_indicated
PLCL1	BN	DIP2B	non_indicated
TGFBR1	BN	Contig48208_RC	non_indicated
TGFBR1	BN	P2RY5	non_indicated
NM_014445	BN	PDIA6	non_indicated
NM_014445	BN	MXD1	non_indicated
NM_014445	BN	SNX22	non_indicated
NM_014445	BN	NUDT4	non_indicated
NM_014445	BN	EFNA4	non_indicated
NM_014445	BN	ATP6V0E2	non_indicated
XK	BN	AF038190	non_indicated
XK	BN	KIAA0241	non_indicated
NIT2	BN	YEATS4	non_indicated
NIT2	BN	NDUFA5	non_indicated
NIT2	BN	CENPP	non_indicated
NIT2	BN	GUF1	non_indicated
NIT2	BN	RAD18	non_indicated
NIT2	BN	SMC2	non_indicated
MAF	BN	TRIM34	non_indicated
HSP90AB1	BN	IPPK	non_indicated
HSP90AB1	BN	AK023598	non_indicated
HSP90AB1	BN	HSP90AB6P	non_indicated
TES	BN	NM_018370	non_indicated
TES	BN	ITGA5	non_indicated
TES	BN	IL8	non_indicated
TES	BN	KLF6	non_indicated
Contig12648_RC	BN	PAH	non_indicated
PIK3CG	BN	AYTL1	non_indicated
Contig46597_RC	BN	MSI2	non_indicated
GAD2	BN	PVALB	non_indicated
GAD2	BN	Contig42274_RC	non_indicated
GAD2	BN	KIT	non_indicated
GAD2	BN	NRIP3	non_indicated
GAD2	BN	BTBD11	non_indicated
GAD2	BN	GRIK1	non_indicated
Contig41352_RC	BN	FOXN2	non_indicated
Contig41352_RC	BN	Contig35257_RC	non_indicated
Contig41352_RC	BN	NEDD1	non_indicated
DDR1	BN	C1orf198	non_indicated
STOX2	BN	KBTBD6	non_indicated
STOX2	BN	DNAJC6	non_indicated
SCAMP1	BN	KRAS	RASopathy_gene
ZDHHC8	BN	CYP2B6	non_indicated
ZDHHC8	BN	TMEM63C	non_indicated
ZDHHC8	BN	CYP2B7P1	non_indicated
ZDHHC8	BN	ICAM5	non_indicated
ZDHHC8	BN	HNRPA2B1	non_indicated
ZDHHC8	BN	PRMT8	non_indicated
CSPG2	BN	QKI	non_indicated
IGF2	BN	KRT19	non_indicated
IGF2	BN	Contig21997_RC	non_indicated
IGF2	BN	IGF2	non_indicated
IGF2	BN	SLC22A6	non_indicated
IGF2	BN	COL13A1	non_indicated
C6orf115	BN	DPP4	non_indicated
LASS6	BN	LYSMD2	non_indicated
LASS6	BN	MKX	non_indicated
USP11	BN	COG1	non_indicated
B2M	BN	HLA-C	non_indicated
RAC2	BN	PLAUR	non_indicated
RAC2	BN	SERPINA1	non_indicated
CDH5	BN	ENG	non_indicated
CDH5	BN	EDN1	non_indicated
CDH5	BN	ICAM2	non_indicated
CFI	BN	PLCE1	non_indicated
PNRC1	BN	PCDH18	non_indicated
LYZ	BN	NM_022555	non_indicated
ST6GAL2	BN	AB007979	non_indicated
SOD2	BN	LIPG	non_indicated
SOD2	BN	LTF	non_indicated
SOD2	BN	BC012029	non_indicated
SOD2	BN	TMEM149	non_indicated
SOD2	BN	FAS	non_indicated
Contig20441_RC	BN	SEC24D	non_indicated
Contig20441_RC	BN	AK057980	non_indicated
Contig20441_RC	BN	U96191	non_indicated
AB007969	BN	MID1IP1	non_indicated
AB007969	BN	PHLPP	non_indicated
AB007969	BN	LRRC1	non_indicated
AB007969	BN	PPFIBP2	non_indicated
AB007969	BN	AK022155	non_indicated
AB007969	BN	AK024385	non_indicated
AB007969	BN	AK094909	non_indicated
Contig55984_RC	BN	CP	non_indicated
Contig55984_RC	BN	HSS00223815	non_indicated
PREPL	BN	Contig45532_RC	non_indicated
PREPL	BN	TRUB1	non_indicated
DEFA3	BN	DEFA4	non_indicated
AL137364	BN	MAP2K4	non_indicated
AL137364	BN	LASS6	non_indicated
AL137364	BN	Contig9524_RC	non_indicated
AL137364	BN	Contig28098_RC	non_indicated
AL137364	BN	AK023134	non_indicated
AL137364	BN	BC037838	non_indicated
MBOAT1	BN	CPXM2	non_indicated
TGFB2	BN	GLIS3	non_indicated
TGFB2	BN	SORBS1	non_indicated
TGFB2	BN	RHPN2	non_indicated
CAMK4	BN	GPRASP1	non_indicated
IKZF1	BN	LAT2	non_indicated
IKZF1	BN	RGS19	non_indicated
IKZF1	BN	PIK3AP1	non_indicated
IKZF1	BN	CCR1	non_indicated
IKZF1	BN	CCR5	non_indicated
C3	BN	CAPG	non_indicated
Contig25861_RC	BN	Contig12803_RC	non_indicated
Contig25861_RC	BN	Contig36122_RC	non_indicated
Contig25861_RC	BN	HSS00332697	non_indicated
Contig25861_RC	BN	BC017428	non_indicated
LRRC1	BN	ANLN	non_indicated
LRRC1	BN	ZBTB10	non_indicated
LRRC1	BN	hCT1817657.2	non_indicated
Contig50272_RC	BN	NM_175853	non_indicated
Contig50272_RC	BN	hCT2255860	non_indicated
Contig50272_RC	BN	hCT1820165	non_indicated
Contig50272_RC	BN	BX487921	non_indicated
Contig48481	BN	SC5DL	non_indicated
Contig48481	BN	C7orf16	non_indicated
Contig42933_RC	BN	AL833543	non_indicated
PDE4DIP	BN	Contig40673_RC	non_indicated
PDE4DIP	BN	IFRD1	non_indicated
PDE4DIP	BN	IL17RB	non_indicated
PDE4DIP	BN	CDK2AP1	non_indicated
PDE4DIP	BN	SLC39A11	non_indicated
PDE4DIP	BN	HSS00382749	non_indicated
PDE4DIP	BN	HSS00334666	non_indicated
RELB	BN	SH2D2A	non_indicated
TRIM36	BN	AF131784	non_indicated
TRIM36	BN	AK095768	non_indicated
Contig31872_RC	BN	HGD	non_indicated
C1orf61	BN	RGS20	non_indicated
PJA2	BN	DYNLT3	non_indicated
PJA2	BN	OAT	non_indicated
PJA2	BN	CDC37L1	non_indicated
PJA2	BN	GPIAP1	non_indicated
PJA2	BN	VDAC3	non_indicated
PJA2	BN	BCAS2	non_indicated
PJA2	BN	AKAP11	non_indicated
PJA2	BN	TOMM70A	non_indicated
PJA2	BN	DHX36	non_indicated
NMI	BN	GBP1	non_indicated
NMI	BN	LAP3	non_indicated
NMI	BN	SAMD9L	non_indicated
NMI	BN	hCT2289195	non_indicated
NMI	BN	XM_103235	non_indicated
NMI	BN	SP110	non_indicated
STEAP4	BN	IGFBP4	non_indicated
STEAP4	BN	RBMS1	non_indicated
MYH7	BN	TNNT2	non_indicated
Contig41798_RC	BN	XM_210565	non_indicated
MYCBP2	BN	Contig55770_RC	non_indicated
MYCBP2	BN	NBEA	non_indicated
C2	BN	TMEM45A	non_indicated
LIMK2	BN	DUSP9	non_indicated
LIMK2	BN	Contig48944_RC	non_indicated
LIMK2	BN	AF131813	non_indicated
LIMK2	BN	ANGPTL4	non_indicated
LIMK2	BN	FAM20C	non_indicated
LIMK2	BN	NM_152451	non_indicated
AL157455	BN	HECW2	non_indicated
AL157455	BN	AK021664	non_indicated
AL157455	BN	EFHA2	non_indicated
AL157455	BN	HSS00289298	non_indicated
Contig36385_RC	BN	SREBF2	non_indicated
Contig36385_RC	BN	Contig25861_RC	non_indicated
Contig36385_RC	BN	Contig30671_RC	non_indicated
Contig36385_RC	BN	AK022789	non_indicated
AGTPBP1	BN	Contig45911_RC	non_indicated
AGTPBP1	BN	ADSS	non_indicated
AGTPBP1	BN	LANCL1	non_indicated
AGTPBP1	BN	Contig48542_RC	non_indicated
AGTPBP1	BN	AK7	non_indicated
AGTPBP1	BN	NAV3	non_indicated
AGTPBP1	BN	HSS00041590	non_indicated
AGTPBP1	BN	BF959359	non_indicated
IDS	BN	GDI1	non_indicated
IGSF9B	BN	AF052108	non_indicated
IGSF9B	BN	AF086052	non_indicated
Contig46005_RC	BN	Contig5716_RC	non_indicated
Contig46005_RC	BN	PLCL2	non_indicated
FAM13C1	BN	MYCN	non_indicated
Contig41005_RC	BN	Contig45443_RC	non_indicated
Contig41005_RC	BN	Contig60553	non_indicated
Contig41005_RC	BN	HSS00225494	non_indicated
Contig41005_RC	BN	AK091521	non_indicated
TTC12	BN	NM_032592	non_indicated
TTC12	BN	NM_173677	non_indicated
Contig44271_RC	BN	BC039411	non_indicated
CCL26	BN	CNN2	non_indicated
YWHAZ	BN	BC002770	non_indicated
YWHAZ	BN	B3GALNT1	non_indicated
CD72	BN	HEXIM1	non_indicated
HAMP	BN	PIM1	non_indicated
HAMP	BN	CISH	non_indicated
MYO1D	BN	NKX2-2	non_indicated
RIMBP2	BN	APOE	non_indicated
RIMBP2	BN	ASB2	non_indicated
RIMBP2	BN	HTR4	non_indicated
RIMBP2	BN	DGKB	non_indicated
RIMBP2	BN	AK057910	non_indicated
RIMBP2	BN	AK090710	non_indicated
NM_014074	BN	AK026818	non_indicated
NM_014074	BN	IQCK	non_indicated
SLC44A1	BN	MYOT	non_indicated
SLC44A1	BN	CDC2L6	non_indicated
SLC44A1	BN	SYNJ2	non_indicated
EIF5A	BN	ENST00000301629	non_indicated
AF019618	BN	SCAMP1	non_indicated
AF019618	BN	RAB9B	non_indicated
CCL2	BN	RGS16	non_indicated
CCL2	BN	LDLR	non_indicated
CCL2	BN	P2RY6	non_indicated
NRN1	BN	C6orf115	non_indicated
NRN1	BN	SHANK2	non_indicated
PLD3	BN	TP53BP2	non_indicated
BCL2A1	BN	MCTP2	non_indicated
Contig54076_RC	BN	CSPG2	non_indicated
Contig28164_RC	BN	AK022150	non_indicated
Contig25617_RC	BN	AK022265	non_indicated
TJP2	BN	CD44	non_indicated
TJP2	BN	PHGDH	non_indicated
TJP2	BN	PLEKHA7	non_indicated
TJP2	BN	PI16	non_indicated
CCL3	BN	CCL3L3	non_indicated
CYP1B1	BN	PLA2G2A	non_indicated
CYP1B1	BN	HTRA3	non_indicated
HISPPD2A	BN	HSS00023265	non_indicated
ITGB1	BN	SHE	non_indicated
ITGB1	BN	P2RY5	non_indicated
ITGB1	BN	DPYD	non_indicated
MTA3	BN	TAF7L	non_indicated
CTH	BN	C12orf29	non_indicated
CTH	BN	MDGA1	non_indicated
CTH	BN	XM_210610	non_indicated
ELF4	BN	TIMP2	non_indicated
CRABP2	BN	CLIC3	non_indicated
CRABP2	BN	TP53I11	non_indicated
CRABP2	BN	EGFL6	non_indicated
CRABP2	BN	NM_203422	non_indicated
SLC8A1	BN	C6orf115	non_indicated
ISG15	BN	MX1	non_indicated
LRRC49	BN	DDX1	non_indicated
LRRC49	BN	NPFF	non_indicated
Contig28712_RC	BN	LILRB5	non_indicated
Contig28712_RC	BN	SLC6A20	non_indicated
Contig60553	BN	Contig45464_RC	non_indicated
HIST1H1C	BN	HIST2H2BE	non_indicated
RNASE1	BN	ADSSL1	non_indicated
RNASE1	BN	LGALS3BP	non_indicated
FLI1	BN	CD34	non_indicated
FLI1	BN	PLCG2	non_indicated
FLI1	BN	CYYR1	non_indicated
FLI1	BN	CXorf36	non_indicated
FLI1	BN	AK090811	non_indicated
TSC22D3	BN	IGFBP3	non_indicated
NM_006009	BN	XM_063552	non_indicated
IL17RB	BN	TPD52L1	non_indicated
IL17RB	BN	Contig753_RC	non_indicated
IL17RB	BN	RANBP3L	non_indicated
TCN2	BN	RNPEP	non_indicated
GYPC	BN	SLC15A3	non_indicated
GYPC	BN	HSS00252834	non_indicated
GPR109B	BN	MME	non_indicated
GPR109B	BN	GPR109A	non_indicated
LPHN2	BN	CNTN3	non_indicated
LPHN2	BN	PLXNB3	non_indicated
LPHN2	BN	FAM13A1	non_indicated
LPHN2	BN	NM_175856	non_indicated
LRP2	BN	PXK	non_indicated
LRP2	BN	IGSF11	non_indicated
DUSP5	BN	SELE	non_indicated
C15orf23	BN	KLKB1	non_indicated
C15orf23	BN	D83543	non_indicated
NM_014731	BN	KCNH2	non_indicated
NM_014731	BN	CITED2	non_indicated
MAP3K9	BN	AF038185	non_indicated
MAP3K9	BN	AB007863	non_indicated
MAP3K9	BN	PTPN20A	non_indicated
MAP3K9	BN	NM_199345	non_indicated
PLXNA1	BN	CAMK2N1	non_indicated
GLUL	BN	PPP1R3C	non_indicated
CD47	BN	RUFY3	non_indicated
CD47	BN	BAI3	non_indicated
CD47	BN	MTX2	non_indicated
CD47	BN	ZNF304	non_indicated
CD47	BN	AK023572	non_indicated
Contig49175_RC	BN	Contig38493_RC	non_indicated
Contig49175_RC	BN	KIAA1107	non_indicated
Contig49175_RC	BN	Contig42962_RC	non_indicated
ACTG2	BN	CNN1	non_indicated
ACTG2	BN	COL4A2	non_indicated
SIDT1	BN	MAL2	non_indicated
SIDT1	BN	SLC16A14	non_indicated
SIDT1	BN	BC027906	non_indicated
ITGB8	BN	AL157504	non_indicated
FBXL17	BN	BC040634	non_indicated
PTPRD	BN	Contig46881_RC	non_indicated
PTPRD	BN	GPR137C	non_indicated
GNAI1	BN	RAB33A	non_indicated
GNAI1	BN	PLCL1	non_indicated
GNAI1	BN	TMEFF2	non_indicated
GNAI1	BN	RAPGEF5	non_indicated
GNAI1	BN	SQLE	non_indicated
GNAI1	BN	NM_017694	non_indicated
GNAI1	BN	PDE1C	non_indicated
GNAI1	BN	HSS00257342	non_indicated
GPR158	BN	KCNJ3	non_indicated
GPR158	BN	KCNK1	non_indicated
GPR158	BN	Contig47441_RC	non_indicated
GPR158	BN	PPM2C	non_indicated
GPR158	BN	KHDRBS2	non_indicated
GPR158	BN	AK058066	non_indicated
GPR158	BN	hCT1830223.1	non_indicated
FGF2	BN	Contig32084_RC	non_indicated
FGF2	BN	FSTL1	non_indicated
AL050061	BN	CTHRC1	non_indicated
AL050061	BN	AK023883	non_indicated
AL050061	BN	RSHL3	non_indicated
AL050061	BN	NM_175897	non_indicated
AL050061	BN	AK096780	non_indicated
LSM11	BN	PRKAR2B	non_indicated
LSM11	BN	Contig42253_RC	non_indicated
LSM11	BN	XK	non_indicated
LSM11	BN	RP11-130N24.1	non_indicated
LSM11	BN	YPEL5	non_indicated
Contig53223	BN	Contig42006_RC	non_indicated
Contig53223	BN	AK056930	non_indicated
NM_018723	BN	KCNA1	non_indicated
LUZP1	BN	RFPL3	non_indicated
LUZP1	BN	RFPL2	non_indicated
Contig32084_RC	BN	PTCHD1	non_indicated
HIVEP2	BN	ZNF238	non_indicated
HIVEP2	BN	CRYBB2	non_indicated
HIVEP2	BN	GRHL1	non_indicated
HIVEP2	BN	ADCYAP1	non_indicated
HIVEP2	BN	DKK1	non_indicated
HIVEP2	BN	C3orf28	non_indicated
HIVEP2	BN	HDAC9	non_indicated
HIVEP2	BN	XM_209737	non_indicated
FDFT1	BN	ASB2	non_indicated
CRYAB	BN	CA4	non_indicated
CRYAB	BN	HIST2H2BE	non_indicated
CRYAB	BN	HSS00048926	non_indicated
CRYAB	BN	HTATIP2	non_indicated
Contig26141_RC	BN	SV2C	non_indicated
CAB39L	BN	WDR64	non_indicated
Contig48076_RC	BN	TSPAN13	non_indicated
Contig48076_RC	BN	NM_015980	non_indicated
Contig48076_RC	BN	PFTK1	non_indicated
Contig48076_RC	BN	CDH9	non_indicated
