Gene	Status
PDE11A	non_indicated
SASH3	non_indicated
LINC00342	non_indicated
DOT1L	non_indicated
PATL2	non_indicated
IGHA1	non_indicated
CARS	non_indicated
U2SURP	non_indicated
IL6R	non_indicated
ENO1	non_indicated
ENO2	non_indicated
ENO3	non_indicated
SYCP3	non_indicated
TAOK2	non_indicated
TAOK3	non_indicated
CNOT6L	non_indicated
LLGL2	non_indicated
SLC22A18	non_indicated
ACOX2	non_indicated
ACOX3	non_indicated
ACOX1	non_indicated
OIP5-AS1	non_indicated
LOC728613	non_indicated
CFD	non_indicated
OBSCN	non_indicated
PTK2	non_indicated
PTK6	non_indicated
PRKAA1	non_indicated
ITGB3BP	non_indicated
MCL1	non_indicated
SORBS1	non_indicated
SORBS3	non_indicated
SORBS2	non_indicated
ODC1	non_indicated
SCARA3	non_indicated
IL18RAP	non_indicated
SCARA5	non_indicated
ATG16L2	non_indicated
EOMES	non_indicated
C3orf32	non_indicated
ARHGDIB	non_indicated
ARHGDIA	non_indicated
NANP	non_indicated
C3orf38	non_indicated
ENDOG	non_indicated
AP2S1	non_indicated
TANC2	non_indicated
CES1	non_indicated
C15orf63	non_indicated
CES3	non_indicated
CES2	non_indicated
KBTBD12	non_indicated
ADORA3	non_indicated
SCG5	non_indicated
FFAR2	non_indicated
KDM8	non_indicated
BDH2	non_indicated
MDP1	non_indicated
DDX21	non_indicated
DDX20	non_indicated
DDX24	non_indicated
GULP1	non_indicated
LOC100505696	non_indicated
ZNF91	non_indicated
ZNF92	non_indicated
ZNF93	non_indicated
SAC3D1	non_indicated
FLVCR1	non_indicated
FKBP15	non_indicated
UBE2J1	non_indicated
FKBP10	non_indicated
RAB3IP	non_indicated
TBX21	non_indicated
FAM3B	non_indicated
FAM3C	non_indicated
FBXO16	non_indicated
FBXO17	non_indicated
AFF1	non_indicated
FAM153A	non_indicated
RNPEPL1	non_indicated
PLA2G6	non_indicated
PLA2G7	non_indicated
MARCKS	non_indicated
ERBB2	non_indicated
ERBB3	non_indicated
CCDC75	non_indicated
SHC2	non_indicated
SHC3	non_indicated
FPR1	non_indicated
FPR2	non_indicated
FPR3	non_indicated
CCDC78	non_indicated
PRAC	non_indicated
FOXH1	non_indicated
TMEM107	non_indicated
SMPDL3A	non_indicated
SPEN	non_indicated
FKBP1B	non_indicated
FKBP1A	non_indicated
LOC100233156	non_indicated
LOC100506639	non_indicated
FBLIM1	non_indicated
LOC285835	non_indicated
GDA	non_indicated
AHNAK	non_indicated
PPP1R9A	non_indicated
NT5E	non_indicated
LOC100288911	non_indicated
MAP1A	non_indicated
MAP1B	non_indicated
UNC5B	non_indicated
UNC5D	non_indicated
LINC00597	non_indicated
FRMD6	non_indicated
PKNOX1	non_indicated
PKNOX2	non_indicated
FRMD3	non_indicated
LOC100652886	non_indicated
GNAQ	non_indicated
GNAS	non_indicated
MED13L	non_indicated
PTCD3	non_indicated
LBX2-AS1	non_indicated
GNAL	non_indicated
HLTF	non_indicated
AGFG2	non_indicated
AGFG1	non_indicated
DPF3	non_indicated
ASNA1	non_indicated
KRT2	non_indicated
FST	non_indicated
DACT1	non_indicated
VPS41	non_indicated
BCAP29	non_indicated
TMCC1	non_indicated
TMCC3	non_indicated
MGC23284	non_indicated
NAALAD2	non_indicated
NMNAT1	non_indicated
EPB41L1	non_indicated
PPCDC	non_indicated
EPB41L3	non_indicated
EPB41L2	non_indicated
EPB41L5	non_indicated
LOC100506124	non_indicated
ACSS2	non_indicated
KIDINS220	non_indicated
SLC43A3	non_indicated
FAM72A	non_indicated
DFNA5	non_indicated
TAGAP	non_indicated
RRP36	non_indicated
LOC158402	non_indicated
WNT3	non_indicated
LRRN3	non_indicated
PPP1R15A	non_indicated
CNTNAP2	non_indicated
GPAA1	non_indicated
TREML4	non_indicated
RECK	non_indicated
INSC	non_indicated
TYRP1	non_indicated
GPRIN2	non_indicated
GPRIN3	non_indicated
GPRIN1	non_indicated
ROGDI	non_indicated
SPDYE2	non_indicated
INSR	non_indicated
RUNX1T1	non_indicated
HIST2H2BE	non_indicated
ZNF813	non_indicated
SPTBN5	non_indicated
SPTBN1	non_indicated
ZNF814	non_indicated
HOXA11-AS	non_indicated
KLF12	non_indicated
KLF11	non_indicated
TFAP2A	non_indicated
TFAP2C	non_indicated
LOC100129069	non_indicated
SLC44A1	non_indicated
SLC44A2	non_indicated
SLC44A3	non_indicated
SLC44A4	non_indicated
SLC44A5	non_indicated
ZBTB7C	non_indicated
MSI2	non_indicated
PCNP	non_indicated
PCNT	non_indicated
PCNX	non_indicated
UTY	non_indicated
ENGASE	non_indicated
SAMHD1	non_indicated
KLK1	non_indicated
RPA1	non_indicated
ANKFN1	non_indicated
TENC1	non_indicated
CXorf40A	non_indicated
REC8	non_indicated
COQ9	non_indicated
C1S	non_indicated
C1R	non_indicated
COQ7	non_indicated
LOC100506802	non_indicated
ILF3	non_indicated
FAM198B	non_indicated
ZRANB3	non_indicated
WARS2	non_indicated
FAM132A	non_indicated
HBB	non_indicated
CHMP2B	non_indicated
MUC20	non_indicated
BOK	non_indicated
ATP9A	non_indicated
LOC100653017	non_indicated
BOC	non_indicated
RREB1	non_indicated
TPX2	non_indicated
LOC283788	non_indicated
WWC3	non_indicated
WWC1	non_indicated
INPP4B	non_indicated
WHSC1L1	non_indicated
MICAL1	non_indicated
MICAL2	non_indicated
MICAL3	non_indicated
PHC1	non_indicated
GPR107	non_indicated
MFAP3L	non_indicated
ZNF367	non_indicated
DCP2	non_indicated
PRF1	non_indicated
MGMT	non_indicated
MGC40069	non_indicated
LOC399753	non_indicated
TRNP1	non_indicated
H2AFV	non_indicated
H2AFX	non_indicated
H2AFY	non_indicated
RNF8	non_indicated
NCAPG2	non_indicated
LRRC69	non_indicated
CLTA	non_indicated
PPP1R21	non_indicated
CLTC	non_indicated
CLTB	non_indicated
DPEP1	non_indicated
DPEP2	non_indicated
LOC100507047	non_indicated
NMD3	non_indicated
C7orf31	non_indicated
NLRX1	non_indicated
GLIPR1	non_indicated
PCOLCE	non_indicated
LOC100505915	non_indicated
FAM118B	non_indicated
ZCCHC24	non_indicated
SRPRB	non_indicated
PRSS2	non_indicated
MAVS	non_indicated
KCP	non_indicated
ACTR8	non_indicated
GCFC1-AS1	non_indicated
ACTR3	non_indicated
ACTR2	non_indicated
CLUAP1	non_indicated
CPXM2	non_indicated
GGT5	non_indicated
PDE3B	non_indicated
ADNP	non_indicated
CNR1	non_indicated
POLDIP3	non_indicated
GP1BA	non_indicated
HM13	non_indicated
RAPGEFL1	non_indicated
ALDH18A1	non_indicated
ICOS	non_indicated
HHEX	non_indicated
TGS1	non_indicated
ABI3BP	non_indicated
IDUA	non_indicated
SLC40A1	non_indicated
ZNF592	non_indicated
ZNF593	non_indicated
PITPNM3	non_indicated
ADAM10	non_indicated
LOC100289251	non_indicated
LOC100289255	non_indicated
ADAM17	non_indicated
ADAM19	non_indicated
CPNE8	non_indicated
MMP25	non_indicated
CPNE3	non_indicated
CPNE2	non_indicated
CPNE5	non_indicated
DNMT3A	non_indicated
U2AF1L4	non_indicated
SNRPN	non_indicated
GDE1	non_indicated
SHANK3	non_indicated
SHANK2	non_indicated
PLAC8L1	non_indicated
UCP2	non_indicated
GPR65	non_indicated
SALL1	non_indicated
DTWD1	non_indicated
ZDHHC14	non_indicated
ZDHHC11	non_indicated
ZDHHC13	non_indicated
PCSK1	non_indicated
PCSK7	non_indicated
PCSK5	non_indicated
DUSP28	non_indicated
HIPK2	non_indicated
IFT27	non_indicated
NAPG	non_indicated
ESPL1	non_indicated
C3orf15	non_indicated
C3orf14	non_indicated
YAF2	non_indicated
LARP1	non_indicated
LARP4	non_indicated
LARP7	non_indicated
USP46-AS1	non_indicated
COL15A1	non_indicated
TC2N	non_indicated
DDX41	non_indicated
FDFT1	non_indicated
ZNF177	non_indicated
LOC401321	non_indicated
PTER	non_indicated
LMLN	non_indicated
ZGPAT	non_indicated
PLTP	non_indicated
EIF5A2	non_indicated
TMEM45B	non_indicated
LGR5	non_indicated
LGR4	non_indicated
CDKN1C	non_indicated
UBE2D3	non_indicated
UBE2D1	non_indicated
MLL3	non_indicated
MLL2	non_indicated
SETBP1	non_indicated
MLL5	non_indicated
EDNRA	non_indicated
EDNRB	non_indicated
APOD	non_indicated
APOE	non_indicated
APOB	non_indicated
FARSB	non_indicated
APOM	non_indicated
LOC643529	non_indicated
FAM151A	non_indicated
NFIL3	non_indicated
REG3G	non_indicated
TMEM125	non_indicated
FRAS1	non_indicated
GAPVD1	non_indicated
CCDC58	non_indicated
C9orf72	non_indicated
TMEM129	non_indicated
NUFIP1	non_indicated
PREPL	non_indicated
CABP7	non_indicated
CABP4	non_indicated
LOC654433	non_indicated
SLC35B3	non_indicated
