Gene	Status
C19orf21	non_indicated
C19orf24	non_indicated
SMOC2	non_indicated
NR1D2	non_indicated
MYBL2	non_indicated
ZNF7	non_indicated
TIPIN	non_indicated
LOC100132287	non_indicated
ZAP70	non_indicated
SYNDIG1	non_indicated
CDC5L	non_indicated
RAC2	non_indicated
RAC3	non_indicated
VCL	non_indicated
PBX2	non_indicated
PBX3	non_indicated
PBX1	non_indicated
BCL6	non_indicated
BNIP3L	non_indicated
NSUN3	non_indicated
TUBG2	non_indicated
TARP	non_indicated
FAM108B1	non_indicated
RAD9A	non_indicated
ERGIC1	non_indicated
CLEC14A	non_indicated
CLU	non_indicated
SPG20	non_indicated
CDX1	non_indicated
DLGAP5	non_indicated
MBNL1	non_indicated
MBNL2	non_indicated
MBNL3	non_indicated
NPEPL1	non_indicated
A1BG	non_indicated
PLK2	non_indicated
OIP5	non_indicated
CLCN3	non_indicated
CLCN2	non_indicated
CLCN6	non_indicated
CLCN5	non_indicated
BRD8	non_indicated
RRN3P2	non_indicated
BRD4	non_indicated
BRD1	non_indicated
BRD2	non_indicated
DOLPP1	non_indicated
DNAJA1	non_indicated
DNAJA4	non_indicated
PTPN12	non_indicated
PTPN11	RASopathy_gene
MYCBP	non_indicated
UTRN	non_indicated
LYAR	non_indicated
CH25H	non_indicated
C16orf74	non_indicated
CSF2RA	non_indicated
DMD	non_indicated
MRPL23	non_indicated
GAB2	non_indicated
GAB3	non_indicated
LOC100506844	non_indicated
GAB1	non_indicated
HABP4	non_indicated
C2orf82	non_indicated
C2orf88	non_indicated
NDRG2	non_indicated
SRSF5	non_indicated
SRSF1	non_indicated
MSMP	non_indicated
MZB1	non_indicated
LOC100128252	non_indicated
RAPH1	non_indicated
VIL1	non_indicated
DNAJB14	non_indicated
RNF138	non_indicated
RNF139	non_indicated
GID4	non_indicated
CISD3	non_indicated
CISD1	non_indicated
SUPT20H	non_indicated
MRC1	non_indicated
TSHZ1	non_indicated
CHML	non_indicated
VILL	non_indicated
ZNF580	non_indicated
TIPARP	non_indicated
ZNF587	non_indicated
ASUN	non_indicated
HAPLN1	non_indicated
PSD	non_indicated
CAMKK1	non_indicated
HOXA9	non_indicated
ARHGAP5-AS1	non_indicated
MYO1G	non_indicated
MYO1F	non_indicated
MYO1E	non_indicated
MYO1D	non_indicated
MYO1B	non_indicated
MYO1A	non_indicated
DENND6B	non_indicated
PGBD2	non_indicated
CTPS2	non_indicated
CTPS1	non_indicated
LGALSL	non_indicated
HOXA10	non_indicated
PPIAL4A	non_indicated
FAM160B1	non_indicated
HIST2H2AA3	non_indicated
HIST2H2AA4	non_indicated
SRC	non_indicated
NEMF	non_indicated
ZNF326	non_indicated
TSSK3	non_indicated
ZNF322	non_indicated
FAM214A	non_indicated
SRI	non_indicated
ZNF329	non_indicated
SRM	non_indicated
LGALS3	non_indicated
LGALS2	non_indicated
LGALS1	non_indicated
LGALS4	non_indicated
AKIRIN1	non_indicated
EIF2AK3	non_indicated
EIF2AK2	non_indicated
EIF2AK4	non_indicated
NMB	non_indicated
MYO19	non_indicated
AVPI1	non_indicated
ASAP1	non_indicated
ASAP2	non_indicated
MYO10	non_indicated
OCRL	non_indicated
PLAUR	non_indicated
HILPDA	non_indicated
LRRC26	non_indicated
KIAA1522	non_indicated
KIAA1033	non_indicated
LPGAT1	non_indicated
LRRC28	non_indicated
GCNT4	non_indicated
GCNT1	non_indicated
GCNT3	non_indicated
GCNT2	non_indicated
C14orf132	non_indicated
LPCAT2	non_indicated
LPCAT3	non_indicated
LPCAT1	non_indicated
KRT20	non_indicated
PIGA	non_indicated
PIGB	non_indicated
PIGG	non_indicated
PIGK	non_indicated
PIGL	non_indicated
PIGO	non_indicated
TMEM194A	non_indicated
PIGR	non_indicated
PIGW	non_indicated
PIGZ	non_indicated
TAGLN	non_indicated
TAX1BP1	non_indicated
RHPN1	non_indicated
CSNK1G3	non_indicated
SRRM1	non_indicated
SRRM2	non_indicated
PDK1	non_indicated
RGL1	non_indicated
PDK3	non_indicated
PDK2	non_indicated
PDK4	non_indicated
LNPEP	non_indicated
ALPI	non_indicated
SEC61A2	non_indicated
ALPL	non_indicated
PTGS1	non_indicated
RGL2	non_indicated
OGFRL1	non_indicated
ZFAND4	non_indicated
ZFAND3	non_indicated
ZFAND1	non_indicated
MYO5B	non_indicated
PLVAP	non_indicated
SLC39A13	non_indicated
SLC39A10	non_indicated
LOC96610	non_indicated
SLC39A14	non_indicated
CEP120	non_indicated
CTAGE11P	non_indicated
RSBN1	non_indicated
ARHGAP23	non_indicated
ARHGAP22	non_indicated
ARHGAP21	non_indicated
ARHGAP27	non_indicated
ARHGAP26	non_indicated
ARHGAP25	non_indicated
ARHGAP24	non_indicated
DDIT4	non_indicated
NKRF	non_indicated
MYSM1	non_indicated
ATG2A	non_indicated
ATG2B	non_indicated
BMP5	non_indicated
BMP4	non_indicated
BMP3	non_indicated
BMP2	non_indicated
BMP1	non_indicated
DR1	non_indicated
RLIM	non_indicated
PCGF6	non_indicated
ASF1A	non_indicated
GOLGA8A	non_indicated
GOLGA8B	non_indicated
RASSF3	non_indicated
RASSF2	non_indicated
RASSF5	non_indicated
RASSF4	non_indicated
RASSF7	non_indicated
RASSF6	non_indicated
LPPR2	non_indicated
RSAD2	non_indicated
CHD1	non_indicated
CHD3	non_indicated
CHD2	non_indicated
CHD4	non_indicated
CHD7	non_indicated
ATP8B2	non_indicated
CHD9	non_indicated
CHD8	non_indicated
NPC1	non_indicated
MRC2	non_indicated
LINC00324	non_indicated
TTC5	non_indicated
C3orf58	non_indicated
RAB3GAP2	non_indicated
IL4R	non_indicated
BHLHA15	non_indicated
RAB3GAP1	non_indicated
C3orf52	non_indicated
TTC8	non_indicated
CAPS	non_indicated
DAG1	non_indicated
CHDH	non_indicated
EFHC1	non_indicated
CAPG	non_indicated
ETHE1	non_indicated
ABCG1	non_indicated
ABCG2	non_indicated
PRDM15	non_indicated
ABCG5	non_indicated
PRDM10	non_indicated
PLSCR1	non_indicated
ABCG8	non_indicated
HNF4G	non_indicated
HNF4A	non_indicated
SPC25	non_indicated
MS4A6E	non_indicated
MPZ	non_indicated
MCPH1	non_indicated
KDM1B	non_indicated
SLC36A4	non_indicated
KRIT1	non_indicated
SRGAP2D	non_indicated
HLX	non_indicated
QRSL1	non_indicated
FCER1G	non_indicated
AKR1B10	non_indicated
BTG2	non_indicated
BTG1	non_indicated
SLA2	non_indicated
C4orf32	non_indicated
SRD5A1	non_indicated
HELLS	non_indicated
AKAP17A	non_indicated
FAM49A	non_indicated
FAM49B	non_indicated
ZFP36L1	non_indicated
ZFP36L2	non_indicated
C10orf99	non_indicated
GGA3	non_indicated
GGA2	non_indicated
C15orf48	non_indicated
FHOD1	non_indicated
ADH6	non_indicated
PKD2	non_indicated
PKD1	non_indicated
ZNF138	non_indicated
NUAK2	non_indicated
PRKACB	non_indicated
STAMBPL1	non_indicated
ZNF131	non_indicated
ZNF134	non_indicated
ZNF136	non_indicated
FAM195A	non_indicated
HDHD3	non_indicated
TUG1	non_indicated
RMI1	non_indicated
RMI2	non_indicated
SNORD22	non_indicated
KCNK5	non_indicated
TRAT1	non_indicated
MLH3	non_indicated
KCNK1	non_indicated
CRY2	non_indicated
LTN1	non_indicated
NACC2	non_indicated
VPS13D	non_indicated
VPS13A	non_indicated
SH3KBP1	non_indicated
VPS13C	non_indicated
VPS13B	non_indicated
BEX2	non_indicated
KIAA0556	non_indicated
SCAF11	non_indicated
NUP160	non_indicated
ELTD1	non_indicated
TMEM160	non_indicated
TMEM163	non_indicated
TMEM165	non_indicated
TMEM164	non_indicated
EVI2A	non_indicated
TMEM168	non_indicated
EVI2B	non_indicated
REPIN1	non_indicated
NICN1	non_indicated
COX4I2	non_indicated
COL14A1	non_indicated
GNA14	non_indicated
GNA15	non_indicated
GNA12	non_indicated
KLHDC8B	non_indicated
GNA11	non_indicated
SH2B2	non_indicated
PRKAR1A	non_indicated
TAP1	non_indicated
IFFO2	non_indicated
MFGE8	non_indicated
IL6ST	non_indicated
SBF1	non_indicated
SBF2	non_indicated
DBN1	non_indicated
OGDH	non_indicated
CDC73	non_indicated
C11orf35	non_indicated
C11orf30	non_indicated
LMBRD2	non_indicated
WEE1	non_indicated
SRFBP1	non_indicated
AAED1	non_indicated
MACROD1	non_indicated
ZBTB33	non_indicated
AKAP5	non_indicated
AKAP7	non_indicated
AKAP1	non_indicated
AKAP2	non_indicated
EIF2D	non_indicated
AKAP9	non_indicated
EIF2A	non_indicated
TUBE1	non_indicated
SMC1A	non_indicated
RRP1B	non_indicated
LOC730183	non_indicated
DKFZP686I15217	non_indicated
HSP90B1	non_indicated
KRR1	non_indicated
FAM64A	non_indicated
TMEM132A	non_indicated
CETN3	non_indicated
CCL28	non_indicated
FAM92A1	non_indicated
CCL21	non_indicated
CCL23	non_indicated
CCL22	non_indicated
CCL25	non_indicated
ALPK1	non_indicated
TMEM91	non_indicated
UCK2	non_indicated
PHRF1	non_indicated
MAP3K8	non_indicated
CSNK1A1	non_indicated
MB	non_indicated
CAMSAP2	non_indicated
CAMSAP3	non_indicated
CAMSAP1	non_indicated
DNAJC2	non_indicated
DNAJC3	non_indicated
RRP12	non_indicated
SLC18A2	non_indicated
GOSR1	non_indicated
SLC23A3	non_indicated
SPHK2	non_indicated
RAP1A	non_indicated
MAP3K7	non_indicated
ZNF839	non_indicated
SLC23A2	non_indicated
SNORA63	non_indicated
LRIF1	non_indicated
FAM91A1	non_indicated
ACAT1	non_indicated
ATOH1	non_indicated
LIMD2	non_indicated
MARVELD3	non_indicated
LDLR	non_indicated
IL2RA	non_indicated
IL2RB	non_indicated
SLC17A8	non_indicated
TPCN1	non_indicated
TPCN2	non_indicated
IL2RG	non_indicated
SLC17A4	non_indicated
ZFYVE28	non_indicated
UBFD1	non_indicated
C16orf52	non_indicated
CDK5RAP3	non_indicated
TRPV2	non_indicated
C16orf54	non_indicated
C16orf55	non_indicated
ITCH	non_indicated
ERC1	non_indicated
CTSK	non_indicated
PRKCDBP	non_indicated
COBLL1	non_indicated
SLC37A2	non_indicated
SLC37A3	non_indicated
CDK18	non_indicated
CDK19	non_indicated
TOB1	non_indicated
ZNF200	non_indicated
SLC37A4	non_indicated
TOB2	non_indicated
CDK12	non_indicated
CDK13	non_indicated
CDK10	non_indicated
TMEM255B	non_indicated
CDK14	non_indicated
GPR126	non_indicated
GPR124	non_indicated
NEO1	non_indicated
GZF1	non_indicated
ATP6V1B2	non_indicated
GPR128	non_indicated
ZNF302	non_indicated
KRT8P41	non_indicated
P2RY8	non_indicated
FAM216A	non_indicated
MMP28	non_indicated
STS	non_indicated
P2RY2	non_indicated
MMP24	non_indicated
P2RY1	non_indicated
P2RY6	non_indicated
MTERFD2	non_indicated
MTERFD1	non_indicated
IGLL5	non_indicated
HVCN1	non_indicated
RND1	non_indicated
RND3	non_indicated
HDAC11	non_indicated
PPP3CC	non_indicated
LIF	non_indicated
OMA1	non_indicated
LRRC41	non_indicated
LRRC40	non_indicated
NPY6R	non_indicated
MMP23A	non_indicated
B3GNT5	non_indicated
B3GNT6	non_indicated
B3GNT7	non_indicated
B3GNT2	non_indicated
B3GNT3	non_indicated
GPATCH2	non_indicated
B3GNT8	non_indicated
B3GNT9	non_indicated
PWWP2B	non_indicated
PWWP2A	non_indicated
BIK	non_indicated
FGFR1	non_indicated
GINM1	non_indicated
CXCL1	non_indicated
TBCCD1	non_indicated
DAAM1	non_indicated
DAAM2	non_indicated
CCDC152	non_indicated
TUFT1	non_indicated
DZIP3	non_indicated
MTCH2	non_indicated
FN1	non_indicated
SYT7	non_indicated
CXCL9	non_indicated
MEP1A	non_indicated
MEP1B	non_indicated
TASP1	non_indicated
PCED1A	non_indicated
PCED1B	non_indicated
FUBP3	non_indicated
FUBP1	non_indicated
LOC100133331	non_indicated
NCSTN	non_indicated
41528	non_indicated
CEP104	non_indicated
41521	non_indicated
41523	non_indicated
41525	non_indicated
41527	non_indicated
YJEFN3	non_indicated
SAP30	non_indicated
NBL1	non_indicated
TCP11L2	non_indicated
ATP5D	non_indicated
MANSC1	non_indicated
C1orf54	non_indicated
FDCSP	non_indicated
FCF1	non_indicated
GPR97	non_indicated
CHCHD10	non_indicated
ATM	non_indicated
C17orf103	non_indicated
C17orf100	non_indicated
ATR	non_indicated
ADAM33	non_indicated
SMPD3	non_indicated
FLJ31306	non_indicated
LINC00341	non_indicated
TTC27	non_indicated
PATL2	non_indicated
TTC22	non_indicated
PATL1	non_indicated
PODXL2	non_indicated
U2SURP	non_indicated
ENO2	non_indicated
ENO3	non_indicated
TAOK1	non_indicated
TAOK2	non_indicated
TAOK3	non_indicated
USP30-AS1	non_indicated
LLGL2	non_indicated
SLC22A18	non_indicated
LLGL1	non_indicated
ACOX2	non_indicated
SLC22A17	non_indicated
ACOX1	non_indicated
OIP5-AS1	non_indicated
CFD	non_indicated
PTK2	non_indicated
PTK7	non_indicated
PTK6	non_indicated
RABGAP1	non_indicated
PRKAA1	non_indicated
RCSD1	non_indicated
MCL1	non_indicated
SORBS1	non_indicated
SORBS3	non_indicated
SORBS2	non_indicated
ODC1	non_indicated
SCARA3	non_indicated
IL18RAP	non_indicated
SCARA5	non_indicated
ATG16L2	non_indicated
ARHGDIB	non_indicated
USH1C	non_indicated
NANS	non_indicated
MATN2	non_indicated
TANC1	non_indicated
AP2S1	non_indicated
C15orf62	non_indicated
CES3	non_indicated
EBF4	non_indicated
KBTBD11	non_indicated
FFAR2	non_indicated
KDM8	non_indicated
HBA2	non_indicated
BDH2	non_indicated
BDH1	non_indicated
DDX21	non_indicated
DDX20	non_indicated
DDX24	non_indicated
GULP1	non_indicated
ZNF91	non_indicated
ZNF92	non_indicated
FLVCR2	non_indicated
FLVCR1	non_indicated
FKBP15	non_indicated
UBE2J1	non_indicated
FKBP10	non_indicated
RAB3IP	non_indicated
FAM3B	non_indicated
FBXO11	non_indicated
FAM3D	non_indicated
AFF1	non_indicated
TRUB1	non_indicated
CARD9	non_indicated
PARD6A	non_indicated
CLK2P	non_indicated
PLA2G7	non_indicated
GDPGP1	non_indicated
ERBB2	non_indicated
CCDC77	non_indicated
PEX26	non_indicated
LOC729176	non_indicated
FPR1	non_indicated
GALNT5	non_indicated
FPR3	non_indicated
SMPDL3B	non_indicated
SMPDL3A	non_indicated
TRANK1	non_indicated
SPEN	non_indicated
SPEG	non_indicated
MANEAL	non_indicated
GDA	non_indicated
AHNAK	non_indicated
LGALS9C	non_indicated
LGALS9B	non_indicated
ZNF720	non_indicated
FRMD8	non_indicated
CCP110	non_indicated
FRMD6	non_indicated
FRMD1	non_indicated
FRMD3	non_indicated
GNAQ	non_indicated
MED13L	non_indicated
PTCD3	non_indicated
LBX2-AS1	non_indicated
LOC283070	non_indicated
GNAL	non_indicated
HLTF	non_indicated
AGFG2	non_indicated
LOC341056	non_indicated
CRYGS	non_indicated
KRT8	non_indicated
DACT1	non_indicated
DACT3	non_indicated
VPS41	non_indicated
BCAP29	non_indicated
TMCC1	non_indicated
TMCC3	non_indicated
SDR42E1	non_indicated
EPB41L1	non_indicated
EPB41L3	non_indicated
EPB41L2	non_indicated
EPB41L5	non_indicated
ACSS2	non_indicated
ACSS1	non_indicated
KIDINS220	non_indicated
PLEKHM1	non_indicated
PLEKHM2	non_indicated
VPS4B	non_indicated
GMEB1	non_indicated
SLC43A3	non_indicated
SLC43A2	non_indicated
DFNA5	non_indicated
LOC100506123	non_indicated
WNT4	non_indicated
PPP1R15A	non_indicated
DCAF10	non_indicated
PALB2	non_indicated
RECK	non_indicated
SNORA44	non_indicated
SNORA40	non_indicated
GPRIN2	non_indicated
GPRIN3	non_indicated
HIST2H2BC	non_indicated
INSR	non_indicated
ZNF816	non_indicated
SPTBN1	non_indicated
ZNF814	non_indicated
KLF13	non_indicated
FAM13A-AS1	non_indicated
KLF11	non_indicated
LEPRE1	non_indicated
GBE1	non_indicated
SLC44A1	non_indicated
SLC44A2	non_indicated
ZBTB7A	non_indicated
ZBTB7C	non_indicated
ZBTB7B	non_indicated
MSI2	non_indicated
PCNP	non_indicated
PCNT	non_indicated
PCNX	non_indicated
MRPL39	non_indicated
SAMHD1	non_indicated
FAM69B	non_indicated
TENC1	non_indicated
NDUFS1	non_indicated
REC8	non_indicated
NDUFS6	non_indicated
C1S	non_indicated
C1R	non_indicated
FAM198B	non_indicated
ZRANB1	non_indicated
ZRANB2	non_indicated
FAM132A	non_indicated
HBB	non_indicated
CHMP2B	non_indicated
MUC20	non_indicated
ATP9A	non_indicated
BOC	non_indicated
RREB1	non_indicated
TPX2	non_indicated
DENND2A	non_indicated
DENND2D	non_indicated
WWC3	non_indicated
PPT1	non_indicated
WWC1	non_indicated
INPP4B	non_indicated
WHSC1L1	non_indicated
MICAL1	non_indicated
MICAL2	non_indicated
MICAL3	non_indicated
PHC1	non_indicated
PHC3	non_indicated
GPR107	non_indicated
ZNF367	non_indicated
PRF1	non_indicated
LOC399753	non_indicated
SLC35E3	non_indicated
RNF6	non_indicated
RNF4	non_indicated
RNF2	non_indicated
NCAPG2	non_indicated
PPP1R26	non_indicated
CLTC	non_indicated
LRRC66	non_indicated
DPEP2	non_indicated
NMD3	non_indicated
PCOLCE	non_indicated
FAM118B	non_indicated
ZCCHC24	non_indicated
RECQL	non_indicated
PRSS2	non_indicated
CD300A	non_indicated
PRKRIR	non_indicated
BAIAP2	non_indicated
ACTR3	non_indicated
ACTR2	non_indicated
FOXP3	non_indicated
MCOLN2	non_indicated
MSL1	non_indicated
GNL3L	non_indicated
GP1BA	non_indicated
RAPGEFL1	non_indicated
GTDC1	non_indicated
LOC606724	non_indicated
ICOS	non_indicated
HHEX	non_indicated
TGS1	non_indicated
ABI3BP	non_indicated
ANKS1A	non_indicated
SLC40A1	non_indicated
YTHDF3	non_indicated
GLB1	non_indicated
PITPNM1	non_indicated
PITPNM2	non_indicated
CPED1	non_indicated
ADAM10	non_indicated
ADAM17	non_indicated
ADAM19	non_indicated
CEBPA-AS1	non_indicated
PPP1R2P3	non_indicated
CPNE8	non_indicated
CPNE3	non_indicated
CPNE2	non_indicated
CPNE7	non_indicated
PTPRE	non_indicated
CPNE5	non_indicated
DNMT3A	non_indicated
FLJ45445	non_indicated
GCSHP3	non_indicated
NDEL1	non_indicated
SHANK3	non_indicated
ADAM1A	non_indicated
HOXA3	non_indicated
LIMS3L	non_indicated
ZDHHC17	non_indicated
ZDHHC13	non_indicated
PCSK1	non_indicated
PCSK6	non_indicated
ZDHHC18	non_indicated
PCSK5	non_indicated
HIPK3	non_indicated
HIPK2	non_indicated
HIPK1	non_indicated
LEMD3	non_indicated
FENDRR	non_indicated
NAPG	non_indicated
NAPB	non_indicated
POFUT2	non_indicated
C3orf17	non_indicated
LARP1	non_indicated
LARP4	non_indicated
HSD17B7P2	non_indicated
COL15A1	non_indicated
TC2N	non_indicated
ZNF174	non_indicated
ZNF175	non_indicated
EDIL3	non_indicated
PTER	non_indicated
DDX47	non_indicated
DDX46	non_indicated
PLTP	non_indicated
NLN	non_indicated
LGR5	non_indicated
LGR4	non_indicated
CDKN1C	non_indicated
UBE2D4	non_indicated
UBE2D1	non_indicated
MLL3	non_indicated
MLL2	non_indicated
MLL5	non_indicated
MLL4	non_indicated
SAMSN1	non_indicated
EDNRB	non_indicated
APOE	non_indicated
APOB	non_indicated
APOM	non_indicated
NFIL3	non_indicated
REG3G	non_indicated
REG3A	non_indicated
CCDC50	non_indicated
FOXJ2	non_indicated
FOXJ3	non_indicated
TMEM123	non_indicated
C9orf72	non_indicated
PAXIP1	non_indicated
NUFIP2	non_indicated
VPRBP	non_indicated
RPL13AP5	non_indicated
RPL13AP3	non_indicated
TMEM74B	non_indicated
FBXO34	non_indicated
FBXO30	non_indicated
SLC35B4	non_indicated
FBXO32	non_indicated
CNRIP1	non_indicated
FBXO38	non_indicated
LOC282997	non_indicated
ANP32AP1	non_indicated
MBOAT2	non_indicated
MBOAT1	non_indicated
SH3BP5-AS1	non_indicated
SPSB1	non_indicated
COL16A1	non_indicated
SLC25A51	non_indicated
SDPR	non_indicated
DTX3	non_indicated
ALAS1	non_indicated
S100A9	non_indicated
S100A8	non_indicated
FICD	non_indicated
PTTG1	non_indicated
S100A6	non_indicated
41334	non_indicated
41335	non_indicated
41336	non_indicated
KIAA0513	non_indicated
LONRF1	non_indicated
TCFL5	non_indicated
BIRC3	non_indicated
KIAA1609	non_indicated
APLNR	non_indicated
CDCA7L	non_indicated
APBA2	non_indicated
MORC2	non_indicated
MORC3	non_indicated
MORC4	non_indicated
GPATCH2L	non_indicated
MEF2C	non_indicated
CCNA2	non_indicated
DIAPH2	non_indicated
ATP13A3	non_indicated
SSUH2	non_indicated
FAM60A	non_indicated
RNF5P1	non_indicated
RAI1	non_indicated
SKA3	non_indicated
CBWD3	non_indicated
C1orf116	non_indicated
C1orf115	non_indicated
MT1P2	non_indicated
LGALS3BP	non_indicated
PLEKHO2	non_indicated
PLEKHO1	non_indicated
E2F3	non_indicated
E2F2	non_indicated
E2F1	non_indicated
ZNFX1	non_indicated
ACBD3	non_indicated
PPP1R13B	non_indicated
ACBD5	non_indicated
ACBD4	non_indicated
ABLIM1	non_indicated
PPP1R13L	non_indicated
BRI3BP	non_indicated
TUSC3	non_indicated
RPGR	non_indicated
OLFM1	non_indicated
TIGIT	non_indicated
MFNG	non_indicated
PYCR1	non_indicated
CTBS	non_indicated
FAM168A	non_indicated
GNG11	non_indicated
GNG12	non_indicated
SNHG10	non_indicated
IFITM3	non_indicated
IFITM2	non_indicated
IFITM1	non_indicated
LIPE	non_indicated
LIPG	non_indicated
LIPH	non_indicated
DFFA	non_indicated
DFFB	non_indicated
SEC24D	non_indicated
REV3L	non_indicated
SEC24A	non_indicated
TMEM229A	non_indicated
SEC24B	non_indicated
RNF19B	non_indicated
LOC100131096	non_indicated
RNF19A	non_indicated
PYY	non_indicated
IPP	non_indicated
TRIP6	non_indicated
POM121C	non_indicated
RILP	non_indicated
ZNF692	non_indicated
ITGB2-AS1	non_indicated
ZNF696	non_indicated
HDC	non_indicated
ARFGAP3	non_indicated
LAMB1	non_indicated
LAMB3	non_indicated
LAMB2	non_indicated
CYSLTR1	non_indicated
NEK6	non_indicated
MPHOSPH8	non_indicated
NEK4	non_indicated
COPZ2	non_indicated
BMF	non_indicated
NEK3	non_indicated
NEK1	non_indicated
U2AF2	non_indicated
NEK8	non_indicated
NEK9	non_indicated
GPR160	non_indicated
G0S2	non_indicated
ZZZ3	non_indicated
CCDC3	non_indicated
CCDC6	non_indicated
COX7A1	non_indicated
MGA	non_indicated
MTHFD2	non_indicated
MTHFD1	non_indicated
MGP	non_indicated
NSD1	non_indicated
NUDCD1	non_indicated
ADSS	non_indicated
SAMD4A	non_indicated
SAMD4B	non_indicated
LUM	non_indicated
C7orf10	non_indicated
HPGDS	non_indicated
AZI2	non_indicated
AZI1	non_indicated
ZNF431	non_indicated
ZNF430	non_indicated
ZNF432	non_indicated
ZNF439	non_indicated
ZNF438	non_indicated
RALGDS	non_indicated
