Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
MODULE_576	2/110	0.36202784075613	0.76111192776263	0.26816667574832	-0.07320275864783	EID1;LIMCH1
MODULE_503	2/112	0.37017214941159	0.76111192776263	0.29390544487466	-0.08022879534307	EID1;LIMCH1
MORF_IFNA1	1/207	0.90823547370509	0.95857646993817	1.95648254635556	-0.08277083093904	MAP2K7
MORF_DNMT1	2/117	0.3903514310993	0.7751123943868	0.33821071796168	-0.08615824529163	EIF1AX;TCEA1
MODULE_151	4/318	0.49594180264047	0.80137115341486	0.39945829971398	-0.08845248138951	TMEM59;MDH1;STAU1;COMT
MODULE_41	4/566	0.89234813321837	0.94662260667493	1.71642234350557	-0.09415396973613	PPP3CA;H6PD;VAMP1;CBL
MORF_EIF3S6	2/121	0.40629022298597	0.7751123943868	0.37471410379697	-0.095457381906	MDH1;TCEA1
MODULE_18	3/451	0.89276661592318	0.94662260667493	1.75873743550112	-0.09647515479073	GMFB;CADM1;LSM4
MODULE_44	2/327	0.8907966832103	0.94662260667493	1.77029079773446	-0.09710891193225	UGCG;CD3D
GNF2_DAP3	2/119	0.39834475647136	0.7751123943868	0.38531252957649	-0.09815730157005	RBM15;ZNF207
MODULE_83	4/320	0.5008092117333	0.80137115341486	0.44371493953904	-0.09825227679567	TMEM59;SMARCC1;MDH1;STAU1
MODULE_207	3/227	0.48393517283438	0.80129845646851	0.44623894506472	-0.09885165277191	TOX4;AQR;SMURF2
MODULE_397	2/121	0.40629022298597	0.7751123943868	0.38944351057149	-0.0992096575569	TNRC6A;SMC2
GCM_RAN	1/197	0.89695134124909	0.94885824757137	1.96391106374018	-0.1030972038755	KIAA1109
MORF_AP3D1	2/128	0.43369615002628	0.79605235758473	0.45220191742856	-0.10314287979797	MDH1;TCEA1
MORF_FLT1	2/126	0.42593237182646	0.79126460944996	0.44057767865145	-0.10314929821873	FNTB;NF1
GCM_FANCC	2/124	0.41811458408824	0.78721538490494	0.43726045815836	-0.10461604675356	RIT1;SMARCC1
MODULE_9	2/125	0.42203012976304	0.78721538490494	0.45754888645037	-0.10947012199213	TOX4;PLCD1
MODULE_11	4/540	0.870025008409	0.93333668742468	1.71728729428285	-0.11847441024909	CADM1;MBP;RSBN1;RBMS3
MORF_MAP2K7	1/185	0.8815823631353	0.94131574755335	1.99145421249691	-0.1204364813702	MAP2K7
MORF_PRKCA	1/183	0.87880864550935	0.94055164168097	1.96753355380714	-0.12058761896618	IL16
MORF_SUPT3H	4/332	0.52958297816096	0.80673140339853	0.5801824227739	-0.12460258768786	USP46;FNTB;IL16;MAP2K7
MORF_IKBKG	2/137	0.4679259517204	0.80129845646851	0.57257719647165	-0.12683832918824	SFSWAP;PLIN3
MODULE_48	4/338	0.5436724805472	0.8080660933346	0.59628781093693	-0.1270757451734	TOX4;RBM15;C11ORF80;PLCD1
MORF_ATF2	4/332	0.52958297816096	0.80673140339853	0.59668073547355	-0.12814583955859	USP46;FNTB;IL16;MAP2K7
MODULE_292	2/138	0.47165460289845	0.80129845646851	0.58559504030431	-0.1297220653404	IL16;CD3D
MODULE_7	3/239	0.51801846620207	0.80351134357938	0.59705317676798	-0.13061372694961	PPP3CA;AGPS;CBL
MORF_FBL	2/139	0.4753677942569	0.80129845646851	0.59630149383557	-0.13209377816062	SNRPA1;LSM4
MODULE_114	4/338	0.5436724805472	0.8080660933346	0.63200812041327	-0.13468815123181	TMEM59;MDH1;STAU1;COMT
MODULE_49	2/294	0.85241117556379	0.92092649463984	1.66699038957533	-0.13731842717956	WEE1;KLHL28
MODULE_13	6/519	0.54837163652752	0.8080660933346	0.64577546057291	-0.13762212871341	H6PD;CDK6;PDPK1;PLIN3;VAMP1;LSM4
GCM_MYST2	1/173	0.86394404925827	0.9289939541436	1.94476586577458	-0.14323793387089	TRIM13
MODULE_123	3/248	0.54278761049142	0.8080660933346	0.68879204116659	-0.14678945350773	TOX4;ING2;FOXN3
MODULE_95	5/566	0.78062205005411	0.89923917307439	1.40138836046505	-0.14883618354113	TOX4;RBM15;C11ORF80;PLCD1;SKAP2
MODULE_53	3/405	0.84565531183683	0.91579260073325	1.70899241697109	-0.15033213038997	WEE1;CDK6;CD3D
MODULE_163	5/572	0.78833623246696	0.89923917307439	1.42756729863155	-0.15161655003752	TOX4;RBM15;C11ORF80;PLCD1;SKAP2
MODULE_75	3/399	0.8383547987616	0.91220986436679	1.68463946320504	-0.15479343559277	IL16;CD3D;LAT
MODULE_104	4/353	0.57794255790134	0.81526820550293	0.76247117308045	-0.15572568913969	PPP3CA;H6PD;VAMP1;CBL
MODULE_46	3/395	0.83332602790007	0.91009039247362	1.65896985152205	-0.15629379266532	IL16;CD3D;LAT
MORF_PPP1CA	1/169	0.857504300766	0.92424402228788	1.99837662565857	-0.15743040959481	MDH1
MODULE_195	2/147	0.50450230940838	0.80137115341486	0.71681933853571	-0.15872607790818	EID1;LIMCH1
MODULE_66	5/552	0.76180047794913	0.89039083995589	1.3837736225395	-0.16064887578369	PPP3CA;CADM1;MBP;RSBN1;RBMS3
MODULE_2	3/384	0.81880891630554	0.90385428683969	1.63389331794038	-0.16516556778397	UGCG;CADM1;MBP
MODULE_100	5/544	0.75052283697057	0.88507401975043	1.36489684488445	-0.16663206550404	PPP3CA;CADM1;MBP;RSBN1;RBMS3
MODULE_356	2/150	0.51515905577063	0.80350746923952	0.76646004265507	-0.16767754222204	EID1;LIMCH1
MODULE_137	5/546	0.75337810433899	0.88507401975043	1.3761357293231	-0.16800415346438	PPP3CA;CADM1;MBP;RSBN1;RBMS3
MORF_PTPRB	2/257	0.7952556421511	0.89923917307439	1.59422537723093	-0.16931667733613	FNTB;IL16
MORF_NPM1	1/162	0.84549956349761	0.91579260073325	1.96261863731443	-0.17264245175146	RHOA
MODULE_206	2/154	0.52913385091693	0.80673140339853	0.81186273423676	-0.17435929384	EBP;ST3GAL6
MODULE_361	2/151	0.51867800077881	0.80351134357938	0.79921625890234	-0.17483972663715	SOX6;RPAP3
MODULE_205	3/307	0.68562841440383	0.85633802662047	1.13303032728305	-0.17572177529229	PTPN11;SOX6;TSHR
MORF_RUNX1	2/150	0.51515905577063	0.80350746923952	0.80343779709839	-0.17576712111315	FNTB;ADCY3
MORF_MAGEA8	3/263	0.58241705273755	0.81645580705847	0.88142801436899	-0.1787381700553	IL16;MAP2K7;RBMS3
MORF_TNFRSF25	3/268	0.59514355155405	0.81800988293885	0.89088260220808	-0.17896126384298	FNTB;NF1;ADCY3
MORF_DDX11	2/156	0.53601958184919	0.8080660933346	0.84177353303614	-0.17939155725779	SFSWAP;PLIN3
MODULE_181	3/306	0.68350639500404	0.85633802662047	1.16667936525406	-0.18094040761551	PPP3CA;H6PD;VAMP1
MORF_NME2	1/154	0.83054838471287	0.91009039247362	1.93665846131427	-0.18245521203323	CALR
MODULE_257	1/156	0.83441548018916	0.91009039247362	1.96188770390489	-0.18483209308802	TNRC6A
GCM_UBE2N	1/155	0.83249299458949	0.91009039247362	1.96536421188686	-0.1851596196053	RSBN1
MORF_PAX7	3/269	0.59765901102537	0.81800988293885	0.92760676946049	-0.1863384461662	FNTB;ADCY3;MAP2K7
MODULE_238	2/166	0.56941395015776	0.81526820550293	0.93708898081483	-0.19138930424482	SOX6;RPAP3
MODULE_301	2/160	0.54958530549585	0.8080660933346	0.90238972930703	-0.19230956123073	SOX6;RPAP3
MORF_RFC4	1/150	0.82254361207578	0.90578898968345	1.9475110707776	-0.19270408458782	TCEA1
MODULE_342	2/217	0.71259145044294	0.86502183541085	1.34136711447916	-0.19449894134274	WWC1;F11R
MODULE_389	2/218	0.71495738455221	0.86502183541085	1.37036616446526	-0.19870381893468	TOX4;AQR
GNF2_FBL	1/147	0.81629507392017	0.90326113506421	1.95722338047197	-0.19913491604285	RBM15
GCM_GSPT1	2/167	0.5726575973131	0.81526820550293	0.9787644506446	-0.19990102441024	FNTB;ZNF644
MODULE_119	1/145	0.81200870766026	0.90069897912801	1.91547058162219	-0.20032790786039	IL16
MORF_PSMF1	2/164	0.562874139829	0.81526820550293	0.98145069525004	-0.20044965799423	FNTB;ADCY3
MODULE_379	2/204	0.68033694726161	0.85633802662047	1.29414431263815	-0.20070895776154	H6PD;VAMP1
MORF_EPHA7	1/140	0.80085414319754	0.89923917307439	1.89328380983107	-0.2010785479351	LRRTM2
MODULE_188	1/141	0.80313633288057	0.89959143168241	1.91468653285594	-0.20260175806152	SOX6
MODULE_242	2/214	0.70539602829487	0.86194113617849	1.365083376052	-0.20280811400756	H6PD;VAMP1
GCM_PTK2	1/145	0.81200870766026	0.90069897912801	1.93982357398054	-0.20287484544121	KIAA1109
MODULE_26	2/207	0.68803006954622	0.85633802662047	1.30911703033847	-0.20303107789539	TOX4;SMURF2
MODULE_171	1/140	0.80085414319754	0.89923917307439	1.91293528249058	-0.20316565688657	CD3D
GNF2_HPN	1/133	0.78412757647698	0.89923917307439	1.91349044972749	-0.20322461910939	ZGPAT
MORF_LCAT	1/134	0.78659972630546	0.89923917307439	1.91532306753907	-0.20341925454997	LRRTM2
MODULE_324	1/133	0.78412757647698	0.89923917307439	1.91615572536166	-0.20350768800354	S100A13
MODULE_223	1/142	0.80539259374191	0.89991299594145	1.93596675326741	-0.20416161665042	CAPN1
MORF_TNFRSF6	2/169	0.5790922559621	0.81526820550293	1.00170496816507	-0.2045863528872	FNTB;IL16
MORF_PML	1/145	0.81200870766026	0.90069897912801	1.95700945229756	-0.20467221632282	PLIN3
GNF2_HPX	1/135	0.78904380871639	0.89923917307439	1.9278513494731	-0.20474983622311	ZGPAT
MODULE_436	1/140	0.80085414319754	0.89923917307439	1.93144416208075	-0.20513141532837	CD3D
MORF_CDH4	1/140	0.80085414319754	0.89923917307439	1.93859268230175	-0.20589063275708	MAP2K7
GCM_MLL	2/173	0.59175053048755	0.81800988293885	1.02816531081035	-0.20653873249526	FNTB;ZNF644
MORF_ACTG1	1/138	0.79621079274873	0.89923917307439	1.94488156089839	-0.20655855088419	RHOA
MORF_EIF4A2	1/137	0.79384903130412	0.89923917307439	1.95330979399192	-0.20745368180081	RHOA
MODULE_345	1/128	0.77133450764633	0.8946697207979	1.90620038339889	-0.21216135286519	CD3D
GCM_NCAM1	1/128	0.77133450764633	0.8946697207979	1.92046315476399	-0.21374880867245	CADM1
MODULE_208	1/126	0.76600934553849	0.8930262013038	1.88939473989409	-0.21376490744626	CD3D
MORF_ANP32B	2/197	0.66179219512678	0.84273655148944	1.25188884602041	-0.2141992868265	TCEA1;SNRPA1
MORF_IL4	2/196	0.65907441910189	0.84273655148944	1.25328016166679	-0.21443734216197	MAP2K7;RBMS3
MORF_DMPK	2/176	0.60105921364233	0.81800988293885	1.10043547567414	-0.22105642541025	USP46;FNTB
GNF2_LCAT	1/124	0.76056127421523	0.89039083995589	1.92524657170094	-0.22351105145548	ZGPAT
MODULE_93	2/182	0.6192005202432	0.82253779570468	1.18276054531914	-0.23106509977183	MDH1;COMT
MORF_MAP3K14	1/121	0.75215254532808	0.88507401975043	1.91966542510708	-0.23436043248335	SOS1
MODULE_180	1/120	0.74928509489775	0.88507401975043	1.92480853681222	-0.23498832412934	RAB26
MORF_CTSB	2/190	0.64240437272379	0.82931863936376	1.26054599409291	-0.23591223126258	USP46;MAP2K7
GCM_NPM1	1/116	0.73748270517402	0.87540154873903	1.97577368314462	-0.26292131148627	SNRPA1
MORF_DCC	1/113	0.72827099236233	0.86898131464644	1.93560065741975	-0.27182347703405	LRRTM2
MODULE_456	1/113	0.72827099236233	0.86898131464644	1.94565069956375	-0.2732348411961	CCNE2
MODULE_145	1/112	0.72512977446327	0.86898131464644	1.9540831098216	-0.27441903539818	SOX6
MORF_ERH	1/114	0.73137662107631	0.8704143641455	1.98188421843128	-0.27505758513334	MDH1
MORF_FRK	1/111	0.72195256311246	0.86824295090104	1.96407737794655	-0.27749213109086	LRRTM2
GNF2_CASP1	1/111	0.72195256311246	0.86824295090104	1.99688353832823	-0.28212710701362	SKAP2
GNF2_GSTM1	1/109	0.71548852031795	0.86502183541085	2.00600609588252	-0.29087194531955	ZGPAT
MORF_WNT1	1/107	0.70887553836842	0.86388298942498	2.00903980395725	-0.29395858207901	LRRTM2
MORF_RAD54L	1/105	0.7021102163611	0.86022619001883	1.9813159705281	-0.29830675948703	SFSWAP
GNF2_TST	1/104	0.69866934397677	0.85831153278866	1.99667597599577	-0.30506843564554	ZGPAT
MODULE_486	1/103	0.69518907631552	0.85633802662047	1.97130225418451	-0.30572944377725	RALGAPA2
MORF_PPP6C	1/103	0.69518907631552	0.85633802662047	1.98952911425521	-0.3085562491438	SPTLC1
MORF_MTA1	1/102	0.69166896622731	0.85633802662047	1.99271896470565	-0.30905096333685	TCEA1
MORF_TPT1	1/102	0.69166896622731	0.85633802662047	1.99700790436298	-0.30971613537378	RHOA
MODULE_261	1/101	0.68810856165677	0.85633802662047	2.01444380692091	-0.31242027106859	PTPN11
MODULE_43	1/99	0.68086503543348	0.85633802662047	2.02021003540436	-0.31331455596234	MDH1
MORF_JAK3	1/96	0.66968594042079	0.84777416834433	2.0531906215342	-0.33906593102008	AGPS
MORF_KDR	1/95	0.66587398688583	0.84529003335229	2.05360185249659	-0.34516010842125	IL16
MORF_IL9	1/94	0.66201842885057	0.84273655148944	2.04457943607692	-0.34982934663887	LRRTM2
MORF_JAG1	1/94	0.66201842885057	0.84273655148944	2.05767856282281	-0.3520706187901	FNTB
MORF_CCNI	1/88	0.6379413089112	0.82931863936376	2.03430073270423	-0.38072107416969	RHOA
MORF_PPP5C	1/90	0.64615018043116	0.83180459847054	2.06840891290338	-0.3809134763609	FNTB
MORF_RAB3A	1/89	0.64206907230474	0.82931863936376	2.05478167241421	-0.38455409907158	LRRTM2
MODULE_481	1/89	0.64206907230474	0.82931863936376	2.06116258335161	-0.38574829186088	KLHL28
GNF2_MLF1	1/87	0.63376636159983	0.82931863936376	2.06758317285781	-0.38694991052734	TRIM13
GNF2_RAN	1/86	0.62954369582956	0.82672835917848	2.04708380179356	-0.38951727005682	LSM4
MODULE_544	1/88	0.6379413089112	0.82931863936376	2.08798636031772	-0.39076838403096	KLHL28
MORF_RBM8A	1/85	0.6252727710161	0.82586605882762	2.05789543150622	-0.39372205881154	H6PD
MODULE_204	1/86	0.62954369582956	0.82672835917848	2.07217627448061	-0.39429184325772	RSBN1
GCM_BMPR2	1/84	0.62095304052104	0.82253779570468	2.07351921378282	-0.40508446608882	NFIA
MORF_EIF4E	1/84	0.62095304052104	0.82253779570468	2.10053455572832	-0.41036220612396	SFSWAP
MORF_PPP2R5E	1/82	0.61216494521901	0.81800988293885	2.08802308288954	-0.41944387388537	RAF1
GNF2_SPTA1	1/81	0.6076954561729	0.81800988293885	2.08830264204352	-0.41950003196881	DCAF11
GNF2_PA2G4	1/79	0.59860273717528	0.81800988293885	2.09899525783642	-0.42164797383157	LSM4
MODULE_40	1/82	0.61216494521901	0.81800988293885	2.10091995892715	-0.42203460944311	PLCD1
GCM_MAPK10	1/82	0.61216494521901	0.81800988293885	2.10466028688437	-0.42278596974216	MBP
MORF_DAP	1/78	0.59397834474714	0.81800988293885	2.10727562478118	-0.42331134106968	MDH1
MORF_HEAB	1/81	0.6076954561729	0.81800988293885	2.12174502404291	-0.42621796644603	AGPS
MODULE_358	1/81	0.6076954561729	0.81800988293885	2.13047584141828	-0.42797182055431	PTPN11
MORF_ATOX1	1/80	0.6031749128268	0.81800988293885	2.13437783245897	-0.4287556558727	GMFB
GNF2_ANK1	1/74	0.57494668613753	0.81526820550293	2.10854649360198	-0.43064559998072	DCAF11
GNF2_TAL1	1/73	0.57005221019926	0.81526820550293	2.11430920585184	-0.43182256557379	DCAF11
GNF2_XRCC5	1/75	0.57978592295066	0.81526820550293	2.11460710893582	-0.43188340874359	ZNF207
MODULE_139	1/79	0.59860273717528	0.81800988293885	2.15813326884563	-0.43352766837846	RAB26
GNF2_SPTB	1/74	0.57494668613753	0.81526820550293	2.12318752056274	-0.43363585599783	DCAF11
GCM_DLG1	1/78	0.59397834474714	0.81800988293885	2.1591674311797	-0.43373541179814	KIAA1109
GNF2_MAP2K3	1/75	0.57978592295066	0.81526820550293	2.13511567650563	-0.43607204030217	DCAF11
MODULE_331	1/75	0.57978592295066	0.81526820550293	2.14169845222105	-0.4374164941267	RSBN1
MODULE_491	1/79	0.59860273717528	0.81800988293885	2.18840326572407	-0.43960833140236	TMEM59
MODULE_568	1/73	0.57005221019926	0.81526820550293	2.16990171203899	-0.44317667526691	TMEM59
MODULE_308	1/71	0.56009503420141	0.81526820550293	2.17076441656408	-0.44335287242877	CDK6
GNF2_RBBP6	1/70	0.55503106312599	0.81297819182236	2.19989749729972	-0.45549096377986	RBM15
MODULE_438	1/68	0.54472912368979	0.8080660933346	2.17912843987204	-0.46439716735141	TRIM13
MORF_ORC1L	1/69	0.54990931078131	0.8080660933346	2.18853697579503	-0.4664022338503	PLIN3
MODULE_183	1/65	0.52883130926343	0.80673140339853	2.19933533598433	-0.47233915282502	SNRPA1
MODULE_525	1/67	0.53948984111614	0.8080660933346	2.22214395569817	-0.47356426523161	PTPN11
GNF2_RAD23A	1/69	0.54990931078131	0.8080660933346	2.23652664768233	-0.47662938121748	DCAF11
MORF_JUND	1/64	0.52341070107818	0.80673140339853	2.2363693522414	-0.48029274479363	RHOA
GNF2_BNIP3L	1/68	0.54472912368979	0.8080660933346	2.26845574676016	-0.48343383702491	DCAF11
MORF_SNRP70	1/61	0.50677519329736	0.80137115341486	2.19690805098782	-0.48646371507014	RHOA
MORF_MSH2	1/61	0.50677519329736	0.80137115341486	2.22810622361701	-0.49337196002549	G3BP1
GNF2_CCNB2	1/57	0.48369599032896	0.80129845646851	2.23212701317097	-0.49446478593836	SMC2
GNF2_RFC4	1/60	0.50110310802591	0.80137115341486	2.23433947404114	-0.49475219537804	SMC2
MORF_XPC	1/62	0.51238334564691	0.80350746923952	2.2817023340871	-0.49916527694868	RAF1
GNF2_CDC20	1/56	0.47776086826217	0.80129845646851	2.25529730625203	-0.49959751088674	SMC2
MORF_RPA1	1/61	0.50677519329736	0.80137115341486	2.25668067478204	-0.49969923151215	G3BP1
MODULE_256	1/62	0.51238334564691	0.80350746923952	2.29090436431793	-0.50117839404114	FNTB
GCM_PPP1CC	1/56	0.47776086826217	0.80129845646851	2.28364815468935	-0.50587784176442	TCEA1
MORF_ZNF10	1/54	0.46568698069551	0.80129845646851	2.28881363039254	-0.50702210722189	LRRTM2
MODULE_164	1/61	0.50677519329736	0.80137115341486	2.29809111138413	-0.50886878907423	PEBP1
GNF2_CDC27	1/60	0.50110310802591	0.80137115341486	2.31058734579066	-0.51163584371316	DCAF11
MODULE_166	1/54	0.46568698069551	0.80129845646851	2.31386991695177	-0.51257262083371	FNTB
MODULE_350	1/60	0.50110310802591	0.80137115341486	2.32402763249809	-0.51461194086951	F11R
GNF2_CD53	1/58	0.4895642410783	0.80137115341486	2.32648737643671	-0.51515660461816	PAK2
MORF_BMPR2	1/53	0.45954667917804	0.80129845646851	2.33453499697394	-0.51715038648471	LRRTM2
MODULE_199	1/57	0.48369599032896	0.80129845646851	2.33785774261003	-0.51788644706727	MAP2K7
GNF2_MCL1	1/57	0.48369599032896	0.80129845646851	2.34884002221597	-0.52031926137507	SKAP2
GCM_PTPRD	1/58	0.4895642410783	0.80137115341486	2.35275353394897	-0.52097274815603	KIAA1109
GNF2_ITGAL	1/55	0.47175811963175	0.80129845646851	2.36300476100027	-0.5234570597573	ZAP70
MODULE_325	1/53	0.45954667917804	0.80129845646851	2.37499889926138	-0.52611402281218	UBE2Z
MODULE_323	1/61	0.50677519329736	0.80137115341486	2.37628461545128	-0.52618326086824	GFM1
MODULE_277	1/55	0.47175811963175	0.80129845646851	2.3842071704436	-0.52815385558698	PAK2
MODULE_108	1/56	0.47776086826217	0.80129845646851	2.40300276508507	-0.53231748947794	IL16
GCM_NUMA1	1/56	0.47776086826217	0.80129845646851	2.40479396561228	-0.53271427943659	SPTLC1
GNF2_PTPN4	1/51	0.44705545606161	0.80119350360845	2.42939028561665	-0.53848111913697	ZAP70
GCM_PFN1	1/51	0.44705545606161	0.80119350360845	2.42983348934102	-0.53857935647615	RHOA
GNF2_CKS2	1/50	0.44070294632152	0.79605235758473	2.41743854021951	-0.55139432886688	SMC2
MORF_USP5	1/50	0.44070294632152	0.79605235758473	2.44285417838254	-0.55719138989427	EBP
MODULE_61	1/50	0.44070294632152	0.79605235758473	2.44794033628637	-0.55835149327529	EIF1AX
MORF_PPP2R4	1/50	0.44070294632152	0.79605235758473	2.45388173461713	-0.55970666871847	SPTLC1
GNF2_HMMR	1/47	0.4212081079081	0.78721538490494	2.42958050970035	-0.58128537225815	SMC2
MODULE_312	1/47	0.4212081079081	0.78721538490494	2.4642364068017	-0.58957691310937	CDK6
GCM_RAF1	1/43	0.39416351877337	0.7751123943868	2.55660891812384	-0.65128905319738	RAF1
GNF2_UBE2I	1/44	0.40103987047325	0.7751123943868	2.56928557129117	-0.65451839554244	ZNF207
GNF2_RFC3	1/41	0.38017518417692	0.77217804075046	2.55037001765449	-0.65937300308652	SMC2
MODULE_87	1/44	0.40103987047325	0.7751123943868	2.61698057828764	-0.66666856670423	RIT1
MODULE_280	1/45	0.40783884538907	0.7751123943868	2.6244606972282	-0.66857410632277	CRYZL1
CAR_MLANA	1/43	0.39416351877337	0.7751123943868	2.63829103262872	-0.67209734602696	VAMP1
MODULE_263	1/45	0.40783884538907	0.7751123943868	2.66489369029512	-0.67887429951455	IL16
MODULE_70	1/43	0.39416351877337	0.7751123943868	2.67267809052598	-0.6808573539505	CDKL1
GCM_AQP4	1/45	0.40783884538907	0.7751123943868	2.70601298118694	-0.68934932517969	LRIG1
MODULE_484	1/42	0.38720891753022	0.7751123943868	2.72619840267186	-0.69449150549288	HP1BP3
GNF2_CKS1B	1/37	0.35123093128512	0.76072291752276	2.56137615480016	-0.70050075099386	SMC2
GNF2_TTK	1/39	0.36586674154589	0.76111192776263	2.63645349729225	-0.71968550346514	SMC2
GCM_RAD21	1/37	0.35123093128512	0.76072291752276	2.65746585812295	-0.72677994829733	TCEA1
GCM_HDAC1	1/38	0.35859021742788	0.76111192776263	2.6719017821566	-0.72936199378283	TCEA1
GCM_AIP	1/40	0.37306142629941	0.76111192776263	2.67428137055582	-0.73001156157414	SMARCC1
GNF2_ESPL1	1/35	0.33626033063934	0.7569998576462	2.74366705428055	-0.76381554460784	SMC2
GNF2_CD7	1/40	0.37306142629941	0.76111192776263	2.81567768460741	-0.76860919948843	ZAP70
GNF2_G22P1	1/36	0.34378795015155	0.75899078849882	2.7987113507875	-0.77178842129867	ZNF207
GNF2_VAV1	1/36	0.34378795015155	0.75899078849882	2.83117004292362	-0.78073941324506	PAK2
MODULE_414	1/17	0.1851490257191	0.74151046120556	2.61220421244928	-0.78122148939059	PEBP1
CAR_WBSCR22	1/36	0.34378795015155	0.75899078849882	2.83434805100455	-0.78161579867115	VAMP1
MODULE_288	1/37	0.35123093128512	0.76072291752276	2.88444874174329	-0.7888566097595	TSHR
MODULE_388	1/17	0.1851490257191	0.74151046120556	2.70340206387279	-0.80849566687594	SNRPA1
MODULE_349	1/17	0.1851490257191	0.74151046120556	2.7191088486735	-0.8131930323258	COMT
GNF2_SMC2L1	1/33	0.32094735003185	0.75216891776696	2.85736671091344	-0.81376191105187	SMC2
MODULE_352	1/17	0.1851490257191	0.74151046120556	2.73290749546904	-0.81731973855719	TMPO
GNF2_BNIP2	1/34	0.32864711879454	0.75446826298903	2.97435240668675	-0.83800018996545	PAK2
GCM_RAP2A	1/34	0.32864711879454	0.75446826298903	3.0723307001931	-0.86560479673169	CEP350
GCM_TPR	1/32	0.31316004900754	0.74365570520031	2.92728436764801	-0.86699463318557	DHX9
GNF2_CBFB	1/30	0.29731889409338	0.74151046120556	2.91182746728929	-0.87082862052017	RBM15
MODULE_392	1/18	0.19437405643325	0.74151046120556	2.93209213264883	-0.8768890931198	SMARCC1
GNF2_H2AFX	1/31	0.30528422943741	0.74151046120556	2.9684636367825	-0.88776657371464	TMPO
MODULE_432	1/15	0.16638367246831	0.74151046120556	2.9732110611894	-0.88918636698664	EBP
GCM_MAX	1/30	0.29731889409338	0.74151046120556	2.99191656533853	-0.89478054746516	LARP7
MODULE_514	1/10	0.11757519282652	0.74151046120556	3.00436565253952	-0.89850364629425	CRYZL1
GNF2_PRDX2	1/31	0.30528422943741	0.74151046120556	3.03708032715158	-0.90828749347724	DCAF11
GNF2_ATM	1/30	0.29731889409338	0.74151046120556	3.10004783905084	-0.92711893597883	LAT
MODULE_229	1/31	0.30528422943741	0.74151046120556	3.15906589970253	-0.94476923185674	DHX9
MODULE_281	1/28	0.28111563113076	0.74151046120556	3.17441104849268	-0.94935844426809	GMFB
MODULE_367	1/29	0.28926303454114	0.74151046120556	3.21215561032275	-0.96064655974879	PLCD1
MODULE_320	1/20	0.21251465057276	0.74151046120556	3.21432493762349	-0.96129533180757	SMC2
MODULE_236	1/18	0.19437405643325	0.74151046120556	3.2184108916343	-0.96251730176791	UGCG
MODULE_371	1/26	0.26454205704984	0.74151046120556	3.22568659338596	-0.96469321685591	GMFB
MODULE_372	1/24	0.24758978464032	0.74151046120556	3.2722286331806	-0.9786123589637	CCNE2
MODULE_162	1/19	0.20349554738118	0.74151046120556	3.27338992307086	-0.97895966129686	EBP
GNF2_BUB1	1/26	0.26454205704984	0.74151046120556	3.27760739253606	-0.98022096305932	SMC2
MODULE_218	1/20	0.21251465057276	0.74151046120556	3.28135973985205	-0.98134316259676	EBP
GNF2_ZAP70	1/27	0.27287565281613	0.74151046120556	3.28456469224774	-0.98230165491985	ZAP70
MODULE_318	1/28	0.28111563113076	0.74151046120556	3.29336896625424	-0.98493471401209	DHX9
MODULE_305	1/19	0.20349554738118	0.74151046120556	3.30748868086296	-0.98915744071309	MDH1
GCM_DEAF1	1/28	0.28111563113076	0.74151046120556	3.31374379527286	-0.99102813281761	KIAA1109
MODULE_313	1/19	0.20349554738118	0.74151046120556	3.32216942741815	-0.99354795299944	CRYZL1
MODULE_416	1/23	0.23896896419699	0.74151046120556	3.33071167784312	-0.9961026497448	ADAM17
GNF2_LYN	1/27	0.27287565281613	0.74151046120556	3.33634562632022	-0.99778757223265	SKAP2
CAR_MYST2	1/27	0.27287565281613	0.74151046120556	3.34803302448972	-1.00128287576274	VAMP1
MODULE_156	1/22	0.23025023844049	0.74151046120556	3.40667858119107	-1.01882176837076	CRYZL1
MODULE_240	1/20	0.21251465057276	0.74151046120556	3.42190230184885	-1.02337466575514	CRYZL1
MODULE_226	1/27	0.27287565281613	0.74151046120556	3.4341662221132	-1.02704238744743	GMFB
MODULE_417	1/22	0.23025023844049	0.74151046120556	3.45202878567191	-1.03238447304746	PLCD1
MODULE_306	1/26	0.26454205704984	0.74151046120556	3.4588970310437	-1.03443853178195	MDH1
GNF2_MATK	1/25	0.25611378963804	0.74151046120556	3.46388408379472	-1.03592998974655	ZAP70
MODULE_573	1/25	0.25611378963804	0.74151046120556	3.61407709618003	-1.08084761459093	SESN2

