source	target
KANK2	WLS
KANK2	SLC24A3
KCTD20	WDR47
KDM3B	SCAF8
KDM3B	GTF3C2
KDM3B	TMEM131
KDM3B	TUBGCP4
KRAS	FEM1C
KRAS	NRAS
KRAS	ATP11B
LDLRAD2	OVCA2
LGALS3BP	AVPI1
LMBR1	NAA50
LNX2	RASSF6
LRBA	TM7SF3
LRBA	MBNL3
LYSMD3	ABHD13
LYSMD3	TMOD3
MAN1A1	CD2AP
MAN1A1	GULP1
MAN1A1	NEDD4
MAN1A1	SEC23A
MAP3K2	USP12
MAP3K2	NIPA1
MAP3K2	ERBB2IP
MAP3K2	APC
MAP3K2	PAG1
MAP3K2	ITGB8
MAP3K2	TCP11L2
MAP3K2	RB1CC1
MED14	ZNF124
MED14	CNOT1
METAP1	DCAF12
METAP1	TOX4
MFAP3	MEGF9
MIER1	SLC25A40
MSRB3	MYCT1
MSRB3	TMEM47
MSRB3	C1orf198
MTF1	LHFPL2
MTF1	TRIM25
MTF1	NDEL1
NAA50	FAM107B
NCSTN	TM9SF4
NCSTN	CMIP
NCSTN	EXT2
NCSTN	EXT1
NDEL1	PID1
NEDD4	NABP1
NEDD4	ALS2
NEDD4	PDE8A
NF1	EFR3A
NF1	CAND1
NF1	YAP1
NF1	USP9X
NIPA1	ZNF592
NRAS	ESF1
NRAS	MIER1
NRAS	GMFB
NUPL1	SDE2
ORC2	DHFR
ORC2	FGFR1OP
ORC2	METAP1
PAG1	SORL1
PAG1	FAM126B
PDE8A	FGD4
PDE8A	CXorf23
PLEKHB2	TGFA
PLEKHB2	STX3
PLEKHB2	ADIPOR2
PODXL	TEK
PPP1R3B	ABHD5
PPP1R3B	TNFRSF10D
PPP1R3B	NFIL3
PPP4R2	G3BP2
PTPN11	NUPL1
PTPN11	DDX21
PTPN11	MCMBP
PTPN11	MBTPS2
PTPN11	LMBR1
PTPN11	IPO7
PTPN11	MFAP3
PTPN11	DCAF12
PTPN11	ATF6
PTPN11	RPL7L1
PTPN11	PPP4R2
PTPN11	KCTD20
PTPN11	SPTY2D1
PTPN11	EAF1
RAF1	TPCN2
RAF1	DLST
RAF1	CXCR7
RAF1	KDM6A
RAP2A	CASC4
RAP2A	KCTD12
RB1CC1	SPIN1
RB1CC1	SERINC1
RB1CC1	AZIN1
RB1CC1	PLEKHA1
RB1CC1	TOPORS
RB1CC1	HBP1
RB1CC1	UCHL5
RBBP5	DDX6
RBM27	DCUN1D1
RBM27	ZNF800
RBM27	RBBP5
REEP3	UBXN2A
REEP3	ARL5A
RGP1	ALG11
RMI1	LIN54
RNF11	SGPL1
RP2	GBE1
RP2	CTBS
RP2	KLF10
RP2	TXNRD1
RP2	ATL3
RPL7L1	HNRNPA1P10
RPS6KA3	DCLRE1A
SEC23A	SUCO
SEC23A	GALNT1
SEC23A	CTAGE7P
SEC23A	REEP3
SERINC1	LHFPL2
SFMBT2	TMEM110
SGPL1	TSPAN31
SGPL1	RSBN1
SLC4A7	ITGB8
SLMAP	FAM108B1
SMAD5	FZD6
SMAD5	TEAD1
SMAD5	CASC4
SMAD5	TANC1
SMAD5	RAP2A
SMURF1	TNFRSF10D
SMURF1	41525
SOS1	TRAPPC8
SOS1	ATXN7
SOS1	ZNF175
SOS1	TNKS
SOS1	GTF3C3
SOS1	DAPK1
SOS1	BRWD3
SOS1	UBE4A
SOS1	CEP350
SOS2	EGLN1
SOS2	CNST
SOS2	MAN1A1
SOS2	FAM73A
SOS2	LDLRAD2
SP1	FGD6
SPTY2D1	MTF1
SPTY2D1	RP2
STK38L	AGPS
STX3	GK3P
STX3	ABHD5
STX3	PPP4R1
SUCO	CLCN5
SYNCRIP	HNRNPR
TANC1	MID1
TANC1	ZSWIM6
TBK1	IFNGR1
TBK1	RASGEF1B
TBK1	MCMBP
TEAD1	ENAH
TFDP1	SFMBT1
TGFA	HRH1
TGFA	EEPD1
TGFA	TMEM164
TGFBR1	HIAT1
TGFBR1	CYLD
TIAF1	LDLRAD2
TIPARP	ERLIN1
TMEM164	ERGIC1
TNFRSF10D	RARRES3
TRAF3	FRMD8
TRAPPC13	FBXO22
TRAPPC8	SMURF2
TUBGCP4	ATXN2
TXNRD1	TES
UBE4A	ORC2
UBE4A	FOXJ3
UBE4A	RBM41
UBR2	SP1
UBR2	CCP110
UBR2	SPAG9
UBR2	TRANK1
USP12	OXSR1
USP12	RPS6KA5
USP12	CAB39
USP9X	UBR2
VPS4B	PIK3CB
VPS4B	CAB39
VPS4B	GFM1
VPS4B	SLC25A24
VPS4B	ZNRF2
YEATS2	FKBP15
ZDHHC20	MFAP3
ZDHHC20	HNRPLL
ZMYND8	EGFR
ZNF175	THAP6
ZNF175	USP42
ZNF45	ZSCAN25
ZNF45	TRAF3
ZNF45	ZSCAN12
ZNF800	PPP1R2P3
ZNF800	RNF6
ZNF800	GPR34
ZNF800	ABHD13
ZNF800	ZNF184
ZSCAN12	TRIM34
ZSCAN12	LOC100132707
ZW10	DHX29
