source	interaction_type	target
BDP1	bn	LOC100287515
BDP1	bn	ORMDL1
BDP1	bn	ZNF655
BDP1	bn	PHC3
FAM91A1	bn	STK38L
FAM91A1	bn	ZFC3H1
FAM91A1	bn	RNF19A
FAM91A1	bn	OMA1
HIPK3	bn	7-Mar
HIPK3	bn	VTA1
LYSMD3	bn	MOB4
LYSMD3	bn	RAB8B
LYSMD3	bn	GNA13
FAM133B	bn	HNRNPD
FAM133B	bn	C14orf135
RPS6KA3	bn	TMF1
TMEM55A	bn	FAM45A
TMEM55A	bn	KIAA0232
ZMAT1	bn	PLAG1
ZMAT1	bn	SPDYE1
ARL5B	bn	MAPK6
FUT11	bn	IPP
FUT11	bn	DSTN
FUT11	bn	ZBTB38
JMY	bn	C7orf23
JMY	bn	HMGN4
JMY	bn	PDS5A
JMY	bn	LOC401397
JMY	bn	SLC26A2
JMY	bn	ZBTB33
JMY	bn	CCDC75
LACTB	bn	KYNU
LACTB	bn	ERI1
LACTB	bn	CPSF2
SHPRH	bn	ZNF708
KLHL15	bn	ATF1
KLHL15	bn	NDFIP1
LMTK2	bn	GNS
LMTK2	bn	CAPNS2
LMTK2	bn	STX11
LOC100506748	bn	BTBD7
ARL14EP	bn	NAA15
PPAPDC1B	bn	MTSS1
PPAPDC1B	bn	CR2
PPAPDC1B	bn	ELL3
RSBN1L	bn	ARHGAP15
RSBN1L	bn	IL1A
RSBN1L	bn	APPL2
TCEA3	bn	ATP8A2
TCEA3	bn	TOP1MT
TCEA3	bn	NBEA
TCEA3	bn	ZNF662
TCEA3	bn	OBSCN
RASA2	bn	RBMS1
RASA2	bn	ELL2
HOOK3	bn	TUBGCP3
LOC100505937	bn	COCH
LOC100505937	bn	CPNE3
LOC100505937	bn	EAPP
LOC100505937	bn	SEC22B
ARRDC1	bn	PSRC1
ARRDC1	bn	DGAT1
ARRDC1	bn	PHKA2
FLJ44342	bn	C1orf204
CAPS	bn	DOM3Z
CAPS	bn	GRAPL
CLIP4	bn	WASL
RELL1	bn	MPZL1
RELL1	bn	LPIN2
RELL1	bn	MYO5C
RNF157	bn	CCR7
RASSF4	bn	SLC43A3
RASSF4	bn	UBXN11
MAP3K2	bn	ARFIP1
MAP3K2	bn	UBASH3B
CEP120	bn	POT1
CEP120	bn	HAUS3
CEP120	bn	7-Sep
CEP120	bn	TAF1D
CEP120	bn	ZDHHC21
9-Mar	bn	ZNF575
9-Mar	bn	LPCAT3
9-Mar	bn	TMEM201
PIK3AP1	bn	TCF7L2
PIK3AP1	bn	TNFSF13B
C3orf58	bn	ZEB2
C3orf58	bn	SPG20
C3orf58	bn	TMED7
GGT7	bn	LOC100505865
PPIL4	bn	RBBP8
VPRBP	bn	RBM45
VPRBP	bn	LEO1
VSIG10	bn	WSB2
MTERFD2	bn	TPTE2P5
TMCC3	bn	PPP4R1
TMCC3	bn	ALOX5AP
TMCC3	bn	PRKDC
TMCC3	bn	SLC12A7
TMCC3	bn	HECW2
ZCCHC7	bn	USP6NL
ZCCHC7	bn	ZNF532
PHC3	bn	PIGA
HEATR5A	bn	LOC100506935
HEATR5A	bn	THAP6
FAM175A	bn	INIP
STK17B	bn	ARL6IP6
MTX3	bn	ZC3H14
MTX3	bn	PMS1
MTX3	bn	AMIGO2
MTX3	bn	DDX5
MTX3	bn	MTR
MTX3	bn	MFSD8
MTX3	bn	ZNF253
FBXO30	bn	THOC7
SBK1	bn	C9orf117
LOC389834	bn	LOC100233156
FAM102B	bn	DUSP10
ANKS6	bn	LOC100507376
LOC100506965	bn	GTF3A
NDUFV3	bn	LHPP
TGFBR3	bn	SMAD7
TGFBR3	bn	KLRB1
TGFBR3	bn	SYTL2
METTL10	bn	RAD17
METTL10	bn	CLCC1
METTL10	bn	MSANTD2
METTL10	bn	MYO9A
METTL10	bn	SEC22A
RAB8B	bn	SSR1
RAB8B	bn	SHOC2
RAB8B	bn	KRAS
RAB8B	bn	SELT
RAB8B	bn	RBM7
RAB8B	bn	STARD3NL
RAB8B	bn	FBXO30
ANKRD44	bn	USP33
ANKRD44	bn	THAP5
RPS6KB1	bn	USO1
RPS6KB1	bn	TTC14
ANKRD10	bn	LOC595101
TBC1D20	bn	KLHDC8A
SHISA4	bn	TAC3
IKZF5	bn	SPAST
IKZF5	bn	BBS10
IKZF5	bn	KLF3
CISD2	bn	TRAK2
CISD2	bn	FAM20B
CISD2	bn	DNAJC6
CISD2	bn	ISCA1
CISD2	bn	PSME4
CISD2	bn	CLIC2
CISD2	bn	SLC14A1
NAPRT1	bn	C8orf73
FOXN2	bn	UEVLD
FOXN2	bn	SLC44A1
FOXN2	bn	ZDHHC20
FOXK1	bn	TGS1
FOXK1	bn	ATP8B2
FOXK1	bn	ZNF498
FOXK1	bn	SIPA1L3
AMIGO1	bn	HAR1A
AMIGO1	bn	PIK3IP1
AMIGO1	bn	ZNF416
AMIGO1	bn	FITM2
AMIGO1	bn	LOC100507547
FAM20C	bn	SIGLEC16
MBOAT2	bn	SLC22A4
CISD3	bn	ABI3
SLC27A1	bn	ZCCHC24
PFKFB2	bn	FLT3
PFKFB2	bn	NSUN7
SAR1B	bn	ATP1B1
SAR1B	bn	ITGB1
SLFN11	bn	BCL2L2
METTL16	bn	BBS9
IFIT2	bn	USP25
IFIT2	bn	LYSMD2
MBTPS2	bn	RHBDD1
ZNF827	bn	OGG1
ATP8B2	bn	MYC
ATP8B2	bn	CALM1
ATP8B2	bn	EIF4B
ATP8B2	bn	UXS1
ATP8B2	bn	LBH
ATP8B2	bn	DCP1A
ATP8B2	bn	HAUS2
LMBRD2	bn	ATG5
LMBRD2	bn	PDIK1L
SLC25A30	bn	ASCC3
SLC25A30	bn	ATP10D
SLC25A30	bn	NUDT19
TWISTNB	bn	SPATA7
ATP11C	bn	SMC4
ATP11C	bn	RWDD3
ATP11C	bn	ZBTB26
MBTD1	bn	WAPAL
MBTD1	bn	C2orf49
AIDA	bn	DENND4A
FITM2	bn	COX11
FITM2	bn	EARS2
FITM2	bn	ERCC1
ZFP1	bn	C12orf32
FAM46C	bn	UBE2H
FAM46C	bn	WDR26
FAM46C	bn	TMEM200B
FAM46C	bn	MBNL3
PHACTR4	bn	C3orf38
LSM11	bn	CROCCP2
LSM11	bn	HPGD
H2AFY	bn	CCND3
H2AFY	bn	PELI1
BMP2K	bn	TOP1
BMP2K	bn	EVI5
GXYLT1	bn	PPM1L
MEGF6	bn	ANKRD6
DOCK11	bn	STAG1
DOCK11	bn	CEP350
DOCK11	bn	NEMF
DOCK11	bn	EXOC1
DOCK11	bn	FAM82A1
HLA-DOA	bn	QRSL1
HVCN1	bn	DTX4
GRPEL2	bn	THEMIS
GRPEL2	bn	PFN2
GRPEL2	bn	RRP15
GRPEL2	bn	TC2N
ANAPC4	bn	TIGD1
ANAPC4	bn	PNN
ANAPC4	bn	ZNF673
ANAPC4	bn	FAM111A
ANAPC4	bn	MTRF1
ANAPC4	bn	ZNF83
ANAPC4	bn	NAPB
ANAPC4	bn	MTERFD3
ANAPC4	bn	HNRNPU-AS1
ANAPC4	bn	FRA10AC1
UBR1	bn	GDAP1
ACPL2	bn	CACHD1
CPEB2	bn	MIER1
CPEB2	bn	FCHO2
ACVRL1	bn	MARVELD1
C2orf49	bn	C14orf135
C2orf49	bn	PPHLN1
EAF1	bn	SLC17A5
ZBTB41	bn	SEC23IP
KIF1B	bn	PRO2852
MTR	bn	ATP6V0A2
NFATC2	bn	SLAMF6
NFATC2	bn	CBLB
NFATC2	bn	TNIK
NFATC2	bn	LPIN1
NFATC2	bn	FYN
NFATC2	bn	PYHIN1
NFATC2	bn	FUT11
NFATC2	bn	IKZF3
NFATC2	bn	PCSK7
NFATC2	bn	PPP3CC
RNPC3	bn	RPS16P5
RNPC3	bn	INPP5D
RNPC3	bn	LOC727820
RNPC3	bn	XRCC5
LATS2	bn	TIPARP
LATS2	bn	ZNF697
ASPHD2	bn	ATF3
ASPHD2	bn	IL15RA
IKZF3	bn	PIGL
PDIA3	bn	ADRB1
NHLRC3	bn	ZNF330
YDJC	bn	ENTPD6
ZNF614	bn	EIF4E
ANKRD40	bn	PHACTR4
CUX1	bn	ZFP106
CUX1	bn	NMNAT1
CUX1	bn	MYRIP
LOC100131564	bn	MUC20
USP36	bn	SPOCK2
USP36	bn	TMEM143
ZNF800	bn	EEA1
ZNF800	bn	SMC3
ZNF800	bn	DHX36
ZNF800	bn	RIF1
ZNF800	bn	LOC100134445
ZNF800	bn	MGC42157
STARD9	bn	INTS7
STARD9	bn	ANKRD20A11P
CYP2R1	bn	NDUFAF5
ZBTB34	bn	HMGCR
ZBTB34	bn	TOPORS
ZBTB34	bn	PELI2
TMCC1	bn	NOV
TMCC1	bn	CLCN4
TMCC1	bn	FAM174A
TMCC1	bn	EPHB1
MRPS26	bn	MRP63
C6orf228	bn	PPP3CB
C6orf228	bn	BTBD1
C6orf228	bn	NKIRAS1
C10orf46	bn	IL6R
C10orf46	bn	APBB1IP
QSOX2	bn	SIK1
C12orf35	bn	GCM1
C12orf35	bn	ZNF117
CCDC111	bn	MLF1IP
C14orf126	bn	SNAPC1
ZBTB26	bn	FAM73A
BACH2	bn	NT5E
ELOVL7	bn	ZNF185
CPNE5	bn	PPP1R14A
AFF3	bn	PTPRK
AFF3	bn	KMO
AFF3	bn	CCR6
AFF3	bn	TSPAN13
AFF3	bn	STAP1
AFF3	bn	QSOX2
AFF3	bn	BACH2
AFF3	bn	EBF1
AFF3	bn	STRBP
SFMBT2	bn	LOC285957
RLTPR	bn	SLC25A45
RLTPR	bn	DGKA
RLTPR	bn	LTB
RLTPR	bn	CLIP3
RLTPR	bn	LOC728743
RLTPR	bn	GOLGA7B
MAP1LC3A	bn	LIPC
CCDC88C	bn	ANKRD36C
CCDC88C	bn	FAM178A
CCDC88C	bn	TNRC6C
LOC100132815	bn	NUDT6
TSPAN2	bn	TSHB
KREMEN1	bn	LOC100127983
LRP10	bn	MAN2A2
LRP10	bn	STGC3
CACUL1	bn	MAP3K5
CACUL1	bn	SP1
CACUL1	bn	CUX1
CACUL1	bn	C10orf46
CACUL1	bn	RAB11FIP1
KLF12	bn	MRFAP1L1
KLF12	bn	CLIC5
KLF12	bn	KANSL2
KLF12	bn	SBDS
KLF12	bn	CHIC1
KLF12	bn	PSMA5
FGL2	bn	DUSP6
FGL2	bn	DMXL2
FGL2	bn	1-Mar
RNFT1	bn	SLK
RNFT1	bn	FAM149B1
FAM200B	bn	XRCC4
SYNJ2BP	bn	NUFIP1
PLXDC2	bn	CSF2RA
SREK1IP1	bn	CHORDC1
SREK1IP1	bn	ANKIB1
ZNF689	bn	ZNF174
IKBIP	bn	PIGX
TSPAN18	bn	CD40LG
YOD1	bn	RNF182
ADSS	bn	SLC25A13
KLHL36	bn	TRIB2
KLHL36	bn	FBXO21
KLHL36	bn	KAT6B
KLHL36	bn	AHCYL2
KLHL36	bn	CHAMP1
KLHL36	bn	ZNF529
PRR24	bn	ARSA
PRR24	bn	SZT2
DTX1	bn	TGIF2
TMC8	bn	PCED1A
TMC8	bn	PSMG4
LOC100507015	bn	DNAJC3-AS1
RILP	bn	RXRA
RILP	bn	CHP1
RILP	bn	LOC100507448
EARS2	bn	CXCR7
C16orf13	bn	NAT6
TMEM200B	bn	RPIA
ANO9	bn	ENO3
ANO9	bn	KRTCAP3
LOC100653132	bn	EGR1
TAPT1	bn	RALGPS2
LOC283508	bn	KIAA0564
LOC283508	bn	HS3ST3B1
TNFAIP8L1	bn	H1FX
GABPA	bn	PRPF40A
GABPA	bn	PPP6R3
RSBN1L-AS1	bn	KBTBD2
ALPK1	bn	DNAH17
ALPK1	bn	BAZ1A
CD274	bn	P2RY14
CD274	bn	SCARF1
CD274	bn	TIFA
HACE1	bn	GEMIN2
HACE1	bn	BAG4
CTTN	bn	GP1BA
CTTN	bn	MPL
CTTN	bn	GUCY1B3
CTTN	bn	MAX
CTTN	bn	SLC24A3
DDX26B	bn	PARP11
DDX26B	bn	KLHL29
LOC647859	bn	OCLN
TXLNG	bn	NR2C1
TXLNG	bn	GTPBP4
TXLNG	bn	ANKRD5
TXLNG	bn	RTTN
TXLNG	bn	CEP85
GLCCI1	bn	SMURF2
GNA13	bn	PPP6C
TMEM229B	bn	RARRES3
TMEM229B	bn	SPSB1
TMEM229B	bn	S1PR2
1-Sep	bn	DTX3
FAM27E3	bn	LOC100240734
EXOC8	bn	ATP7A
TMEM170A	bn	DENND4C
TMEM170A	bn	SOS1
TARSL2	bn	ADAM22
HKDC1	bn	FAM153B
PAQR8	bn	SFXN2
PAQR8	bn	LOC100506453
THAP5	bn	C14orf129
FBXL16	bn	WDR86
EBF1	bn	FCRLA
EBF1	bn	ANGPTL1
ZNF227	bn	RBBP9
EXOSC6	bn	NANOG
UBXN11	bn	LOC100507520
PDCD5	bn	LOC221272
MYO5A	bn	ZNF586
MYO5A	bn	SNRK
MYO5A	bn	MIB1
MYO5A	bn	MAPK8
LIG4	bn	FAM18B1
CSNK1G3	bn	CCP110
CSNK1G3	bn	IL6ST
CSNK1G3	bn	PUS7L
CSNK1G3	bn	SLAIN2
CSNK1G3	bn	RBM18
CSNK1G3	bn	NAPG
CSNK1G3	bn	KLHL28
GPR27	bn	NRBF2
GPR27	bn	KIF13A
MED30	bn	STX6
ITPRIPL2	bn	MYOF
ITPRIPL2	bn	CYBB
ITPRIPL2	bn	GCH1
ITPRIPL2	bn	CD1D
ITPRIPL2	bn	TNS3
ITPRIPL2	bn	SCARB2
ITPRIPL2	bn	PAK1
ZFP62	bn	OXCT1
ZFP62	bn	COA5
ZFP62	bn	STAMBPL1
ZFP62	bn	TUBD1
ZFP62	bn	ZNF439
METAP1D	bn	MATN1-AS1
METAP1D	bn	LOC100507153
ZNF558	bn	EHBP1
ZNF558	bn	NOL11
MBD6	bn	ABCC2
MBD6	bn	SAP30L
MBD6	bn	LOXHD1
TMEM161B	bn	OTUD4
TMEM161B	bn	BMPR2
TMEM161B	bn	PHF6
TRABD2A	bn	C14orf64
TRABD2A	bn	VIPR1
TRABD2A	bn	EPHX2
TRABD2A	bn	CAND2
TRABD2A	bn	FAM134B
TRABD2A	bn	HAPLN3
TRABD2A	bn	HKDC1
TRABD2A	bn	PAQR8
CHM	bn	UFL1
CHM	bn	PAQR3
CHM	bn	AP1S2
POLR3A	bn	UQCC
TXNDC15	bn	C2orf15
TAF15	bn	ATP6V1H
TAF15	bn	TTBK2
TAF15	bn	GTF2A2
LOC441124	bn	LOC100132062
FLJ39051	bn	ZAK
FLJ39051	bn	SOCS3
LIN7A	bn	WDR37
EIF2C4	bn	CYP4F3
EIF2C4	bn	DPY19L3
EIF2C4	bn	LOC285147
OSBPL7	bn	ARHGAP33
OSBPL7	bn	FOXH1
OSBPL7	bn	ZNF419
PHACTR2	bn	CORO2A
FGD4	bn	ADAM19
FGD4	bn	FPR2
FGD4	bn	MEGF9
FGD4	bn	SNX27
FGD4	bn	BEND7
GPR157	bn	LOC100505783
RBM4	bn	L3MBTL1
RBM4	bn	DFNB59
RBM4	bn	ZADH2
ZNF322	bn	RBM27
ZNF322	bn	RBM12B
SEPSECS	bn	RBM26
AASDH	bn	C17orf75
LOC100507303	bn	LOC284440
UTP15	bn	MUT
BCL9L	bn	ZNF783
GIMAP7	bn	LYRM2
PHF14	bn	LOC100129884
ZNF550	bn	CCDC91
ZNF550	bn	TMTC4
ZNF550	bn	SCAI
ZNF550	bn	ZNF879
ZNF550	bn	ZNF780B
DCAF16	bn	ANKRD20A1
DCAF16	bn	ATF7IP2
RASGRF2	bn	C17orf69
RASGRF2	bn	CHRM3-AS2
RASGRF2	bn	SPON1
RASGRF2	bn	ESYT2
RASGRF2	bn	HSBP1L1
RASGRF2	bn	ZNF540
EIF2C1	bn	EIF2C3
CCDC66	bn	TRMT11
MYH11	bn	UPF1
MYH11	bn	ATG2A
MYH11	bn	KCNK7
MYH11	bn	TPPP
MYH11	bn	ZDHHC18
ZNF498	bn	FURIN
DDX60L	bn	DRAM1
RNF144B	bn	NPL
RNF144B	bn	DIP2B
ZNF207	bn	LOC100505971
SCAI	bn	HBS1L
SCAI	bn	CNST
SCAI	bn	DDX26B
S1PR3	bn	C9orf47
S1PR3	bn	LOC100507642
RGCC	bn	LOC643837
TKT	bn	PSD4
PPP1CB	bn	LOC647979
ZNF526	bn	RNF26
TICAM2	bn	FZD1
N4BP2	bn	ZNF252P
N4BP2	bn	ABHD10
MFSD8	bn	EML4
MFSD8	bn	KDM5C
ING5	bn	KCNMA1
PLK1S1	bn	CLTA
PLK1S1	bn	PLGLB1
PLK1S1	bn	LOC401052
PCED1B	bn	LOC100289019
PCED1B	bn	SCML4
PCED1B	bn	CAD
PCED1B	bn	FHIT
PCED1B	bn	NIPAL3
KLHL28	bn	DNAJB14
KLHL28	bn	RPRD1A
C11orf31	bn	PDCD2
C11orf31	bn	SETMAR
CHIC1	bn	SET
CHIC1	bn	TOMM70A
CHIC1	bn	BUB3
CHIC1	bn	PPAP2A
CHIC1	bn	LRPPRC
CHIC1	bn	MDN1
CHIC1	bn	NARG2
CHIC1	bn	PTPLAD1
CHIC1	bn	AP3M1
CHIC1	bn	MRPL1
CHIC1	bn	KIAA1147
CHIC1	bn	ABI2
CHIC1	bn	XPOT
CHIC1	bn	SLC30A4
CHIC1	bn	PLRG1
CHIC1	bn	ACVR2A
CHIC1	bn	ARHGAP5
CHIC1	bn	TMEM194B
CHIC1	bn	ZXDA
CPNE8	bn	C3orf23
CPNE8	bn	PLA2G4A
LOC128322	bn	TSPYL2
LOC128322	bn	COPS7B
PYROXD2	bn	C14orf56
ZNF302	bn	RBM26
PLIN4	bn	RAPGEFL1
PLIN4	bn	KCNE1L
PLIN4	bn	SLC12A9
PLIN4	bn	EFCAB4A
NAALADL1	bn	CNNM2
BATF2	bn	SERPING1
BATF2	bn	FBXO6
BATF2	bn	IRF1
MORC2-AS1	bn	CEP41
SH3RF3	bn	TANC2
SH3RF3	bn	FAM101B
GABPB2	bn	ZC3H6
ARGLU1	bn	KIAA1468
ARGLU1	bn	FAM133B
ARGLU1	bn	RPS6KB1
PFKFB4	bn	ARSG
PFKFB4	bn	PLOD1
PFKFB4	bn	BEST1
PFKFB4	bn	LRP10
PFKFB4	bn	CABP7
SAMD9	bn	IFIT5
SAMD9	bn	TNFSF10
SAMD9	bn	CHMP5
SAMD9	bn	KIAA1958
ISYNA1	bn	TSEN54
ISYNA1	bn	SSBP4
MIR4720	bn	MTSS1L
ODF2L	bn	LOC285540
HTRA3	bn	GLDN
BASP1	bn	GOLGA7
BASP1	bn	SH3GLB1
BASP1	bn	FCGR2C
BASP1	bn	DAZAP2
BASP1	bn	AKIRIN2-AS1
MS4A1	bn	CLLU1
MS4A1	bn	BANK1
MS4A1	bn	FCRL2
RAB11FIP3	bn	RUNX1-IT1
XAF1	bn	C5orf56
LRG1	bn	RGS3
LRG1	bn	BCL3
LRG1	bn	IL17RA
LRG1	bn	ARID5A
LRG1	bn	SLC16A3
LRG1	bn	SECTM1
LRG1	bn	GPR97
LRG1	bn	DGAT2
LRG1	bn	SHKBP1
LRG1	bn	PLIN4
LRG1	bn	LOC100506113
LOC100506029	bn	TYW5
SOCS7	bn	CD84
FAM116B	bn	UPK3A
FAM116B	bn	SLC39A4
FLJ33630	bn	STRAP
SLC45A3	bn	IL3RA
SLC45A3	bn	FCER1A
FLJ43663	bn	BBIP1
RAB27B	bn	SSX2IP
RAB27B	bn	NCKAP1
ZNF37A	bn	GPR174
HELQ	bn	ALG13
HELQ	bn	UPF3A
HELQ	bn	NOL8
HELQ	bn	CCDC14
HELQ	bn	DHX33
HELQ	bn	AASDH
SGTB	bn	TMEM106B
BCL6	bn	LOC441124
FNIP1	bn	SLC7A11
FNIP1	bn	LOC100507047
ADRBK2	bn	LOC158402
CEP78	bn	USP28
RBPMS2	bn	DTD1
RORC	bn	COLQ
RORC	bn	ADAM12
ARL10	bn	ABI2
STYX	bn	RNF168
STYX	bn	MAML2
STYX	bn	PHAX
SMARCB1	bn	SDC1
SMARCB1	bn	MZB1
SMARCB1	bn	DERL3
LOC100507110	bn	ZNF514
TPT1-AS1	bn	LOC100506992
ADAM1	bn	ANAPC7
ADAM1	bn	MCTS1
NHS	bn	THBD
NHS	bn	GRAMD1C
MIER3	bn	ANP32E
MIER3	bn	SHPRH
ICOSLG	bn	CYBASC3
ICOSLG	bn	ZNF296
CDK13	bn	FAM116A
TRNAU1AP	bn	PCNT
CHD2	bn	TRAPPC6B
CHD2	bn	ZNF207
CHD2	bn	FLJ43663
MCTP2	bn	IL18RAP
MCTP2	bn	FAM228B
IMMP1L	bn	ZNF829
CAMK4	bn	AP3M2
CAMK4	bn	ICOS
CAMK4	bn	TBRG4
CAMK4	bn	METAP1D
CAMK4	bn	RASGRF2
CAMK4	bn	GLT8D1
PAPD5	bn	SLC39A6
PAPD5	bn	DMXL1
PAPD5	bn	PIKFYVE
PAPD5	bn	IKZF5
PAPD5	bn	CSNK1G3
GPR68	bn	LOC339988
GPR68	bn	PDZD4
FAM225A	bn	SLAMF8
CCDC107	bn	FKBP11
CCDC107	bn	FAM176C
CCDC107	bn	PYROXD2
CCDC107	bn	CC2D2A
CCDC107	bn	TTC16
CCDC107	bn	DMPK
C1orf86	bn	HSD17B1
GAB1	bn	NHS
DYNC1H1	bn	MYCBP2
DYNC1H1	bn	KIAA0100
DYNC1H1	bn	ERC1
DYNC1H1	bn	SMARCA2
DYNC1H1	bn	NECAP2
C7orf31	bn	SH3BP4
C7orf31	bn	LOC100653017
SLC14A1	bn	MOSPD1
SLC14A1	bn	ABCG2
ABTB1	bn	FAM100B
ABTB1	bn	STK16
TTC18	bn	LOC100507212
LOC283788	bn	LOC642236
NOM1	bn	TRIT1
DICER1-AS1	bn	MFGE8
DICER1-AS1	bn	LRWD1
DICER1-AS1	bn	CLEC18A
ZC3H12B	bn	PAIP2B
ZC3H12B	bn	LOC100130691
ZC3H12B	bn	LOC100506090
FBLN7	bn	DHRS3
ATG9B	bn	ANKS6
ATG9B	bn	NOS3
NKAPL	bn	LARP1
RIMKLB	bn	ZNF44
RIMKLB	bn	ZNF606
PARP10	bn	NCAPH2
FAM212B	bn	NLRP6
FAM212B	bn	MED25
FAM212B	bn	NHSL2
FAM212B	bn	NUP98
FAM212B	bn	ITPK1
FAM212B	bn	PLXNA2
FAM212B	bn	DHX34
FAM212B	bn	KAT8
FAM212B	bn	KRT23
FAM212B	bn	RTDR1
FAM212B	bn	CCDC19
FAM212B	bn	GPR77
FAM212B	bn	LOC100505519
FAM212B	bn	SLC45A4
FAM212B	bn	MYH11
FAM212B	bn	ASPRV1
FAM212B	bn	LOC100506546
1-Mar	bn	SLFN12
1-Mar	bn	NCEH1
PIK3R2	bn	DDB1
PIK3R2	bn	EIF3B
PITPNC1	bn	GDAP1
FBXW7	bn	ACBD5
NRD1	bn	TMEM59
LOC100131607	bn	PET100
IFIT3	bn	TIMM10
IFIT3	bn	IFIT2
TMEM88	bn	DBN1
TMEM88	bn	ALPK3
ANKHD1	bn	N4BP2L2
ANKHD1	bn	C14orf118
ANKHD1	bn	RUSC1-AS1
ANKHD1	bn	LOC100130429
GALK1	bn	SPATA2L
GALK1	bn	POLDIP3
GALK1	bn	SEMA6B
MBNL3	bn	RNF11
MBNL3	bn	RMND5A
MBNL3	bn	C9orf78
MBNL3	bn	NSUN3
STRBP	bn	PIK3C2B
STRBP	bn	SLC9A7
STRBP	bn	RAB30
PGM2L1	bn	C9orf40
TLR8	bn	VNN2
LRRK2	bn	SSFA2
LOC100652912	bn	CYTH2
LOC100652912	bn	FAM13A-AS1
LOC100652912	bn	LOC100289061
LOC100652912	bn	COL9A2
LOC100652912	bn	ATHL1
LOC100652912	bn	ABCA7
LOC100652912	bn	KIAA1683
LOC100652912	bn	DICER1-AS1
LOC100652912	bn	RCN3
FOLR2	bn	ZG16B
GBP5	bn	APOL6
GBP5	bn	OBFC1
GBP5	bn	ETV7
GBP5	bn	PARP14
GBP5	bn	GBP4
LOC100505702	bn	LOC100508047
LINC00621	bn	ACADM
LINC00621	bn	LRRC40
LINC00621	bn	DRAM2
LINC00621	bn	SREK1IP1
LOC100129550	bn	ABCC5
ZNF738	bn	CXorf24
ZNF606	bn	LOC644656
ZNF606	bn	ENDOV
GRAP	bn	DDR1
GRAP	bn	METTL1
GRAP	bn	TMEM134
GRAP	bn	FAM159A
LOC283174	bn	IL2RA
TMEM86B	bn	PCSK1N
TMEM86B	bn	DENND1A
C17orf109	bn	CYB5R3
C17orf109	bn	HMBS
C17orf109	bn	RGS10
C17orf109	bn	RGS6
C17orf109	bn	KLC3
ZNF438	bn	LOXL1
ZNF438	bn	LOC100509323
ZNF438	bn	SERPINB8
ZNF438	bn	JAK3
ZNF438	bn	RAB20
ZNF438	bn	ERI1
ZNF438	bn	KREMEN1
ZNF438	bn	EFCAB2
KRIT1	bn	TRAPPC11
KRIT1	bn	ZRANB3
TIGD3	bn	LOC729083
TIGD3	bn	AMPD2
TIGD3	bn	ASF1B
TIGD3	bn	C2orf55
TIGD3	bn	MBD1
TIGD3	bn	CABIN1
KANSL1-AS1	bn	LOC644172
KCTD21	bn	STAU2
KIAA1731	bn	SNRNP48
KIAA1731	bn	LOC389765
RAB43	bn	LOC731424
ZNFX1-AS1	bn	LOC285847
ZNFX1-AS1	bn	HCG27
ZNFX1-AS1	bn	LOC100506328
ZNFX1-AS1	bn	CSF2RA
ZNFX1-AS1	bn	CHD7
ZNFX1-AS1	bn	H2AFY
RAP1GDS1	bn	DNAL1
SEC63	bn	CUL2
SEC63	bn	MAPKAPK5
SEC63	bn	EIF2AK3
SEC63	bn	PID1
GPR114	bn	PIK3R3
SVIP	bn	TRAT1
MEI1	bn	KIF22
MEI1	bn	TIGIT
MEI1	bn	LIN7B
UBR3	bn	EFHA1
UBR3	bn	PIAS1
OSGEPL1	bn	ZC3H12D
OSGEPL1	bn	MCM8
SAMD9L	bn	IFIT3
SAMD9L	bn	TRAFD1
SAMD9L	bn	DOCK4
LOC220729	bn	LOC440993
RAPGEF6	bn	SUZ12
RAPGEF6	bn	ZNF295
USP53	bn	ZC3H11A
PAK1	bn	MPEG1
PLGLB1	bn	PLGLA
OSM	bn	RAB32
OSM	bn	G0S2
OSM	bn	LILRA5
OSM	bn	SLC2A14
DOCK5	bn	ARNTL
DOCK5	bn	GLIPR1
LOC283663	bn	LOC401312
LOC283663	bn	KCNG1
LOC283663	bn	PPAPDC1B
RUSC1-AS1	bn	TBC1D2B
RUSC1-AS1	bn	SPG7
AP1S2	bn	AHR
TBRG1	bn	MED6
NFAM1	bn	NADK
RRN3	bn	FABP3
RRN3	bn	DNAJC27
C5orf56	bn	NUB1
C5orf56	bn	GVINP1
C5orf56	bn	SP140
S1PR5	bn	PRR5L
S1PR5	bn	LAIR2
S1PR5	bn	KLRD1
S1PR5	bn	GPR56
S1PR5	bn	PPP2R2B
S1PR5	bn	PTGDR
S1PR5	bn	TARP
S1PR5	bn	TTC38
S1PR5	bn	PLEKHF1
S1PR5	bn	TBX21
S1PR5	bn	EOMES
S1PR5	bn	LOC100505501
S1PR5	bn	ITPRIPL1
CD5	bn	SORBS3
SLC20A1	bn	LOC100507539
MALSU1	bn	PSMB1
ATP5E	bn	PGRMC1
ATP5E	bn	DAB2
ATP5E	bn	IGF2BP3
ATP5E	bn	EGF
ATP5E	bn	PROS1
ATP5E	bn	MAP1B
ATP5E	bn	APP
ATP5E	bn	NLK
ATP5E	bn	C1orf198
ATP5E	bn	MYLK
ATP5E	bn	SH3BGRL2
ATP5E	bn	ELOVL7
ATP5E	bn	FRMD3
ATP5E	bn	TUBB1
RASGEF1A	bn	PTGFRN
LOC100130938	bn	CLDN5
LOC100130938	bn	GRB14
STGC3	bn	SLC12A6
