source	target
ASH1L	MED13L
ASH1L	DOCK9
ASH1L	ZNF609
ASH1L	ATXN1L
ASH1L	TET3
ASH1L	SYNJ1
ASH1L	FYCO1
ASH1L	SFMBT1
ASH1L	KIAA2018
ASH1L	ANKRD17
ASH1L	AFF1
ASH1L	NIPBL
ASH1L	ZKSCAN1
ASH1L	WHSC1L1
ASH1L	NCOA2
MSTO2P	MSTO1
SYT11	CHN1
SYT11	PJA1
KIAA0907	PIGL
KIAA0907	ELMOD3
KIAA0907	ATAT1
ARHGEF2	FHOD1
ARHGEF2	PLD2
ARHGEF2	IPPK
ARHGEF2	UAP1L1
RAB25	C1orf172
RAB25	KRT18
RAB25	PPP1R1B
RAB25	PPAP2C
RAB25	LSR
RAB25	ETHE1
SEMA4A	BIK
IQGAP3	ARHGEF39
SH2D2A	LAG3
SH2D2A	CST7
PEAR1	KCTD15
ARHGEF11	LRP1
ARHGEF11	BAHCC1
ARHGEF11	RIN2
ARHGEF11	NDST1
ETV3	ITGB3
FCRL5	KIAA0125
FCRL2	FAM129C
FCRL2	FLJ43663
FCRL1	TMC8
FCRL1	FBXO41
FCRL1	PARP15
FCRL1	PDE7A
FCRL1	ZMAT1
CD1C	NAPSA
CD1C	ABCB4
MNDA	NCF2
MNDA	CLEC4A
MNDA	FAH
MNDA	CXCL6
PYHIN1	TIGIT
PYHIN1	GZMK
PYHIN1	PDE7A
IFI16	BLM
IFI16	ZNF267
IFI16	APOBEC3G
IFI16	ADPRH
AIM2	SP140
CADM3	FXYD6
CADM3	RGMA
CADM3	COLEC12
CADM3	ABI3BP
DARC	FAM167B
DARC	CH25H
DARC	PGF
DARC	CLDN5
DARC	INMT
SLAMF8	CMKLR1
SLAMF8	HCK
SLAMF8	APOL3
SLAMF8	TLR8
IGSF9	CDHR1
IGSF9	ERBB2
IGSF9	EDN3
IGSF9	FRMD1
LOC100505633	CXADR
PEA15	FAM89A
PEA15	TSPAN11
PEA15	SLCO3A1
PEA15	CX3CL1
COPA	PPAP2B
COPA	NCSTN
COPA	ARCN1
COPA	USO1
COPA	FAM115A
NCSTN	EXT2
NCSTN	CMIP
NCSTN	TM9SF4
NCSTN	EXT1
VANGL2	RAD51D
SLAMF6	PCED1B
SLAMF6	TMEM156
CD84	MR1
CD84	SFMBT2
CD84	LOC100499405
CD84	IRF2
SLAMF1	CTLA4
CD48	CKMT1B
CD48	CKMT1A
CD48	ARHGAP15
SLAMF7	IGSF6
SLAMF7	ZBP1
SLAMF7	ASPHD2
F11R	TMBIM1
F11R	KALRN
F11R	PCDH1
F11R	CORO2A
ARHGAP30	KCNAB2
ARHGAP30	PIK3CD
ARHGAP30	TMEM206
ARHGAP30	BIN2
ARHGAP30	FMNL1
ARHGAP30	IL27RA
ARHGAP30	ARHGAP25
ARHGAP30	INPP5D
ARHGAP30	PPP1R18
ARHGAP30	FYN
ARHGAP30	SEMA4D
ARHGAP30	TRAF1
ARHGAP30	FAM78A
PPOX	ANKS3
PPOX	DALRD3
FCER1G	S100A11
FCER1G	CD300A
FCER1G	TYROBP
FCER1G	FCN1
MPZ	LGI4
FCGR2A	TNFRSF10C
HSPA6	HSPA7
FCGR3A	FCGR1A
FCGR3A	FCGR2A
FCGR3A	FCGR3B
FCGR3A	ZNF438
