GeneSymbol.src	GeneSymbol.dst
TJP3	NPDC1
RNASE4	NPEPPS
USP1	NPEPPS
PPM1J	NPFF
AF052160	NPHP1
B3GALT1	NPHP1
A1CF	NPHS1
AL137475	NPHS2
SLC9A5	NPHS2
CTSS	NPL
SAMSN1	NPL
HGS	NPLOC4
SFRS12IP1	NPM1
YY1	NPM1
GAPDH	NPM3
CCL27	NPPA
ARF3	NPPB
PCGF1	NPPB
SULT2A1	NPPB
CAV1	NPR1
CLDN5	NPR1
BIRC7	NPR2
LAMA2	NPR2
SGCE	NPR2
ACTR10	NPTN
PDE9A	NPTX1
SGSH	NPTX1
C20orf39	NPTX2
LRRC15	NPTX2
MFAP2	NPTX2
CBX6	NPTXR
UFD1L	NPTXR
CD37	NPVF
EXOC5	NPVF
RBM24	NPY1R
SLC39A6	NPY1R
SOX11	NPY1R
STC2	NPY1R
SFRP1	NPY2R
C22orf31	NPY5R
ATP2C2	NQO1
CDH1	NQO1
PSMB2	NQO1
SLC39A11	NQO1
WNT6	NQO2
PSMD1	NR0B1
CPB2	NR0B2
ZNF606	NR0B2
NR1D2	NR1D1
PER1	NR1D1
SNED1	NR1D1
KIAA0776	NR1D2
PER3	NR1D2
ZMYM2	NR1D2
PRDM2	NR1H4
SLC35E3	NR1H4
GNRH2	NR1I2
DHX57	NR2C1
RANBP9	NR2C1
APOE	NR2E1
HAND1	NR2E3
COL14A1	NR2F1
DST	NR2F1
C5orf4	NR2F2
GATM	NR2F2
GFRA1	NR2F2
EZR	NR2F6
NDUFB7	NR2F6
SET	NR2F6
APC	NR3C1
KCTD12	NR3C1
LEPR	NR3C2
CYR61	NR4A1
DUSP1	NR4A1
FOSB	NR4A1
DUSP1	NR4A2
FOS	NR4A2
TBC1D8	NR4A2
BZW1	NR4A3
GMNN	NR4A3
hCG_2033649	NR5A1
SLC16A3	NR5A1
CFD	NR5A2
ELOVL4	NR5A2
EPHA7	NR5A2
MAGI1	NR6A1
RASA3	NR6A1
RAD51AP1	NRAS
CLEC2B	NRBF2
KCMF1	NRBF2
UBR5	NRBP2
HOMER1	NRCAM
LYPD1	NRCAM
ECM2	NRF1
NDUFB7	NRF1
RANBP3	NRF1
FBXL8	NRG1
GLT8D4	NRG1
RBMS1	NRG1
TAGLN	NRG1
FAM120C	NRG2
GPRC5A	NRG2
PLUNC	NRG3
MMP9	NRGN
POGZ	NRGN
LZTFL1	NRIP1
MOBKL1B	NRIP1
PDZK1	NRIP1
TLK1	NRIP1
MCM4	NRIP2
TIE1	NRIP2
STK32B	NRIP3
GALNT10	NRK
AF174394	NRL
DDN	NRL
PAX8	NRM
COL6A1	NRP1
SLIT3	NRP1
MMP14	NRP2
C19orf26	NRTN
DHCR7	NRTN
L11372	NRTN
NM_007281	NRTN
CHGA	NRXN1
DPY19L4	NRXN1
HPSE	NRXN1
SEMG2	NRXN1
GEM	NRXN2
KIF1C	NRXN2
TNXB	NRXN2
HIF1A	NRXN3
LAMA3	NRXN3
RIT1	NRXN3
PRLR	NSBP1
IRAK1	NSDHL
MRPL37	NSDHL
NDUFB11	NSDHL
AL137717	NSF
C19orf26	NSFL1C
NXT1	NSFL1C
SNRPB	NSFL1C
WWP2	NSFL1C
BLZF1	NSL1
CEP350	NSL1
TPR	NSL1
CCT5	NSUN2
HNMT	NSUN5
VHL	NSUN5
SERPING1	NT5E
ATPAF2	NT5M
CST7	NT5M
FRZB	NT5M
ENOX2	NTAN1
SULT1C4	NTAN1
CCDC9	NTF3
DCI	NTHL1
ARL5A	NTN2L
GNL3L	NTN2L
PRIM2	NTN2L
BLM	NTN4
BYSL	NTN4
TMC5	NTN4
ZFYVE20	NTRK1
ABCA8	NTRK2
MYH11	NTRK2
SAMD5	NTRK2
DNAJC10	NTRK3
HIP1R	NTRK3
MIA	NTRK3
GPI	NTS
ZNF550	NTS
OR2S2	NTSR1
KCNE2	NTSR2
COL1A2	NUAK1
GLT8D2	NUAK1
HTRA1	NUAK1
MRC2	NUAK1
FIP1L1	NUBPL
REEP5	NUBPL
ARF1	NUCB1
LMAN2	NUCB1
PSAP	NUCB1
AZGP1	NUCB2
USP47	NUCB2
SLC25A44	NUCKS1
AL137717	NUDC
PSMC3	NUDC
SUV39H2	NUDCD1
WDSOF1	NUDCD1
C16orf61	NUDT1
CDC20	NUDT1
MYBL2	NUDT1
CLEC11A	NUDT11
MAGED4B	NUDT11
ZNF81	NUDT13
C3orf18	NUDT16P
ACBD4	NUDT2
PNPLA4	NUDT2
SIP1	NUDT2
DNAJA2	NUDT21
HSBP1	NUDT21
OGFOD1	NUDT21
PPP1R14B	NUDT3
HSPA8	NUDT4
PGK1	NUDT4
APC	NUDT6
DHX8	NUDT6
HEMK1	NUDT6
TBC1D9	NUDT6
KLRC2	NUDT7
CEP55	NUF2
DDX24	NUFIP1
U63542	NUFIP1
C19orf6	NUMA1
MAZ	NUMA1
SF1	NUMA1
C12orf30	NUP107
MFF	NUP107
FBXO28	NUP133
CHEK1	NUP155
GMPS	NUP155
ILF2	NUP155
USP24	NUP160
WAC	NUP160
XKRY	NUP160
EFNA2	NUP188
FAM129B	NUP188
HSPA8	NUP188
SAFB	NUP188
AMELY	NUP205
ARMC9	NUP205
AURKB	NUP205
BEND3	NUP205
POLS	NUP205
BRPF1	NUP210
HSPD1	NUP210
PROZ	NUP210L
RQCD1	NUP214
PARVA	NUP37
C1orf174	NUP43
ACTR3	NUP50
MCM5	NUP50
WARS	NUP50
XRCC6	NUP50
CXorf57	NUP54
OR2W1	NUP54
C16orf61	NUP62
POLD1	NUP62
GRIA2	NUP62CL
ITK	NUP62CL
SUPT4H1	NUP85
C1QBP	NUP88
C16orf61	NUP93
KARS	NUP93
BIRC5	NUSAP1
CCNB2	NUSAP1
HMGB2	NUSAP1
KIAA0101	NUSAP1
TOP2A	NUSAP1
AGFG1	NUTF2
COX4NB	NUTF2
LSM4	NUTF2
NIP7	NUTF2
DEGS1	NVL
FBXO28	NVL
MRPS14	NVL
EPB41L4A	NXF3
EPB41L4A	NXPH2
MCART1	NXPH2
CHCHD8	NXT1
EXOC5	NXT2
SERBP1	NXT2
IFI44L	OAS1
IFI6	OAS1
IFIT1	OAS1
MX1	OAS1
OAS3	OAS1
EPSTI1	OAS2
MX1	OAS2
OAS1	OAS2
RSAD2	OAS2
IFIT1	OAS3
ISG15	OAS3
CD8B	OASL
ISG15	OASL
OAS1	OASL
ENOX2	OAT
LIPT1	OAT
SOX9	OAT
CD7	OAZ1
POLR2E	OAZ1
SKP1	OAZ2
ENSA	OAZ3
PRSS8	OAZ3
RORC	OAZ3
GZMA	OBFC2A
RNF17	OBFC2A
SLC13A1	OBFC2A
ALS2CL	OBP2A
TMPRSS3	OBP2A
OBP2A	OBP2B
TMPRSS3	OBP2B
OR10H2	OBSCN
KRT83	OBSL1
NM_138383	OBSL1
STAT2	OBSL1
CHODL	OCA2
MSX2	OCA2
USE1	OCEL1
SEPSECS	OCIAD1
MAD2L1	OCIAD2
RPS15A	OCLN
C4orf7	ODAM
ITIH2	ODAM
KRT1	ODAM
CCT4	ODC1
ARPC5L	ODF2
FASTK	ODF2
NUP188	ODF2
SEC14L5	ODF3L1
IL17B	ODZ2
ITGA2	ODZ2
AF255792	ODZ3
COL1A2	ODZ3
COL8A1	ODZ3
COPZ2	ODZ3
VCAN	ODZ3
WDR79	ODZ3
CDH11	ODZ4
LRRC15	ODZ4
MXRA5	ODZ4
TBX5	ODZ4
TGFB1I1	ODZ4
TSKU	OGDHL
NUP93	OGFOD1
ACADSB	OGFOD2
NM_015908	OGFR
TKT	OGFR
AQR	OGFRL1
FOXA1	OGFRL1
BRPF1	OGG1
COL14A1	OGN
FSTL1	OGN
GLT8D2	OGN
NM_014120	OGT
SIGLEC1	OGT
FAM54A	OIP5
KIF4A	OIP5
PRC1	OIP5
RAD51	OIP5
COL1A1	OLAH
ICMT	OLAH
AV761014	OLFM1
RAI2	OLFM1
GABRP	OLFM4
KIT	OLFM4
SVEP1	OLFM4
CDH11	OLFML2B
COL6A1	OLFML2B
VCAN	OLFML2B
CTSK	OLFML3
GLT8D2	OLFML3
HTRA1	OLFML3
B3GAT2	OLIG2
CYP1B1	OLIG2
RBKS	OLIG2
SLBP	OLIG2
FCGR2A	OLR1
ALDH1A1	OMD
ASPN	OMD
ECM2	OMD
FBLN1	OMD
DEFB4	ONECUT1
POU6F1	ONECUT1
GJA1	ONECUT2
UBE2C	ONECUT2
CPA1	OPA3
EPRS	OPA3
IGF2R	OPA3
ANKRD1	OPCML
DHX34	OPCML
FOXM1	OPCML
KLC1	OPN1SW
S100A9	OPN3
NAIP	OPRD1
SIAH1	OPRD1
PTGER4	OPRK1
ADD2	OPRL1
SCYE1	OPRL1
EHD1	OPRM1
ITSN1	OPRM1
MED18	OPRM1
ARF1	OPRS1
CKS2	OPRS1
SOD2	OPTN
CAMK2A	OR10H2
TRHR	OR10H2
MYF6	OR11A1
A1CF	OR12D2
KIAA0090	OR12D3
AMBP	OR1A2
UBE4B	OR1A2
NUDT7	OR1E1
MRPL41	OR1G1
DHX58	OR2F1
PRAMEF12	OR2F1
SOAT2	OR2F1
DUS4L	OR2F2
EIF3M	OR2F2
DLG1	OR2H2
DMD	OR2W1
EIF4E2	OR2W1
PAK2	OR3A1
PDE6D	OR52A1
MCHR1	OR5I1
PDGFB	OR5I1
HSFX1	OR7A10
ECE1	OR7A17
C16orf61	OR7E47P
EIF4E2	OR7E47P
WDR5	ORAI1
CDK3	ORAOV1
CTTN	ORAOV1
CDC20	ORC1L
KIF2C	ORC1L
MATN3	ORC1L
ANKZF1	ORC2L
PAIP1	ORC3L
CRYBA4	ORC4L
NDUFS1	ORC4L
NM_006333	ORC4L
STK3	ORC5L
TLX3	ORC5L
C16orf61	ORC6L
HJURP	ORC6L
MELK	ORC6L
PLK4	ORC6L
UBE2C	ORC6L
NM_018543	ORM1
ORM2	ORM1
PDZK1IP1	ORM1
S100A9	ORM1
PDZK1IP1	ORM2
TRIM46	ORM2
TCEB2	ORMDL2
TMBIM6	ORMDL2
ERBB2	ORMDL3
LAMA3	OSBPL1A
PSMA7	OSBPL2
YTHDF1	OSBPL2
TMEM14A	OSBPL7
FOXJ3	OSBPL9
AZIN1	OSGEPL1
EXOC5	OSGEPL1
MAPK8	OSGIN1
TCEB1	OSGIN2
SLC2A3	OSM
CXCR7	OSR2
WAPAL	OTC
HSF5	OTP
C19orf10	OTUB1
DAK	OTUB1
UQCRFS1	OTUB1
ARHGAP22	OTUB2
EDF1	OTUB2
MYBPC3	OTUB2
SNX1	OTUB2
SV2B	OTUD4
WASL	OTUD4
ZNF324	OTUD4
RAB26	OVGP1
AZI2	OVOL1
H2AFZ	OVOL1
PARD6B	OVOL1
ERBB3	OVOL2
U79293	OVOL2
USP22	OXCT2
MTDH	OXR1
DST	OXTR
ELF4	P2RX2
CYP2D6	P2RX3
TBC1D13	P2RX3
POLD4	P2RX4
SELL	P2RX5
SPOCK2	P2RX5
PRMT7	P2RY1
CRTAM	P2RY10
NACA2	P2RY10
PNOC	P2RY10
DIXDC1	P2RY11
AIF1	P2RY13
AMELY	P2RY13
CX3CR1	P2RY13
PIK3CD	P2RY13
CD69	P2RY14
GIMAP6	P2RY14
ICOS	P2RY14
CRABP2	P2RY2
SELENBP1	P2RY2
TTC12	P2RY2
HNMT	P2RY5
KCTD12	P2RY5
LMO2	P2RY5
C1orf38	P2RY6
EPSTI1	P2RY6
SLAMF8	P2RY6
ADM	P4HA1
KDELR3	P4HA2
LDHA	P4HA2
LOXL2	P4HA2
ADAM12	P4HA3
HTRA1	P4HA3
ARF1	P4HB
ARHGDIA	P4HB
LMAN2	P4HB
ILF3	PA2G4
CHCHD8	PAAF1
IL1RN	PABPC1
PABPC3	PABPC1
GNL2	PABPC3
C4orf39	PABPC4L
PKM2	PABPN1
RBM34	PABPN1
KRT5	PACRG
PGRMC1	PACRG
UBE2E3	PACRG
TRERF1	PACS1
HDGF	PACSIN3
ZNF444	PACSIN3
UNC45B	PADI1
ESR1	PADI2
PROM1	PADI2
LBP	PADI3
SHMT2	PADI3
RNF17	PADI4
EXOC5	PAFAH1B1
VAMP3	PAFAH1B1
FMNL2	PAFAH2
LRRC46	PAFAH2
PSIP1	PAFAH2
TGFA	PAGE1
ANKHD1-EIF4EBP3	PAGE4
ELA1	PAH
NM_014162	PAH
SRRM2	PAH
NM_025164	PAICS
ORC1L	PAICS
PNOC	PAICS
RAN	PAICS
BCAS2	PAIP1
PSMB4	PAIP1
CLNS1A	PAK1
PSMB2	PAK1
SLC25A42	PAK1
COQ3	PAK1IP1
IFRD1	PAK1IP1
IL26	PAK2
KIAA0467	PAK2
TCF21	PAK2
TCHH	PAK2
CKMT2	PAK3
NM_018600	PAK3
SH2D5	PAK3
PBX1	PAK4
ACTR3	PAK7
CDC37	PAK7
ACTA2	PALLD
ASPN	PALLD
COL5A2	PALLD
FBN1	PALLD
MSRB3	PALLD
GNG7	PALM
HEXIM1	PALM
ADH1B	PALMD
C1R	PAM
CALD1	PAM
PDZRN3	PAM
TNFAIP6	PAM
KIAA0494	PAN3
ZMYM2	PAN3
PTPLA	PANK1
WNT6	PANK2
EIF4G1	PAPD1
RAPGEF6	PAPD4
PPP2R5C	PAPOLA
WAC	PAPOLA
HUS1	PAPPA
MOXD1	PAPPA
A1CF	PAPPA2
MTAP	PAPPA2
RPL36A	PAPPA2
FAT	PAPSS2
SDC1	PAPSS2
TMEM45A	PAPSS2
SIP1	PAQR3
OGN	PAQR4
DUSP3	PAQR5
KRT85	PAQR5
CD79A	PARD3
MYH10	PARD3
CDC14B	PARD6B
NM_207386	PARD6B
RERG	PARD6B
ZNF552	PARD6B
ADAM8	PARK2
POLR2H	PARL
ILF2	PARP1
NEK2	PARP1
APLP1	PARP11
MTUS1	PARP11
STAM2	PARP11
MX1	PARP12
UBA7	PARP3
C9orf25	PARP6
CLK3	PARP6
CDH11	PARVA
CTSS	PARVA
DCN	PARVA
SPTAN1	PARVA
BOP1	PARVB
HMGN1	PARVB
POLR3A	PASD1
SARDH	PASD1
SYT1	PASK
C16orf57	PATL1
LRBA	PAWR
PDIA4	PAWR
CYP27A1	PAX2
SERPINI1	PAX2
TRIM46	PAX2
FOXE1	PAX3
GAS2L1	PAX3
POLR3G	PAX3
ISG15	PAX4
SNX17	PAX4
CD19	PAX5
IGHM	PAX5
EN1	PAX6
NM_007281	PAX6
CYP2W1	PAX8
UBE2S	PAX8
YPEL5	PAX8
C10orf25	PAX9
CDC2	PBK
KIF11	PBK
MAD2L1	PBK
NUSAP1	PBK
ANGPT4	PBOV1
CCDC9	PBOV1
DOPEY2	PBX1
ENSA	PBX1
FOXA1	PBX1
SDHC	PBX1
UBE2H	PBX1
RAB31	PBX3
WDR27	PBX4
ARF1	PBXIP1
MAX	PBXIP1
WTAP	PC
FIS1	PCBD1
MRPS16	PCBD1
SARDH	PCBP3
SYT17	PCBP3
SDHC	PCCB
ACAP1	PCDH1
TCF15	PCDH1
DUSP4	PCDH11X
TAF6L	PCDH11X
SLC26A4	PCDH11Y
TIE1	PCDH12
MAB21L1	PCDH18
TLE4	PCDH18
CHODL	PCDH21
KCNJ15	PCDH7
MMP13	PCDH7
TRO	PCDH7
AP1G1	PCDH8
CLCA3	PCDH8
LEMD1	PCDH8
DAPK2	PCDH9
LIPE	PCDH9
NCBP1	PCDH9
PCDHA7	PCDHA10
LRP12	PCDHA2
NM_152338	PCDHA5
ALOXE3	PCDHA6
NR2F2	PCDHA6
PCDHB13	PCDHB12
PCDHB6	PCDHB12
FZD9	PCDHB13
PCDHB12	PCDHB6
RPL10A	PCDHB7
MEF2D	PCDHB8
NEFL	PCDHB8
HSPG2	PCDHGA11
PCDHGA3	PCDHGA11
PDE3A	PCDHGA11
COL1A1	PCDHGA3
C11orf67	PCDHGA8
RTP4	PCDHGA8
SFRS5	PCF11
CCT7	PCGF1
RPL19	PCGF2
CRK	PCIF1
VAMP3	PCIF1
CA3	PCK1
GPD1	PCK1
PLIN	PCK1
TIMP4	PCK1
ARHGAP19	PCLO
PIK3R5	PCLO
NAT1	PCM1
PAK7	PCM1
PTEN	PCM1
SNX1	PCM1
CBX3	PCMT1
TCP1	PCMT1
ENO1	PCMTD2
RSBN1	PCMTD2
SEPSECS	PCMTD2
DEPDC1B	PCNA
SPC25	PCNA
MAPK1IP1L	PCNP
NPM1	PCNP
SNX4	PCNP
VBP1	PCNP
CCDC9	PCNX
SMR3B	PCNX
TLK1	PCNX
COL5A1	PCOLCE
FABP4	PCOLCE2
G0S2	PCOLCE2
ITGB8	PCOLCE2
LEP	PCOLCE2
PCK1	PCOLCE2
RBP4	PCOLCE2
CALCB	PCP4
DSG1	PCP4
NRTN	PCP4
SDF4	PCP4
CARTPT	PCSK1
CPB1	PCSK1
SLC13A1	PCSK1
HIST1H1A	PCSK1N
MAGED4B	PCSK1N
SF3B3	PCSK1N
KRT2	PCSK2
MRPL41	PCSK2
MUC2	PCSK2
PIK3R5	PCSK2
SSX4	PCSK2
PRDM2	PCSK4
COL14A1	PCSK5
FBLN2	PCSK5
NDN	PCSK5
SRPX	PCSK5
ZCCHC24	PCSK5
ZEB1	PCSK5
ATPAF2	PCSK6
QDPR	PCSK6
TBC1D9	PCSK6
SH3RF3	PCSK9
TUBB4	PCTK1
UBE2C	PCTK1
CCDC72	PCTK2
FAM179B	PCTK2
PLOD3	PCTK3
SPN	PCTK3
LRRC59	PCTP
PICALM	PCTP
UTP18	PCTP
LYVE1	PCYOX1
COPE	PCYT1A
TCEB1	PCYT1A
IGHA1	PCYT1B
RAPGEF3	PCYT1B
TIE1	PCYT1B
CEP57	PDAP1
PRNPIP	PDAP1
RHEB	PDAP1
SLC19A1	PDAP1
CASS4	PDC
PPARA	PDC
TRIM25	PDC
COX5A	PDCD10
SNX3	PDCD10
NOLC1	PDCD11
WDR5	PDCD11
CYBB	PDCD1LG2
GBP5	PDCD1LG2
COX7A2	PDCD2
SYN2	PDCD2
TRIP13	PDCD2L
ABAT	PDCD4
AURKA	PDCD4
NAT1	PDCD4
C18orf24	PDCD5
MASTL	PDCD5
MRPL42	PDCD5
TXN	PDCD5
UBE2S	PDCD5
NM_207331	PDCD6
PRDX2	PDCD6
TTC33	PDCL
CALD1	PDE10A
CCDC46	PDE10A
NINJ2	PDE10A
ARHGEF15	PDE11A
PCDH11X	PDE11A
MED13L	PDE12
SPACA1	PDE12
XM_372952	PDE1C
AQP1	PDE2A
ARHGEF15	PDE2A
TNXB	PDE2A
ARHGEF15	PDE3A
CBLN1	PDE3A
ADIPOQ	PDE3B
FHL1	PDE3B
C16orf61	PDE4A
KCNE4	PDE4A
KLHDC10	PDE4B
RARRES1	PDE4B
TNFRSF21	PDE4B
AL050122	PDE4C
GULP1	PDE4C
ARMC1	PDE4D
AIF1	PDE4DIP
NID2	PDE4DIP
TIMM23	PDE4DIP
SPOCK3	PDE5A
TMTC3	PDE5A
TSPAN2	PDE5A
GAGE2C	PDE6A
CCDC74B	PDE6B
NSL1	PDE6B
TMC4	PDE6B
IRF4	PDE6C
ACTR3	PDE6D
GALP	PDE6D
PSAP	PDE6D
NPTX1	PDE6H
RNFT2	PDE6H
MAP4K4	PDE8A
GPM6B	PDE9A
SFRP1	PDE9A
NPIP	PDGFA
TGFB1I1	PDGFA
PAPPA2	PDGFB
FER1L3	PDGFC
VCAN	PDGFC
ECM2	PDGFD
GPRASP1	PDGFD
UBE2C	PDGFD
C1S	PDGFRA
FSTL1	PDGFRA
RECK	PDGFRA
VCAN	PDGFRA
COPZ2	PDGFRL
DCN	PDGFRL
GLT8D2	PDGFRL
SPON1	PDGFRL
ZFPM2	PDGFRL
CENPN	PDHA1
SNX1	PDHA2
SLC25A16	PDHB
SPCS1	PDHB
CKAP5	PDHX
PPP1CC	PDHX
UBA2	PDHX
IL6ST	PDIA4
SGOL1	PDIA4
PSME3	PDIA6
WARS	PDK1
XM_372952	PDK1
GSPT1	PDK3
RAD23B	PDK3
DENND2C	PDK4
FABP4	PDK4
HSPA8	PDK4
SFRS5	PDK4
FMO5	PDLIM1
PDGFRL	PDLIM2
CTHRC1	PDLIM3
MYLK	PDLIM3
NNMT	PDLIM3
PSMD10	PDLIM4
UBE2C	PDLIM4
GLRB	PDLIM5
UBE2Q2	PDLIM5
FLNA	PDLIM7
MMP14	PDLIM7
SERPINH1	PDLIM7
TMEM158	PDLIM7
AEBP1	PDPN
CTSK	PDPN
PLAU	PDPN
GPN3	PDS5A
PFDN2	PDS5A
PTGFR	PDS5A
ZBTB33	PDS5A
ASPM	PDSS1
BLM	PDSS1
SUV39H2	PDSS1
ARL1	PDSS2
CDC40	PDSS2
SEC14L1	PDSS2
C1orf68	PDX1
PWP1	PDX1
CDCA8	PDXK
CSTB	PDXK
CTSA	PDXK
GORASP2	PDXK
MRPS7	PDXK
RFC2	PDXK
SSPN	PDYN
COX6C	PDZD2
ECM2	PDZD2
PCSK5	PDZD2
CELSR2	PDZK1
SEMA3B	PDZK1
CSTB	PDZK1IP1
COL14A1	PDZRN3
NID1	PDZRN3
PCDH18	PDZRN3
CNTN1	PDZRN4
FIS1	PEBP1
EMCN	PECAM1
GIMAP4	PECAM1
HLA-DRA	PECAM1
MAN2B2	PECI
RAB17	PECI
RPL10A	PECI
ENSA	PECR
SGCE	PEG10
CDC2	PEG3
PLCB3	PEG3
WNK3	PEG3
PDGFRA	PELI2
ZCCHC24	PELI2
CYB5A	PELO
UBE2D2	PELO
FABP4	PEMT
NRF1	PEMT
NAALAD2	PENK
CRY2	PER1
PRM1	PER1
ZBTB16	PER1
CHUK	PER2
DLGAP5	PER2
SF1	PER2
EPB41L5	PER3
ERBB2	PERLD1
GRB7	PERLD1
ORMDL3	PERLD1
HDAC2	PERP
PGRMC1	PERP
C17orf90	PET112L
SCYE1	PET112L
PPIF	PEX10
TP53	PEX10
CYB5A	PEX11A
TOB1	PEX11A
VAV3	PEX11A
DAP3	PEX11B
HMGCL	PEX11G
ACBD4	PEX12
C3orf18	PEX12
SDHC	PEX19
MSH3	PEX3
PSMC3	PEX3
ADAM7	PEX5
ADRB1	PEX5
PRM1	PEX5
RHEB	PEX5
HUS1	PEX5L
C6orf106	PEX6
LYL1	PEX6
PEX3	PEX7
MTAP	PF4
AF130071	PF4V1
DENND2C	PF4V1
IRF4	PF4V1
CDC25A	PFDN2
CKS1B	PFDN2
HAX1	PFDN2
MAGOHB	PFDN2
NEK2	PFDN2
PSMB4	PFDN2
DEK	PFDN4
GOLT1B	PFDN4
MAD2L1	PFDN4
RAE1	PFDN4
C12orf10	PFDN5
TNNC1	PFDN5
BTN1A1	PFKFB1
CDH6	PFKFB2
SCGB2A2	PFKFB2
HIF1A	PFKFB3
ERBB2IP	PFKL
GNB2	PFKL
RRP1	PFKL
TALDO1	PFKL
GPN3	PFKM
CENPE	PFKP
ENO1	PFKP
HIF1A	PFKP
NDRG1	PFKP
PSMB6	PFN1
RQCD1	PFN2
MSRB3	PFTK1
TEF	PFTK1
BCAN	PGAM2
BIRC5	PGAM5
SUPV3L1	PGAM5
MCF2L2	PGAP1
HSP90AB1	PGD
PSAP	PGD
COL4A1	PGF
TIE1	PGF
ARFGEF2	PGGT1B
CNN3	PGGT1B
GORASP2	PGK1
HIF1A	PGK1
HSPA8	PGK1
PRDX4	PGK1
TPI1	PGK1
AGR3	PGM1
MDH2	PGM1
YME1L1	PGM1
RWDD2A	PGM3
ABCA8	PGM5
H2AFZ	PGM5
C9orf116	PGPEP1
AF245389	PGR
ENO1	PGRMC1
HSP90AB1	PGRMC1
HSPA8	PGRMC1
SERBP1	PGRMC1
SAP30BP	PGS1
IFI16	PHACTR1
PTPRC	PHACTR1
STAMBPL1	PHACTR1
DGKH	PHACTR4
MRPS12	PHB
UTP18	PHB
OAZ1	PHB2
RPL12	PHB2
SLC7A5	PHC1
SOX4	PHC2
REPS1	PHC3
MRPS31	PHF11
TPT1	PHF11
C10orf47	PHF12
TSPAN2	PHF14
HTN3	PHF15
TMEM132A	PHF15
CROT	PHF16
MCM5	PHF19
A1CF	PHF2
PGRMC1	PHF2
CAMLG	PHF20
ZNF410	PHF20
VPS13D	PHF20L1
YWHAE	PHF20L1
WDR78	PHF21A
IRF4	PHF3
PBOV1	PHF3
PTPN2	PHF3
ZNF92	PHF3
LRRC7	PHF7
UBR4	PHF7
CDC5L	PHF8
CENPA	PHGDH
PSAT1	PHGDH
TTK	PHGDH
FAM44A	PHIP
ZNF551	PHIP
FYB	PHKA1
SLC6A8	PHKA1
UBE2S	PHKA1
DYNC2LI1	PHKB
SIAH1	PHKB
HIPK3	PHLDA1
QKI	PHLDA1
DHCR7	PHLDA2
GSPT1	PHLDA2
SOCS2	PHLDA2
GAB1	PHLDB1
TGFB1I1	PHLDB1
ECM2	PHLDB2
ARFIP1	PHLPPL
CYP2C9	PHLPPL
HIST1H2AM	PHOX2B
TTF2	PHTF2
ATP5C1	PHYH
BUB1	PHYHD1
NISCH	PHYHD1
TUSC2	PHYHD1
CCL14	PHYHIP
MAB21L1	PHYHIP
ATP5E	PI15
LOXL2	PI15
PLP1	PI15
COL21A1	PI3
CXCL1	PI3
KRT5	PI3
HNF1B	PI4K2A
CD79A	PIAS2
NM_017694	PIAS2
SHC1	PIAS3
CNOT2	PIAS4
ZNF160	PIAS4
MUM1	PIBF1
C20orf30	PICALM
ENO1	PICALM
TMED2	PICALM
VAMP3	PICALM
FBLN5	PID1
KIF2C	PIF1
ELA3A	PIGC
TP53	PIGC
HSPA8	PIGF
MOAP1	PIGH
PSEN1	PIGH
EIF1B	PIGK
HSP90AB1	PIGO
HSPA8	PIGO
IREB2	PIGP
C11orf63	PIGR
HMGCL	PIGV
IFT74	PIGV
PPCS	PIGV
LILRB2	PIK3AP1
PDCD1LG2	PIK3AP1
CLDN8	PIK3C2G
KRT5	PIK3C2G
ZFP161	PIK3C3
COPB2	PIK3CB
DNAJB14	PIK3CB
PTPRC	PIK3CD
RUNX3	PIK3CD
FGL2	PIK3CG
KLRC2	PIK3CG
NACA2	PIK3CG
ZBTB20	PIK3R1
YIPF1	PIK3R3
AL080072	PIK3R4
PON2	PIK3R4
ZNF506	PIK3R4
FTL	PILRA
LILRB4	PILRA
RP11-265F14.2	PILRA
ZNF207	PILRA
NDUFB8	PILRB
TTLL3	PILRB
U79293	PILRB
KIF5B	PIM1
DHPS	PIN1
DOHH	PIN1
HIST1H1A	PIN1L
UQCRH	PIN1L
IRF4	PIN4
IVNS1ABP	PINK1
KIAA0831	PION
AZGP1	PIP
SH3BGRL	PIP
ZNF652	PIP4K2B
DCTN2	PIP4K2C
DNAJA4	PIP4K2C
USP30	PIP4K2C
C6orf62	PIP5K1A
CD46	PIP5K1A
ZNF606	PIP5K1B
PSMB2	PIR
PTTG2	PIR
SNRPG	PIR
E2F1	PITPNC1
HMGA1	PITRM1
HSD17B6	PITX2
IRF4	PITX2
RAB3B	PITX2
MINPP1	PIWIL1
RAG2	PIWIL1
TWSG1	PIWIL1
GLRA3	PJA1
CEP120	PJA2
DDX11	PJA2
PLSCR4	PJA2
ALS2CL	PKD1
SRRM2	PKD1
C6orf103	PKD2L1
SLC11A2	PKD2L1
TSN	PKD2L1
AL137378	PKD2L2
SBNO2	PKD2L2
ARHGAP6	PKIA
GLUL	PKIA
NAP1L2	PKIA
SLC39A6	PKIB
BAT1	PKM2
COPS8	PKM2
GPI	PKM2
NDUFB8	PKM2
AURKB	PKMYT1
MYBL2	PKMYT1
HOOK1	PKN2
PPP1R12A	PKN2
RP1-21O18.1	PKNOX1
SPTLC3	PKNOX1
KLF8	PKNOX2
C1orf106	PKP1
FERMT1	PKP1
GABRP	PKP1
HIST1H1A	PKP1
TBK1	PKP2
UBA2	PKP2
CHRDL1	PKP3
